# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2171] DENISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2171
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1993  0.83  1.14  1.52  3.38  6.85  5.90 12.01  6.56  4.05  1.70  0.64  0.50 45.08
 1994  1.14  0.76  0.04  1.58  1.45  5.13  4.50  5.26  3.48  1.80  1.46  0.87 27.47
 1995  0.40  0.20  3.34  3.38  4.58  3.09  0.95  1.81  4.25  2.48  0.55  0.38 25.41
 1996  1.46  0.11  1.18  1.75  6.59  8.53  7.03  5.14  2.24  2.04  2.15  0.84 39.06
 1997  0.72  0.78  1.60  3.56  2.25  4.15  2.86  1.44  3.07  1.78  0.74  0.39 23.34
 1998  0.85  0.72  2.42  6.65  5.31  9.02  3.88  5.16  1.25  3.34  0.78  0.37 39.75
 1999  0.62  1.18  1.06  7.07  2.86  5.51  5.68  3.22  1.00  0.19  1.08  0.90 30.37
 2000  0.30  0.97  1.44  0.82  1.78  3.58  2.86  1.17  0.89  3.56  2.26  1.61 21.24
 2001  1.06  0.94  0.78  2.54  8.04  5.86  1.43  3.30  2.62  2.01  1.86  0.78 31.22
 2002  0.18  0.50  1.19  2.90  3.94  3.88  2.83  5.55  3.58  4.19  0.07  0.07 28.88
 2003  0.44  1.98  0.90  3.39  5.37  3.28  4.73  0.57  2.13  1.40  2.32  0.72 27.23
 2004  1.63  0.95  4.98  2.09  4.94  2.76  2.50  2.70  2.78  1.12  2.87  0.20 29.52
 2005  0.40  2.64  1.16  4.26  3.64  4.72  2.46 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.71  0.91  1.93  2.89  4.19  4.73  3.57  3.63  3.25  2.13  1.36  0.85 29.60
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
