# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9132] WINTERSET
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 18 6/28-->7/4       3.96   0.54   56(53)   15(14)   18(17)   12(11)    5( 5)    0      106
 19 7/5-->7/11       2.79   0.50   46(44)   20(19)   22(21)   15(14)    2( 2)    0      105
 20 7/12-->7/18      3.35   0.50   53(48)   15(14)   30(27)    9( 8)    3( 3)    0      110
 21 7/19-->7/25      2.27   0.33   70(63)   19(17)   17(15)    5( 4)    1( 1)    0      112
 22 7/26-->8/1       2.28   0.41   52(50)   23(22)   19(18)   10(10)    1( 1)    0      105
 23 8/2-->8/8        3.48   0.46   63(56)   23(20)   12(11)    8( 7)    7( 6)    0      113
 24 8/9-->8/15       3.92   0.42   57(55)   23(22)   13(13)    9( 9)    2( 2)    0      104
 25 8/16-->8/22      2.86   0.39   55(56)   20(20)   15(15)    5( 5)    4( 4)    0       99
 26 8/23-->8/29      4.70   0.55   53(52)   18(18)   12(12)   12(12)    6( 6)    0      101
 27 8/30-->9/5       2.46   0.45   45(46)   20(20)   21(21)   11(11)    1( 1)    0       98
 28 9/6-->9/12       4.31   0.57   42(49)   16(19)   12(14)   10(12)    6( 7)    0       86
 29 9/13-->9/19      4.99   0.46   49(47)   27(26)   15(14)   10(10)    3( 3)    0      104
 30 9/20-->9/26      1.91   0.39   57(56)   18(18)   14(14)   13(13)    0( 0)    0      102
 31 9/27-->10/3      2.42   0.37   42(55)   15(19)   16(21)    3( 4)    1( 1)    0       77
 32 10/4-->10/10     1.73   0.36   43(54)   18(23)   14(18)    5( 6)    0( 0)    0       80
 33 10/11-->10/17    2.43   0.33   40(58)   16(23)    6( 9)    6( 9)    1( 1)    0       69
 34 10/18-->10/24    3.08   0.43   38(50)   19(25)   12(16)    6( 8)    1( 1)    0       76
 35 10/25-->10/31    2.77   0.32   50(62)   15(19)   12(15)    3( 4)    1( 1)    0       81
 36 11/1-->11/7      3.12   0.42   44(52)   15(18)   14(17)   10(12)    1( 1)    0       84
 37 11/8-->11/14     1.72   0.27   49(68)   11(15)    8(11)    4( 6)    0( 0)    0       72
 38 11/15-->11/21    3.22   0.34   48(63)   13(17)    9(12)    5( 7)    1( 1)    0       76
 39 11/22-->11/28    1.16   0.23   47(71)    7(11)   10(15)    2( 3)    0( 0)    0       66
 40 11/29-->12/5     1.24   0.21   49(73)    9(13)    7(10)    2( 3)    0( 0)    0       67
 41 12/6-->12/12     1.12   0.19   55(82)    6( 9)    5( 7)    1( 1)    0( 0)    0       67
 42 12/13-->12/19    0.94   0.19   50(81)    7(11)    5( 8)    0( 0)    0( 0)    0       62
 43 12/20-->12/26    1.21   0.17   41(79)    8(15)    2( 4)    1( 2)    0( 0)    0       52
 44 12/27-->1/2      1.55   0.20   44(76)    9(16)    4( 7)    1( 2)    0( 0)    0       58
 45 1/3-->1/9        1.12   0.19   43(75)    8(14)    4( 7)    2( 4)    0( 0)    0       57
 46 1/10-->1/16      2.96   0.22   43(80)    5( 9)    4( 7)    1( 2)    1( 2)    0       54
 47 1/17-->1/23      0.57   0.15   55(79)   11(16)    4( 6)    0( 0)    0( 0)    0       70
 48 1/24-->1/30      1.53   0.17   59(84)    6( 9)    4( 6)    1( 1)    0( 0)    0       70
 49 1/31-->2/6       1.59   0.17   52(81)   10(16)    1( 2)    1( 2)    0( 0)    0       64
 50 2/7-->2/13       1.01   0.17   51(78)   11(17)    2( 3)    1( 2)    0( 0)    0       65
 51 2/14-->2/20      1.58   0.24   51(67)   13(17)   11(14)    1( 1)    0( 0)    0       76
 52 2/21-->2/27      1.34   0.21   59(81)    6( 8)    5( 7)    3( 4)    0( 0)    0       73
 53 2/28-->2/29      0.53   0.15    9(82)    1( 9)    1( 9)    0( 0)    0( 0)    0       11
ANNUAL TOTALS        5.25   0.37 2809(59)  856(17)  695(14)  331( 6)   69( 1)    0     4760
