# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0112] ALBIA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0112 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2003    184    108     94     82    413    274    245    217
 2004    223    118     96     76    426    272    236    201
 2005    151     80     65     54    455    286    248    213
     ****************************  ****************************
 MEAN  176.3   93.3   78.0   64.5  411.3  256.2  224.1  194.5
 STDV   72.2   46.3   41.0   36.1   78.2   62.4   57.9   53.7

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    725    500    448    397    793    558    500    443
 1952    676    451    402    356   1038    798    738    679
 1953    674    459    411    366   1027    787    727    668
 1954    582    387    347    308    997    761    703    645
 1955    757    516    461    412    859    621    565    511
 1956    802    577    523    475   1029    792    734    677
 1957    673    442    392    346    923    683    624    567
 1958    772    548    497    450    844    604    545    488
 1959    780    549    495    443    964    724    664    606
 1960    681    466    415    366    871    633    574    515
 1961    614    403    358    317    935    695    636    581
 1962    922    676    617    560    932    692    632    575
 1963    685    457    403    353   1006    766    706    648
 1964    840    595    536    484    912    677    620    563
 1965    830    601    548    495    903    663    603    543
 1966    627    421    379    340    918    678    619    561
 1967    568    373    331    295    918    678    620    564
 1968    610    388    341    301    996    756    697    638
 1969    731    508    455    406    831    598    543    488
 1970    827    596    540    487    945    705    646    588
 1971    624    416    370    326   1062    822    762    702
 1972    729    504    453    405    892    656    600    546
 1973    624    410    361    316    957    717    657    597
 1974    664    447    398    352    831    595    539    486
 1975    747    524    476    430    922    683    625    570
 1976    627    417    374    332    919    679    620    565
 1977    885    646    587    528    970    732    673    614
 1978    665    445    398    355    933    693    635    579
 1979    701    492    445    399    944    705    647    589
 1980    760    534    483    435    922    682    622    563
 1981    633    426    380    337    984    744    684    624
 1982    808    566    509    453    812    577    520    464
 1983    591    383    339    297    944    706    648    592
 1984    581    375    333    293    972    732    672    613
 1985    739    502    448    398    832    595    540    487
 1986    700    468    416    365   1001    761    702    644
 1987    819    588    538    490    986    746    687    630
 1988    792    559    507    460    975    737    680    625
 1989    647    444    398    353    845    609    553    497
 1990    570    356    311    270    944    705    646    589
 1991    826    598    542    487    986    746    686    627
 1992    665    454    409    369    846    612    555    503
 1993    699    466    412    362    871    637    580    525
 1994    670    462    417    373    951    712    653    594
 1995    563    347    300    259    906    666    606    547
 1996    593    373    325    281    899    661    603    546
 1997    534    339    299    261    902    663    605    549
 1998    762    522    468    415    837    605    550    496
 1999    654    421    370    322    896    657    599    541
 2000    722    497    448    400    861    624    569    514
 2001    674    441    388    338    840    606    550    497
 2002    555    356    315    275    980    741    682    624
 2003    583    367    326    289    817    578    519    463
 2004    685    464    413    364    817    578    520    464
 2005    588    380    336    296    962    722    663    605
     ****************************  ****************************
 MEAN  691.9  470.9  421.7  375.3  921.1  682.8  624.5  567.6
 STDV   92.0   81.9   77.7   73.3   65.8   64.6   63.7   62.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1043    795    733    671   1015    767    705    644
 1952   1078    830    768    706    982    734    672    613
 1953   1086    838    776    715   1067    819    757    695
 1954   1143    895    833    771   1040    792    730    668
 1955   1176    928    866    804   1096    848    786    725
 1956   1042    794    732    670   1054    806    746    686
 1957   1154    906    844    782   1049    801    739    677
 1958   1003    755    693    631   1021    774    713    652
 1959   1028    780    719    658   1119    871    809    747
 1960   1041    793    731    669   1076    828    766    704
 1961   1057    809    747    685   1046    798    736    674
 1962   1040    792    730    669   1028    780    718    656
 1963   1093    845    783    721    961    713    651    591
 1964   1086    838    776    714    908    664    606    551
 1965   1039    791    729    667    966    718    658    598
 1966   1150    902    840    778    970    722    660    600
 1967   1004    756    694    635    971    725    664    605
 1968   1085    837    775    713   1050    802    740    679
 1969   1120    872    810    748   1069    821    759    698
 1970   1081    833    771    709   1043    795    733    671
 1971   1012    766    705    644   1011    763    701    640
 1972   1050    803    742    682   1022    774    712    651
 1973   1060    812    750    688   1049    801    739    677
 1974   1118    870    808    746    933    685    623    563
 1975   1090    842    781    720   1069    821    759    697
 1976   1076    828    766    704    986    738    676    616
 1977   1131    883    821    759    980    732    671    610
 1978   1080    832    770    708   1042    794    733    672
 1979   1048    800    738    676   1039    791    729    667
 1980   1150    902    840    778   1117    869    807    745
 1981   1063    815    753    692   1012    764    702    642
 1982   1083    835    773    711    996    748    686    626
 1983   1138    890    828    766   1158    910    848    786
 1984   1027    779    717    656   1031    783    723    664
 1985   1067    819    757    695    937    689    627    567
 1986   1129    881    819    757    893    650    590    531
 1987   1124    876    814    752    987    739    678    617
 1988   1078    830    768    708   1109    863    803    743
 1989   1064    816    754    692   1011    764    704    644
 1990   1041    793    731    669   1023    775    713    651
 1991   1060    812    750    688   1025    778    717    656
 1992    970    722    660    598    848    604    547    492
 1993   1038    790    728    666   1052    804    742    680
 1994   1000    752    690    628    979    731    670    613
 1995   1064    816    756    696   1137    889    827    765
 1996    999    751    690    629    988    740    678    616
 1997   1050    802    741    681    961    713    651    590
 1998   1073    825    763    701   1050    802    740    678
 1999   1125    877    815    753    970    722    660    598
 2000   1004    756    694    632   1048    800    738    676
 2001   1083    835    773    711   1016    768    706    645
 2002   1112    864    802    740    983    735    673    611
 2003   1040    792    730    668   1068    820    758    696
 2004    955    707    645    583    827    582    525    472
 2005   1045    797    735    673      0      0      0      0
     ****************************  ****************************
 MEAN 1069.0  821.1  759.2  697.6  998.0  754.9  694.6  635.1
 STDV   48.3   48.2   48.2   48.0  151.4  121.7  114.4  106.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    671    456    407    361    493    318    283    251
 1952    814    590    538    489    442    297    265    236
 1953    817    594    547    501    665    469    426    383
 1954    869    636    580    526    496    316    278    242
 1955    843    616    562    510    525    347    307    269
 1956    789    565    514    467    714    496    447    401
 1957    713    490    439    389    444    269    232    199
 1958    800    568    515    463    565    385    344    305
 1959    778    552    501    451    395    229    194    160
 1960    825    595    542    492    524    339    303    269
 1961    731    515    467    419    543    354    312    272
 1962    716    500    453    409    572    374    329    288
 1963    771    541    485    431    782    554    502    451
 1964    740    523    470    419    426    265    231    199
 1965    701    477    426    379    493    315    276    240
 1966    712    480    426    378    510    330    291    255
 1967    736    512    462    413    469    296    261    227
 1968    778    539    483    429    508    333    294    257
 1969    791    558    503    450    438    262    227    196
 1970    776    548    494    442    462    272    231    194
 1971    864    635    584    534    669    457    407    359
 1972    820    598    544    490    434    266    231    198
 1973    766    537    482    430    619    416    370    328
 1974    633    439    394    352    505    322    281    244
 1975    669    457    408    363    592    401    360    322
 1976    760    532    481    436    386    231    201    175
 1977    809    571    515    461    443    261    221    186
 1978    920    686    630    577    456    281    245    210
 1979    827    602    549    501    555    371    328    288
 1980    825    600    546    494    448    291    259    230
 1981    817    590    535    482    497    309    270    235
 1982    742    523    473    423    506    314    275    239
 1983    806    586    534    485    451    267    231    201
 1984    722    514    465    418    481    298    256    216
 1985    771    557    506    458    446    260    222    187
 1986    852    616    559    502    471    281    240    200
 1987    756    520    467    418    363    213    181    153
 1988    823    591    541    493    352    201    169    139
 1989    680    472    425    380    512    339    303    267
 1990    841    613    561    511    479    304    265    228
 1991    785    576    526    480    469    303    266    232
 1992    696    485    437    390    456    280    245    214
 1993    604    398    354    312    444    276    240    206
 1994    770    545    494    446    521    326    281    243
 1995    698    485    437    392    456    285    249    217
 1996    698    478    429    384    516    335    294    256
 1997    769    539    488    440    462    300    266    235
 1998    859    628    573    519    459    279    242    206
 1999    673    467    422    381    440    287    254    222
 2000    759    544    498    452    554    351    309    271
 2001    672    459    406    355    403    236    203    172
 2002    798    573    523    476    345    211    185    161
 2003    664    457    408    362    474    314    278    244
 2004    777    548    497    449    415    239    201    169
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  750.8  532.3  481.9  433.9  482.6  307.7  270.2  235.4
 STDV  122.3   94.0   87.5   81.1  106.7   81.2   75.1   69.2
