# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1541] CLARION
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1541 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1969    656    449    402    357    712    492    444    396
 1970    703    496    449    403    889    654    597    542
 1971    553    374    337    302    993    753    693    634
 1972    657    450    402    357    835    610    558    507
 1973    573    368    326    289    912    672    612    553
 1974    500    312    271    236    768    538    484    433
 1975    696    476    426    382    853    616    559    503
 1976    546    356    315    276    865    630    572    517
 1977    837    597    540    490    866    627    569    513
 1978    627    420    374    330    834    604    551    499
 1979    536    349    310    275    827    592    537    482
 1980    645    438    393    353    852    612    556    504
 1981    529    338    297    259    863    623    564    508
 1982    662    430    376    324    691    466    417    369
 1983    459    277    242    210    849    617    562    508
 1984    498    305    264    228    892    654    595    536
 1985    728    496    445    398    755    527    475    427
 1986    592    381    336    293    881    641    583    525
 1987    774    555    506    459    944    708    649    593
 1988    765    546    499    457    941    708    652    596
 1989    600    406    364    325    812    580    527    475
 1990    500    310    268    230    876    642    584    530
 1991    718    505    457    410    975    735    675    615
 1992    620    428    389    351    829    591    535    481
 1993    530    332    292    255    768    541    486    435
 1994    646    443    399    357    902    664    605    547
 1995    483    294    257    222    868    633    577    524
 1996    475    280    239    203    847    611    555    501
 1997    420    258    225    193    911    671    612    554
 1998    775    536    481    431    777    549    496    444
 1999    633    400    351    307    837    601    546    493
 2000    687    465    416    370    795    559    505    452
 2001    602    371    322    280    809    576    522    472
 2002    504    337    300    266    919    680    621    564
 2003    525    317    278    243    806    566    507    451
 2004    610    403    355    312    788    554    501    450
 2005    532    328    287    251    946    706    646    586
     ****************************  ****************************
 MEAN  610.0  406.6  362.3  321.4  852.7  617.9  561.9  507.8
 STDV   97.2   82.3   77.8   73.3   69.2   65.9   63.6   61.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    942    694    632    572    876    629    569    510
 1952   1001    754    693    633    892    649    591    536
 1953    990    743    684    625    949    701    641    581
 1954   1056    808    746    684    911    663    602    543
 1955   1117    869    807    745   1037    789    728    668
 1956    916    668    606    544    953    713    655    598
 1957   1089    841    779    717    947    701    640    580
 1958    895    648    587    527    968    724    663    606
 1959    956    709    649    591   1061    813    752    691
 1960    962    715    655    599    976    728    666    605
 1961    951    703    642    581    948    700    640    581
 1962    926    680    621    562    927    682    622    564
 1963   1006    758    696    634    920    674    615    559
 1964   1052    804    742    680    842    605    549    494
 1965    986    738    677    617    875    631    571    513
 1966   1061    813    751    689    860    619    561    507
 1967    916    677    621    567    852    622    568    517
 1968    948    704    644    587    917    672    612    556
 1969   1003    755    693    632    942    694    632    573
 1970    984    740    681    623    915    671    612    556
 1971    888    648    591    535    895    655    598    544
 1972    942    700    641    583    929    685    626    568
 1973    996    748    686    624    942    694    634    574
 1974   1061    814    754    694    821    579    523    468
 1975   1011    763    703    645    970    722    660    599
 1976   1017    769    709    649    916    673    614    557
 1977   1039    791    729    667    822    582    526    472
 1978    962    715    654    593    917    672    614    558
 1979    968    720    658    596    902    654    595    537
 1980   1047    799    737    675    952    704    642    580
 1981    972    724    663    602    879    631    573    516
 1982   1010    762    700    638    874    632    575    521
 1983   1075    827    765    703   1078    830    768    706
 1984    938    690    630    570    992    745    685    626
 1985    955    707    645    584    808    564    508    454
 1986   1013    765    703    641    770    537    481    429
 1987   1060    812    750    688    859    613    556    502
 1988    993    745    684    626    973    741    684    628
 1989   1012    764    702    640    903    661    602    544
 1990    961    713    651    590    928    682    622    564
 1991    985    737    676    616    940    692    631    571
 1992    837    589    528    468    802    560    505    453
 1993    911    663    601    539    935    687    625    563
 1994    885    637    576    516    822    580    523    468
 1995    984    736    675    615   1056    808    746    684
 1996    902    656    596    537    870    622    561    500
 1997    979    732    671    611    861    613    552    492
 1998   1025    777    715    653   1004    756    694    632
 1999   1090    842    780    718    916    668    607    546
 2000    971    723    661    601    954    706    644    582
 2001   1036    788    726    664    935    687    625    565
 2002   1056    808    746    684    904    658    598    539
 2003    991    743    681    620   1002    754    692    630
 2004    942    694    632    571    793    561    508    456
 2005   1023    775    713    653      0      0      0      0
     ****************************  ****************************
 MEAN  987.2  739.9  678.9  618.5  899.9  659.8  601.6  544.8
 STDV   58.6   57.9   57.4   56.5  140.6  111.3  103.9   96.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    563    367    322    280    393    240    209    180
 1952    708    505    460    416    316    198    173    150
 1953    687    494    452    411    566    385    346    308
 1954    710    486    433    381    361    206    172    142
 1955    709    498    449    403    430    273    237    204
 1956    653    454    411    372    555    359    320    285
 1957    575    370    328    291    322    166    136    111
 1958    711    493    447    405    484    315    278    242
 1959    665    458    415    374    279    149    124    101
 1960    693    482    435    389    426    275    242    210
 1961    649    446    399    355    473    305    267    232
 1962    591    402    361    321    480    303    265    230
 1963    750    527    474    425    682    459    412    367
 1964    670    463    415    369    381    237    208    180
 1965    546    346    303    263    437    274    237    203
 1966    638    440    397    356    429    275    241    210
 1967    618    423    381    340    372    237    211    185
 1968    652    449    403    359    475    310    273    238
 1969    671    462    418    377    317    180    154    131
 1970    672    463    417    374    382    228    194    164
 1971    738    529    481    437    524    340    300    263
 1972    679    466    419    376    319    187    161    139
 1973    620    414    369    325    490    316    277    241
 1974    542    367    328    291    389    232    198    167
 1975    562    372    330    289    464    308    273    241
 1976    654    461    418    376    278    173    152    135
 1977    674    454    403    357    309    175    146    122
 1978    787    564    513    465    327    194    164    136
 1979    695    494    450    407    361    219    188    159
 1980    681    470    423    376    285    168    145    125
 1981    601    405    363    323    320    179    150    124
 1982    594    397    352    309    398    237    203    171
 1983    696    485    437    393    342    198    170    142
 1984    619    419    372    330    398    238    202    168
 1985    642    442    399    357    329    183    151    121
 1986    679    463    411    363    366    218    186    156
 1987    656    443    397    355    281    156    130    107
 1988    687    486    441    397    299    173    146    120
 1989    616    428    387    346    420    279    249    219
 1990    744    530    481    435    372    236    206    176
 1991    642    450    406    363    328    200    177    156
 1992    615    426    384    343    395    249    220    194
 1993    514    324    285    247    349    210    181    153
 1994    684    471    424    380    445    271    235    200
 1995    580    392    349    310    365    224    195    167
 1996    591    395    352    312    406    252    219    186
 1997    686    469    425    383    423    285    255    226
 1998    820    591    540    489    398    228    197    168
 1999    618    429    390    353    382    242    214    188
 2000    687    492    447    405    460    286    250    218
 2001    598    386    338    297    345    203    175    148
 2002    710    494    448    404    258    139    119    102
 2003    639    447    405    363    433    290    259    229
 2004    793    575    524    475    371    211    180    152
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  645.0  444.7  400.2  358.0  385.3  237.7  206.8  178.0
 STDV  108.8   82.2   76.3   70.5   96.7   70.6   64.8   59.1
