# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0364] ATLANTIC-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0364 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 MEAN 1011.0  768.1  708.2  649.2  929.7  694.7  638.0  582.4
 STDV  138.0  111.0  104.3   97.7  195.1  151.8  141.1  130.5

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    617    416    372    328    430    268    234    203
 1952    751    543    497    452    387    264    236    208
 1953    751    571    530    490    610    446    407    369
 1954    740    531    481    433    404    249    216    186
 1955    780    575    529    484    492    332    296    263
 1956    697    513    472    433    606    419    381    347
 1957    619    416    374    334    363    206    172    142
 1958    781    557    506    458    540    363    322    281
 1959    698    494    448    404    348    202    170    141
 1960    741    535    487    439    446    299    266    235
 1961    649    445    398    354    495    329    293    257
 1962    640    444    401    361    531    347    306    266
 1963    771    546    492    439    711    494    445    399
 1964    709    494    443    396    435    281    246    214
 1965    610    405    359    314    515    346    309    273
 1966    618    428    384    344    488    327    290    254
 1967    623    429    387    349    413    254    221    191
 1968    691    486    439    393    515    339    301    264
 1969    723    508    461    415    352    218    191    166
 1970    722    514    466    418    386    234    201    169
 1971    778    564    516    473    561    380    338    297
 1972    744    527    476    427    334    201    174    151
 1973    682    456    405    355    551    368    328    289
 1974    629    438    396    359    500    327    287    249
 1975    613    420    375    332    548    381    343    305
 1976    749    538    491    447    335    212    187    166
 1977    694    481    432    386    383    221    188    159
 1978    766    549    499    450    387    237    202    172
 1979    740    538    492    449    446    290    256    223
 1980    777    559    508    462    384    260    236    212
 1981    754    537    491    445    386    225    193    161
 1982    694    486    437    388    414    251    219    189
 1983    799    593    545    498    407    243    212    183
 1984    686    479    431    388    451    275    235    199
 1985    696    490    441    395    412    247    213    180
 1986    797    566    510    454    422    249    213    178
 1987    671    460    415    373    320    184    156    130
 1988    763    545    497    449    361    219    187    158
 1989    645    455    411    367    460    311    277    245
 1990    774    565    517    469    444    287    252    222
 1991    728    528    481    437    417    264    233    207
 1992    674    476    431    387    412    264    235    208
 1993    551    352    311    272    379    227    196    168
 1994    746    538    490    443    480    307    267    229
 1995    663    463    420    380    408    257    226    198
 1996    640    440    397    354    452    291    256    223
 1997    758    544    495    449    494    337    302    269
 1998      0      0      0      0      0      0      0      0
 1999    663    472    429    389    449    309    278    248
 2000    771    570    522    477    545    358    319    283
 2001    680    471    422    376    425    267    232    199
 2002    781    567    519    472    294    175    153    132
 2003    655    469    428    387    485    335    302    269
 2004    830    612    562    512    459    292    256    221
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  682.2  483.6  438.5  395.3  430.4  277.6  244.6  213.6
 STDV  147.1  109.9  101.5   93.4  116.0   85.3   78.3   71.6
