# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8339] TRIPOLI-4-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 26 8/23-->8/29      4.00   0.56   46(41)   24(22)   23(21)   13(12)    5( 5)    0      111
 27 8/30-->9/5       5.50   0.54   41(49)   17(20)   12(14)   11(13)    2( 2)    0       83
 28 9/6-->9/12       3.10   0.45   33(43)   19(25)   16(21)    7( 9)    1( 1)    0       76
 29 9/13-->9/19      1.90   0.41   53(52)   18(18)   21(21)   10(10)    0( 0)    0      102
 30 9/20-->9/26      1.85   0.37   59(50)   29(24)   24(20)    7( 6)    0( 0)    0      119
 31 9/27-->10/3      3.32   0.39   46(54)   15(18)   19(22)    3( 4)    2( 2)    0       85
 32 10/4-->10/10     3.40   0.45   43(51)   17(20)   17(20)    4( 5)    3( 4)    0       84
 33 10/11-->10/17    2.51   0.37   44(56)   14(18)   14(18)    6( 8)    1( 1)    0       79
 34 10/18-->10/24    2.75   0.33   47(59)   18(23)   11(14)    3( 4)    1( 1)    0       80
 35 10/25-->10/31    1.55   0.28   52(63)   17(20)   10(12)    4( 5)    0( 0)    0       83
 36 11/1-->11/7      3.10   0.44   41(57)   13(18)    7(10)    9(13)    2( 3)    0       72
 37 11/8-->11/14     1.55   0.24   52(76)    6( 9)    7(10)    3( 4)    0( 0)    0       68
 38 11/15-->11/21    2.30   0.41   38(51)   16(22)   11(15)    8(11)    1( 1)    0       74
 39 11/22-->11/28    1.10   0.21   53(70)   18(24)    4( 5)    1( 1)    0( 0)    0       76
 40 11/29-->12/5     1.30   0.19   60(80)   10(13)    4( 5)    1( 1)    0( 0)    0       75
 41 12/6-->12/12     1.10   0.23   43(66)   16(25)    5( 8)    1( 2)    0( 0)    0       65
 42 12/13-->12/19    0.97   0.18   51(77)   14(21)    1( 2)    0( 0)    0( 0)    0       66
 43 12/20-->12/26    0.87   0.18   53(76)   12(17)    5( 7)    0( 0)    0( 0)    0       70
 44 12/27-->1/2      0.75   0.22   43(69)   11(18)    8(13)    0( 0)    0( 0)    0       62
 45 1/3-->1/9        0.83   0.14   58(87)    7(10)    2( 3)    0( 0)    0( 0)    0       67
 46 1/10-->1/16      0.78   0.14   61(82)   11(15)    2( 3)    0( 0)    0( 0)    0       74
 47 1/17-->1/23      0.91   0.15   67(84)    8(10)    5( 6)    0( 0)    0( 0)    0       80
 48 1/24-->1/30      1.55   0.16   59(86)    7(10)    2( 3)    1( 1)    0( 0)    0       69
 49 1/31-->2/6       1.10   0.18   53(80)   10(15)    1( 2)    2( 3)    0( 0)    0       66
 50 2/7-->2/13       1.00   0.17   55(80)   10(14)    4( 6)    0( 0)    0( 0)    0       69
 51 2/14-->2/20      1.55   0.20   51(81)    7(11)    4( 6)    1( 2)    0( 0)    0       63
 52 2/21-->2/27      0.80   0.20   56(75)   10(13)    9(12)    0( 0)    0( 0)    0       75
 53 2/28-->2/29      0.20   0.09    5(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        5
ANNUAL TOTALS        5.53   0.38 2774(57)  903(18)  758(15)  328( 6)   72( 1)    0     4835
