# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0241 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1957    592    370    325    281    861    622    563    505
 1958    685    476    430    386    767    529    471    416
 1959    673    447    396    347    922    682    622    564
 1960    645    426    372    322    832    594    535    478
 1961    558    360    319    279    851    613    556    504
 1962    859    618    561    506    896    656    598    540
 1963    684    460    407    356   1002    762    703    644
 1964    847    602    546    493    903    666    608    551
 1965    834    611    557    504    898    658    598    540
 1966    596    403    363    330    896    659    601    544
 1967    575    384    344    306    885    645    587    531
 1968    527    332    293    256    918    679    621    567
 1969    630    422    375    329    739    509    457    407
 1970    746    532    483    435    902    662    603    545
 1971    551    352    309    270   1042    802    742    683
 1972    674    450    401    355    852    615    559    505
 1973    581    368    322    279    942    702    642    582
 1974    565    361    318    278    802    565    507    451
 1975    720    494    445    400    868    632    574    516
 1976    584    376    331    292    895    655    596    538
 1977    872    632    573    515    950    711    652    593
 1978    673    458    409    364    933    695    637    580
 1979    641    429    382    340    903    664    606    549
 1980    725    504    452    406    893    653    593    537
 1981    639    422    376    335    952    712    652    592
 1982    730    496    442    388    778    547    495    446
 1983    547    344    301    263    925    689    631    575
 1984    577    373    332    292    953    713    653    594
 1985    777    540    487    440    842    605    549    497
 1986    696    459    406    356    973    733    674    615
 1987    824    585    531    481    989    749    690    631
 1988    820    581    528    476   1007    767    708    650
 1989    668    457    409    364    864    626    569    512
 1990    522    322    279    239    900    662    604    547
 1991    750    529    477    427    968    728    668    608
 1992    637    435    392    351    834    598    541    487
 1993    609    380    333    291    815    580    523    469
 1994    629    436    396    356    903    665    607    550
 1995    506    310    271    237    864    626    568    513
 1996    512    306    266    228    859    621    563    506
 1997    454    286    252    219    907    667    609    553
 1998    760    525    471    421    788    561    509    457
 1999    644    416    367    323    879    642    585    529
 2000    722    506    456    407    860    624    569    514
 2001    655    421    370    323    848    616    559    505
 2002    566    378    338    299    970    730    672    615
 2003    602    378    338    301    847    607    548    493
 2004    686    472    424    378    842    606    549    494
 2005    602    393    348    305    988    748    688    628
     ****************************  ****************************
 MEAN  655.2  440.3  393.3  349.1  894.0  656.3  598.5  542.1
 STDV   97.5   84.3   79.6   74.7   68.1   66.3   65.0   63.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1012    764    702    640    973    725    663    601
 1952   1057    809    747    686    933    685    625    567
 1953   1035    787    725    665    973    725    663    602
 1954   1073    825    763    701    960    712    650    588
 1955   1143    895    833    771   1074    826    764    702
 1956    985    737    675    613    999    751    691    634
 1957   1120    872    810    748   1007    759    698    638
 1958    919    671    609    547    987    742    684    627
 1959    988    740    678    617   1099    851    789    728
 1960    990    742    680    619   1020    772    710    648
 1961   1001    753    691    629    983    735    673    611
 1962    996    748    688    629   1005    757    695    633
 1963   1081    833    771    709    964    716    654    596
 1964   1087    839    777    715    914    668    611    554
 1965   1035    787    725    663    951    703    642    582
 1966   1112    864    802    740    924    678    618    558
 1967    951    705    647    591    904    661    605    552
 1968   1004    756    696    636    953    705    643    581
 1969   1031    783    721    659    990    742    680    618
 1970   1008    760    699    641    967    719    658    599
 1971    938    694    636    579    916    670    611    553
 1972    984    739    680    622    957    709    648    589
 1973   1038    790    728    666   1010    762    700    638
 1974   1111    863    801    739    881    633    574    515
 1975   1050    803    742    681   1022    774    712    650
 1976   1072    824    762    700    964    716    654    595
 1977   1105    857    795    733    910    662    602    543
 1978   1048    800    738    676   1003    755    694    634
 1979   1016    768    706    644    984    736    675    614
 1980   1099    851    789    727   1035    787    725    663
 1981   1043    795    733    672    959    711    650    589
 1982   1070    822    760    698    960    713    652    592
 1983   1114    866    804    742   1120    872    810    748
 1984   1009    761    699    637   1042    794    734    675
 1985   1035    787    725    663    933    685    625    565
 1986   1118    870    808    746    897    652    592    534
 1987   1096    848    786    724    934    686    624    564
 1988   1081    833    771    710   1088    842    782    723
 1989   1060    812    750    688    987    739    678    617
 1990    986    738    676    614    976    728    666    605
 1991   1022    774    712    651    961    713    652    591
 1992    884    636    574    513    797    553    496    444
 1993    987    739    677    615    997    749    687    625
 1994    948    700    638    576    883    637    581    527
 1995   1018    771    711    651   1085    837    775    713
 1996    957    710    649    588    943    695    633    573
 1997   1014    767    706    647    904    656    595    535
 1998   1059    811    749    687   1025    777    715    653
 1999   1116    868    806    744    937    689    627    565
 2000   1014    766    704    643   1030    782    720    658
 2001   1081    833    771    709   1007    759    697    636
 2002   1101    853    791    729    964    716    655    594
 2003   1029    781    719    657   1046    798    736    674
 2004    973    725    663    602    859    614    558    505
 2005   1063    815    753    691      0      0      0      0
     ****************************  ****************************
 MEAN 1035.8  788.0  726.4  665.1  956.3  713.3  653.7  594.9
 STDV   56.9   56.7   56.3   55.7  145.0  115.3  107.9  100.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    627    409    362    319    438    277    244    215
 1952    745    528    478    435    373    247    219    191
 1953    722    520    476    435    599    420    379    340
 1954    793    569    517    467    412    252    217    184
 1955    783    563    515    469    468    302    266    230
 1956    679    473    427    383    600    402    362    326
 1957    620    401    356    317    358    197    166    136
 1958    722    495    444    396    493    320    284    248
 1959    685    472    424    380    322    173    142    114
 1960    737    514    464    417    425    270    237    207
 1961    646    439    393    349    503    317    277    239
 1962    651    449    403    360    563    366    322    279
 1963    795    565    511    459    768    541    490    441
 1964    734    516    465    416    451    286    253    222
 1965    678    460    414    369    539    357    317    279
 1966    687    469    422    380    533    363    324    287
 1967    638    434    387    343    401    257    227    199
 1968    655    431    381    338    459    298    262    227
 1969    705    485    435    387    340    199    172    148
 1970    690    474    424    378    392    229    197    166
 1971    773    559    511    463    563    370    327    287
 1972    735    518    466    418    327    194    168    145
 1973    696    467    413    361    551    356    315    276
 1974    588    390    347    307    442    270    234    202
 1975    600    398    352    308    498    339    302    265
 1976    708    493    448    406    338    202    179    157
 1977    757    520    466    415    356    204    173    146
 1978    876    644    589    536    419    255    222    190
 1979    758    536    487    443    441    276    241    209
 1980    778    557    506    457    362    220    190    165
 1981    775    549    494    441    391    225    192    164
 1982    705    491    442    395    460    276    239    206
 1983    773    554    504    457    382    225    195    167
 1984    687    482    434    388    457    276    235    196
 1985    739    530    481    434    412    230    193    162
 1986    828    594    537    481    437    250    211    174
 1987    725    488    438    390    333    188    159    133
 1988    787    556    505    457    329    183    153    124
 1989    637    445    400    356    430    287    256    225
 1990    791    569    519    470    397    251    220    191
 1991    699    503    456    411    367    229    201    176
 1992    626    432    389    346    412    262    232    206
 1993    528    331    289    254    378    229    197    169
 1994    706    491    444    399    481    301    263    227
 1995    616    428    388    348    400    252    221    193
 1996    617    418    375    336    434    278    242    208
 1997    728    513    466    420    441    293    263    234
 1998    856    624    569    514    436    263    229    199
 1999    643    450    407    368    412    275    245    217
 2000    753    550    504    460    538    350    311    276
 2001    673    460    410    360    401    248    215    185
 2002    766    548    501    455    323    194    169    146
 2003    662    463    419    376    478    327    294    261
 2004    814    585    534    485    440    269    232    199
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  698.1  487.3  439.8  394.8  431.0  271.3  237.7  206.5
 STDV  119.1   91.5   85.0   78.5  102.7   77.3   71.4   65.5
