# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1541] CLARION
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 17 6/21-->6/27      5.15   0.62   49(41)   33(28)   20(17)   10( 8)    8( 7)    0      120
 18 6/28-->7/4       2.75   0.45   66(58)   15(13)   16(14)   10( 9)    6( 5)    0      113
 19 7/5-->7/11       5.16   0.56   56(46)   20(17)   26(21)   13(11)    6( 5)    0      121
 20 7/12-->7/18      5.28   0.54   59(50)   12(10)   30(26)   11( 9)    5( 4)    0      117
 21 7/19-->7/25      2.65   0.41   72(60)   16(13)   19(16)    9( 7)    5( 4)    0      121
 22 7/26-->8/1       4.75   0.46   43(46)   21(22)   21(22)    8( 9)    1( 1)    0       94
 23 8/2-->8/8        2.74   0.41   67(57)   21(18)   15(13)   13(11)    2( 2)    0      118
 24 8/9-->8/15       2.77   0.40   58(60)   16(16)    9( 9)   12(12)    2( 2)    0       97
 25 8/16-->8/22      2.62   0.44   54(50)   17(16)   25(23)   10( 9)    3( 3)    0      109
 26 8/23-->8/29      3.24   0.48   62(52)   24(20)   16(13)   12(10)    5( 4)    0      119
 27 8/30-->9/5       3.25   0.45   48(54)   18(20)    9(10)   12(13)    2( 2)    0       89
 28 9/6-->9/12       1.97   0.37   52(53)   23(23)   15(15)    8( 8)    0( 0)    0       98
 29 9/13-->9/19      2.25   0.37   59(56)   18(17)   21(20)    6( 6)    1( 1)    0      105
 30 9/20-->9/26      5.74   0.38   62(54)   25(22)   17(15)    9( 8)    1( 1)    0      114
 31 9/27-->10/3      1.59   0.34   52(56)   22(24)   11(12)    8( 9)    0( 0)    0       93
 32 10/4-->10/10     2.47   0.33   54(57)   18(19)   17(18)    4( 4)    1( 1)    0       94
 33 10/11-->10/17    2.54   0.38   47(57)   14(17)   12(15)    7( 9)    2( 2)    0       82
 34 10/18-->10/24    2.10   0.31   53(64)   14(17)    9(11)    6( 7)    1( 1)    0       83
 35 10/25-->10/31    1.39   0.26   55(68)   15(19)    8(10)    3( 4)    0( 0)    0       81
 36 11/1-->11/7      2.35   0.30   57(67)   11(13)    9(11)    6( 7)    2( 2)    0       85
 37 11/8-->11/14     2.75   0.23   53(72)   11(15)    9(12)    0( 0)    1( 1)    0       74
 38 11/15-->11/21    1.79   0.34   43(56)   15(19)   16(21)    3( 4)    0( 0)    0       77
 39 11/22-->11/28    0.98   0.19   62(76)   14(17)    6( 7)    0( 0)    0( 0)    0       82
 40 11/29-->12/5     0.90   0.19   56(77)   11(15)    6( 8)    0( 0)    0( 0)    0       73
 41 12/6-->12/12     1.10   0.20   49(75)   10(15)    5( 8)    1( 2)    0( 0)    0       65
 42 12/13-->12/19    0.68   0.17   48(80)   10(17)    2( 3)    0( 0)    0( 0)    0       60
 43 12/20-->12/26    0.82   0.17   55(74)   16(22)    3( 4)    0( 0)    0( 0)    0       74
 44 12/27-->1/2      0.86   0.16   52(81)    4( 6)    8(13)    0( 0)    0( 0)    0       64
 45 1/3-->1/9        0.90   0.14   52(81)   10(16)    2( 3)    0( 0)    0( 0)    0       64
 46 1/10-->1/16      0.44   0.12   52(83)   11(17)    0( 0)    0( 0)    0( 0)    0       63
 47 1/17-->1/23      0.70   0.15   53(84)    6(10)    4( 6)    0( 0)    0( 0)    0       63
 48 1/24-->1/30      1.45   0.14   70(88)    7( 9)    2( 3)    1( 1)    0( 0)    0       80
 49 1/31-->2/6       0.82   0.16   48(79)    9(15)    4( 7)    0( 0)    0( 0)    0       61
 50 2/7-->2/13       0.89   0.15   48(81)    9(15)    2( 3)    0( 0)    0( 0)    0       59
 51 2/14-->2/20      1.35   0.22   47(71)   11(17)    7(11)    1( 2)    0( 0)    0       66
 52 2/21-->2/27      1.32   0.17   60(80)   10(13)    4( 5)    1( 1)    0( 0)    0       75
 53 2/28-->2/29      0.60   0.16    4(80)    0( 0)    1(20)    0( 0)    0( 0)    0        5
ANNUAL TOTALS        5.74   0.34 3083(60)  915(18)  687(13)  306( 6)   73( 1)    0     5064
