# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4735] LEMARS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4735 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1966    594    432    394    357    882    645    591    539
 1967    526    344    305    270    842    606    549    495
 1968    522    351    314    280    910    681    627    575
 1969    696    482    436    391    733    516    467    421
 1970    743    539    490    443    897    663    610    561
 1971    585    393    351    311    986    748    689    630
 1972    668    458    410    364    892    659    601    546
 1973    639    449    407    367    955    715    655    595
 1974    654    448    402    359    863    632    577    524
 1975    771    545    496    450    905    668    611    555
 1976    660    462    416    373    963    727    671    615
 1977    906    659    601    544    965    725    665    606
 1978    685    483    436    392    938    704    648    594
 1979    622    424    381    341    915    677    620    564
 1980    731    520    477    434    956    720    663    606
 1981    646    447    402    360    962    722    662    604
 1982    730    504    451    398    815    585    533    483
 1983    576    384    346    311    877    645    588    535
 1984    595    388    345    304    941    701    642    584
 1985    760    524    472    425    839    603    547    492
 1986    690    466    415    368    977    737    677    617
 1987    810    576    522    469    975    736    678    622
 1988    856    619    566    515   1028    790    731    672
 1989    639    441    398    359    824    598    547    498
 1990    529    336    295    257    892    660    603    547
 1991    713    500    452    405    959    719    659    600
 1992    634    438    397    359    807    569    514    461
 1993    539    347    305    264    772    539    486    434
 1994    682    476    432    389    932    692    633    574
 1995    478    291    254    221    861    628    573    519
 1996    495    303    261    221    884    648    592    537
 1997    449    282    247    215    931    691    631    572
 1998    763    533    480    430    770    541    487    435
 1999    648    432    387    343    808    575    519    466
 2000    695    475    426    380    814    578    522    468
 2001    639    410    361    318    856    616    559    505
 2002    526    360    324    290    961    721    661    603
 2003    556    344    304    266    826    587    528    473
 2004    586    379    337    296    776    540    485    434
 2005    586    380    337    297    942    702    642    582
     ****************************  ****************************
 MEAN  652.0  446.0  400.8  358.2  889.1  653.7  597.3  542.6
 STDV   97.0   82.1   77.7   73.3   72.2   69.5   67.7   65.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    988    740    678    617    934    686    625    565
 1952   1015    767    707    649    933    685    624    565
 1953   1024    776    716    658    994    746    684    623
 1954   1087    839    777    715    986    738    676    614
 1955   1166    918    856    794   1103    856    795    734
 1956    984    736    675    614    999    756    699    643
 1957   1131    883    821    759    987    741    681    621
 1958    939    694    636    578    980    741    684    628
 1959    995    747    688    630   1083    835    773    711
 1960    974    730    673    617    953    705    645    587
 1961    962    715    655    598    947    699    638    581
 1962    969    725    664    603    951    704    644    585
 1963   1068    820    758    696    964    717    657    600
 1964   1078    830    768    707    858    622    567    512
 1965    998    751    690    630    914    672    615    558
 1966   1089    841    779    717    865    621    564    511
 1967    945    705    648    593    914    679    624    572
 1968    991    748    688    630    955    713    655    599
 1969   1040    792    730    669    979    732    671    610
 1970   1014    769    710    651    983    740    683    626
 1971    935    692    633    577    940    700    644    592
 1972    974    733    673    615    940    694    634    577
 1973   1043    795    733    671   1076    828    766    705
 1974   1124    876    814    753    929    682    621    563
 1975   1089    841    780    720   1076    828    766    704
 1976   1087    839    777    715   1041    793    732    672
 1977   1086    838    776    714    927    679    619    561
 1978   1044    796    734    673   1020    773    712    652
 1979   1057    809    747    686   1004    756    694    632
 1980   1091    843    781    719   1044    796    734    672
 1981   1064    816    754    692    989    741    679    618
 1982   1087    839    777    715   1002    755    694    634
 1983   1111    863    801    739   1144    896    834    772
 1984   1022    774    712    651   1045    798    738    678
 1985   1012    764    702    640    885    638    578    520
 1986   1094    846    784    722    890    648    589    533
 1987   1110    862    800    738    908    664    604    545
 1988   1067    819    757    695   1051    808    750    693
 1989   1076    828    766    704    975    728    668    608
 1990    974    727    666    609    965    718    658    598
 1991    992    744    682    620    977    729    667    605
 1992    838    590    529    470    802    556    499    446
 1993    981    733    671    609    958    711    650    591
 1994    917    669    608    549    873    629    571    516
 1995   1011    764    704    644   1050    802    740    679
 1996    925    677    615    554    915    667    606    546
 1997   1022    774    712    652    906    659    598    538
 1998   1017    769    707    646    990    742    680    618
 1999   1060    812    750    688    924    676    615    555
 2000   1004    758    698    638   1003    755    693    631
 2001   1057    809    747    685    972    724    663    605
 2002   1086    838    776    714    946    698    639    581
 2003   1011    763    701    639    991    743    681    621
 2004    943    695    633    574    822    586    530    478
 2005   1042    794    732    671      0      0      0      0
     ****************************  ****************************
 MEAN 1027.5  780.3  719.1  658.7  950.2  708.9  650.0  592.4
 STDV   63.4   62.6   62.0   60.8  147.0  117.8  110.6  103.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    587    384    339    297    405    249    216    189
 1952    759    547    500    455    372    244    216    190
 1953    716    513    471    432    576    394    355    317
 1954    756    534    484    436    333    178    148    121
 1955    768    560    513    467    506    342    304    268
 1956    718    521    481    442    627    437    397    361
 1957    633    428    385    345    363    199    166    138
 1958    778    576    531    486    520    358    322    288
 1959    664    473    432    392    306    174    147    124
 1960    701    495    449    405    442    301    270    240
 1961    630    438    395    355    465    313    278    245
 1962    590    410    372    334    508    337    299    264
 1963    782    558    505    453    649    449    408    370
 1964    668    469    426    385    421    274    240    208
 1965    494    305    266    228    499    336    298    262
 1966    641    454    412    370    449    299    264    233
 1967    668    464    419    376    394    253    226    199
 1968    678    467    421    380    465    298    265    235
 1969    703    488    442    399    309    180    155    132
 1970    698    497    452    411    360    230    202    177
 1971    725    531    488    445    529    356    320    286
 1972    673    474    428    384    358    219    191    170
 1973    709    487    438    391    568    383    341    300
 1974    659    462    421    381    529    360    323    286
 1975    644    445    399    357    562    396    358    322
 1976    765    560    511    465    351    226    203    182
 1977    756    526    474    426    398    240    207    176
 1978    875    645    596    548    453    294    260    226
 1979    825    606    556    508    440    287    255    223
 1980    819    596    544    495    418    274    247    222
 1981    774    558    508    463    405    245    213    184
 1982    743    517    464    418    456    282    250    221
 1983    804    589    538    487    442    270    235    202
 1984    647    446    400    355    422    246    209    175
 1985    662    454    407    362    376    220    187    154
 1986    721    493    438    385    410    237    202    169
 1987    716    490    443    399    342    205    176    151
 1988    768    545    494    443    318    177    148    123
 1989    663    474    429    385    451    316    287    260
 1990    768    553    507    463    358    225    195    166
 1991    694    504    460    417    367    231    204    181
 1992    626    430    387    346    382    236    213    191
 1993    526    331    291    255    349    209    180    154
 1994    747    531    481    436    437    266    229    195
 1995    596    412    371    330    333    202    173    147
 1996    591    396    355    317    418    273    243    215
 1997    727    512    465    422    475    319    286    256
 1998    824    598    545    492    443    277    241    209
 1999    647    453    412    373    407    268    239    211
 2000    691    497    453    412    463    287    252    220
 2001    644    428    381    336    389    239    208    180
 2002    713    504    455    408    247    143    124    107
 2003    600    406    365    326    445    300    270    242
 2004    795    574    523    473    398    240    208    179
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  686.7  483.8  438.6  395.5  420.1  269.0  237.3  208.1
 STDV  121.6   94.9   88.6   82.6   99.3   76.2   71.0   65.8
