# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1277] CASTANA-EXP-FARM
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1277 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2003    548    328    285    248    819    579    520    464
 2004    627    414    366    322    797    559    501    447
 2005    588    381    338    297    931    691    631    571
     ****************************  ****************************
 MEAN  651.2  437.4  390.7  347.0  886.3  649.5  592.1  536.4
 STDV   90.1   76.1   71.5   67.3   68.1   66.1   65.1   62.9

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    951    703    641    580    937    689    627    566
 1952    994    746    684    623    890    642    580    518
 1953   1033    785    723    661    993    745    683    621
 1954   1102    854    792    730    973    725    663    601
 1955   1153    905    843    781   1090    842    780    719
 1956    985    737    675    613   1007    760    700    641
 1957   1111    863    801    739   1002    754    692    631
 1958    909    661    599    538    998    751    691    633
 1959    986    739    678    617   1090    842    780    718
 1960    994    746    684    622   1004    756    694    632
 1961   1020    772    710    648    995    747    685    623
 1962    985    737    676    615    981    733    671    610
 1963   1067    819    757    695    971    723    662    601
 1964   1085    837    775    714    855    614    556    500
 1965   1024    776    714    652    935    688    627    569
 1966   1094    846    784    722    893    648    587    529
 1967    955    709    651    595    929    691    633    576
 1968   1023    775    714    654    970    722    661    604
 1969   1039    791    729    667   1013    765    703    641
 1970   1028    780    719    662   1032    784    722    661
 1971    951    705    646    587    975    729    669    609
 1972    967    720    660    600    941    694    634    576
 1973   1021    773    711    649   1057    809    747    685
 1974   1105    857    795    733    881    633    575    519
 1975   1031    785    725    666   1039    791    729    668
 1976   1045    798    737    676   1002    754    693    634
 1977   1046    798    736    675    877    633    577    521
 1978    993    745    684    624    938    694    637    581
 1979   1008    760    698    636    997    749    687    625
 1980   1088    840    778    716   1033    785    723    661
 1981   1040    792    730    668    946    698    637    579
 1982   1059    811    749    687    953    705    645    585
 1983   1106    858    796    734   1133    885    823    761
 1984   1008    760    698    636   1031    784    723    662
 1985   1014    766    704    642    886    638    578    521
 1986   1078    830    768    706    879    637    577    520
 1987   1088    840    778    716    906    659    599    540
 1988   1046    798    736    674   1054    809    749    690
 1989   1081    833    771    709   1014    766    705    644
 1990   1007    759    697    635   1009    761    699    637
 1991   1041    793    731    669   1012    764    702    640
 1992    902    654    592    530    852    604    545    489
 1993   1019    771    709    647   1004    756    694    633
 1994    970    722    660    598    945    697    636    576
 1995   1042    794    732    671   1111    863    801    739
 1996    975    727    665    603    971    723    661    599
 1997   1058    810    748    687    969    721    659    597
 1998   1073    825    763    701   1064    816    754    692
 1999   1120    872    810    748    978    730    668    606
 2000   1046    798    736    674   1076    828    766    704
 2001   1088    840    778    716    999    751    689    627
 2002   1096    848    786    724    965    717    655    594
 2003   1018    770    708    646   1025    777    715    653
 2004    955    707    645    584    845    600    545    492
 2005   1058    810    748    686      0      0      0      0
     ****************************  ****************************
 MEAN 1032.4  784.5  722.9  661.5  962.3  719.7  659.9  601.0
 STDV   54.0   53.8   53.5   53.1  147.9  118.7  111.3  103.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    566    363    316    273    388    236    207    180
 1952    741    519    468    422    375    240    212    185
 1953    750    537    490    445    587    395    353    314
 1954    796    570    516    464    359    200    170    144
 1955    791    566    516    468    488    322    284    249
 1956    735    524    478    433    633    427    381    338
 1957    608    389    343    301    351    179    147    120
 1958    770    544    491    443    537    352    310    271
 1959    675    462    413    370    303    165    138    114
 1960    738    511    461    413    469    302    269    237
 1961    621    416    371    329    473    294    255    220
 1962    627    415    370    327    511    326    285    248
 1963    787    556    500    445    701    472    417    369
 1964    679    470    422    376    444    282    247    214
 1965    526    327    286    247    517    339    299    261
 1966    649    436    392    350    472    311    277    243
 1967    668    451    398    354    404    245    214    187
 1968    673    448    399    355    464    290    256    223
 1969    742    513    460    410    325    194    168    144
 1970    727    510    462    418    369    226    197    170
 1971    754    544    496    449    540    358    321    285
 1972    693    478    427    379    354    206    179    157
 1973    683    458    407    358    550    358    317    278
 1974    621    420    378    338    498    318    280    244
 1975    590    396    355    314    541    377    340    304
 1976    769    554    506    459    360    224    197    173
 1977    702    483    436    390    376    222    191    161
 1978    796    578    528    479    400    253    219    188
 1979    779    556    505    455    437    272    242    212
 1980    782    561    510    463    395    258    231    205
 1981    764    544    492    444    371    210    179    149
 1982    674    459    408    360    418    250    218    190
 1983    785    569    517    466    403    228    195    165
 1984    669    466    417    371    436    256    216    179
 1985    655    451    404    360    390    224    191    160
 1986    762    533    477    422    418    241    205    172
 1987    714    480    430    385    346    204    175    149
 1988    755    534    486    441    368    218    188    158
 1989    683    477    429    383    500    330    293    258
 1990    839    613    561    510    468    311    278    246
 1991    766    557    508    461    472    304    272    244
 1992    710    497    449    402    450    281    248    220
 1993    585    373    328    289    412    247    214    184
 1994    791    563    510    458    499    307    265    226
 1995    698    490    442    395    428    264    230    199
 1996    659    441    393    348    495    324    286    249
 1997    801    567    513    462    522    355    318    282
 1998    908    673    616    561    482    296    257    222
 1999    697    482    437    393    497    337    303    270
 2000    802    580    529    480    580    375    332    291
 2001    646    425    373    327    392    233    200    171
 2002    731    513    462    414    262    155    133    113
 2003    628    428    382    340    481    317    283    251
 2004    827    596    541    490    429    257    224    192
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  701.6  488.5  440.1  394.3  438.9  275.8  241.9  210.5
 STDV  122.5   96.2   89.9   83.5  102.5   76.2   69.8   63.6
