# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5796] MOUNT-PLEASANT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 16 6/14-->6/20      2.43   0.48   57(55)   17(17)   13(13)   13(13)    3( 3)    0      103
 17 6/21-->6/27      4.82   0.51   60(54)   17(15)   16(14)   13(12)    5( 5)    0      111
 18 6/28-->7/4       3.15   0.63   43(47)   12(13)   16(17)   16(17)    5( 5)    0       92
 19 7/5-->7/11       2.50   0.54   41(43)   17(18)   24(25)    8( 8)    5( 5)    0       95
 20 7/12-->7/18      3.20   0.52   44(48)   14(15)   22(24)    9(10)    3( 3)    0       92
 21 7/19-->7/25      2.60   0.56   50(43)   26(22)   19(16)   19(16)    3( 3)    0      117
 22 7/26-->8/1       2.19   0.46   48(51)   18(19)   14(15)   12(13)    2( 2)    0       94
 23 8/2-->8/8        5.70   0.56   52(48)   20(18)   20(18)   13(12)    4( 4)    0      109
 24 8/9-->8/15       2.75   0.49   48(49)   17(18)   15(15)   14(14)    3( 3)    0       97
 25 8/16-->8/22      3.55   0.44   45(47)   22(23)   21(22)    7( 7)    1( 1)    0       96
 26 8/23-->8/29      4.50   0.58   46(51)   14(16)   14(16)   11(12)    5( 6)    0       90
 27 8/30-->9/5       2.69   0.59   28(35)   20(25)   13(16)   16(20)    2( 3)    0       79
 28 9/6-->9/12       1.82   0.40   40(49)   20(25)   14(17)    7( 9)    0( 0)    0       81
 29 9/13-->9/19      5.53   0.61   48(45)   22(21)   17(16)   14(13)    5( 5)    0      106
 30 9/20-->9/26      4.40   0.63   34(36)   24(25)   19(20)   14(15)    4( 4)    0       95
 31 9/27-->10/3      4.06   0.52   33(43)   15(20)   20(26)    5( 7)    3( 4)    0       76
 32 10/4-->10/10     3.40   0.52   42(51)   14(17)   11(13)   14(17)    2( 2)    0       83
 33 10/11-->10/17    1.98   0.38   46(57)   13(16)   15(19)    6( 8)    0( 0)    0       80
 34 10/18-->10/24    2.70   0.47   39(48)   19(23)   14(17)    8(10)    2( 2)    0       82
 35 10/25-->10/31    3.18   0.34   53(60)   17(19)   15(17)    2( 2)    2( 2)    0       89
 36 11/1-->11/7      2.85   0.40   49(54)   20(22)   14(16)    5( 6)    2( 2)    0       90
 37 11/8-->11/14     1.38   0.29   44(59)   17(23)   11(15)    2( 3)    0( 0)    0       74
 38 11/15-->11/21    2.11   0.45   33(49)   12(18)   16(24)    5( 7)    2( 3)    0       68
 39 11/22-->11/28    1.22   0.29   49(57)   23(27)   13(15)    1( 1)    0( 0)    0       86
 40 11/29-->12/5     1.33   0.28   51(66)   15(19)    7( 9)    4( 5)    0( 0)    0       77
 41 12/6-->12/12     2.00   0.29   56(64)   20(23)    9(10)    3( 3)    0( 0)    0       88
 42 12/13-->12/19    2.30   0.30   38(62)   14(23)    5( 8)    3( 5)    1( 2)    0       61
 43 12/20-->12/26    1.68   0.30   42(66)   13(20)    5( 8)    4( 6)    0( 0)    0       64
 44 12/27-->1/2      1.14   0.28   46(63)   14(19)   12(16)    1( 1)    0( 0)    0       73
 45 1/3-->1/9        1.56   0.23   51(68)   17(23)    4( 5)    3( 4)    0( 0)    0       75
 46 1/10-->1/16      1.25   0.19   59(81)    8(11)    5( 7)    1( 1)    0( 0)    0       73
 47 1/17-->1/23      1.69   0.25   50(66)   19(25)    5( 7)    2( 3)    0( 0)    0       76
 48 1/24-->1/30      1.32   0.21   62(78)   10(13)    6( 8)    2( 3)    0( 0)    0       80
 49 1/31-->2/6       0.70   0.18   60(79)    8(11)    8(11)    0( 0)    0( 0)    0       76
 50 2/7-->2/13       2.00   0.19   53(80)   10(15)    2( 3)    1( 2)    0( 0)    0       66
 51 2/14-->2/20      1.00   0.24   55(67)   15(18)   12(15)    0( 0)    0( 0)    0       82
 52 2/21-->2/27      1.75   0.30   47(59)   20(25)   10(13)    3( 4)    0( 0)    0       80
 53 2/28-->2/29      0.57   0.19    4(67)    1(17)    1(17)    0( 0)    0( 0)    0        6
ANNUAL TOTALS        5.70   0.41 2657(54)  968(20)  741(15)  383( 7)   86( 1)    0     4835
