# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0608] BELLEVUE-L-AND-D-12
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0608 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    691    467    417    369    779    543    485    431
 1952    591    383    335    292    958    720    663    607
 1953    616    399    354    314    931    691    631    573
 1954    481    306    268    231    956    716    657    600
 1955    703    485    436    390    779    541    484    434
 1956    650    438    390    344    971    738    681    625
 1957    591    375    328    284    881    646    589    532
 1958    652    456    412    369    747    508    452    400
 1959    752    524    473    424    913    675    617    560
 1960    580    377    331    287    802    567    512    459
 1961    548    355    310    270    853    620    568    518
 1962    795    563    509    456    867    631    575    521
 1963    602    396    354    313    907    675    618    566
 1964    791    555    503    452    892    659    603    550
 1965    722    503    454    407    821    584    527    474
 1966    510    327    290    257    857    624    569    516
 1967    496    317    279    242    883    649    593    540
 1968    554    347    304    263    895    655    597    542
 1969    634    429    383    339    740    516    465    417
 1970    728    508    456    407    886    648    590    534
 1971    550    364    325    289    993    753    693    633
 1972    688    475    424    376    814    588    535    484
 1973    528    322    276    233    927    687    627    567
 1974    539    341    296    256    779    543    488    437
 1975    722    498    448    402    907    670    614    560
 1976    566    370    327    286    886    651    594    539
 1977    854    622    567    513    862    626    569    513
 1978    654    438    393    349    878    643    588    537
 1979    635    443    399    358    882    643    586    531
 1980    699    480    434    393    842    608    553    502
 1981    595    400    357    317    901    661    602    544
 1982    781    543    486    432    737    508    459    415
 1983    535    331    288    248    917    682    626    573
 1984    562    376    336    299    962    724    665    606
 1985    752    528    477    429    833    599    546    494
 1986    640    419    369    320    864    630    573    517
 1987    710    508    462    418    908    670    612    557
 1988    670    475    431    390    876    650    595    544
 1989    542    365    328    292    805    568    511    457
 1990    491    303    264    226    854    620    563    509
 1991    724    505    457    411    927    687    630    573
 1992    568    385    344    308    728    505    454    414
 1993    594    393    349    307    766    542    488    434
 1994    530    368    330    293    877    654    600    549
 1995    505    313    271    235    909    669    611    555
 1996    487    290    248    213    834    601    544    487
 1997    429    264    232    201    850    612    556    503
 1998    722    488    438    393    813    581    527    475
 1999    637    424    377    334    864    632    577    523
 2000    647    447    402    358    793    560    505    452
 2001    664    444    398    355    777    540    489    441
 2002    527    344    305    269    888    651    594    538
 2003    508    323    284    250    781    553    500    449
 2004    647    436    388    345    828    592    534    478
 2005    537    343    304    268    978    739    680    621
     ****************************  ****************************
 MEAN  620.5  416.0  370.9  328.7  861.1  626.3  570.3  516.5
 STDV   95.6   80.7   76.4   71.9   65.5   63.3   61.6   59.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    965    717    656    596    905    657    597    538
 1952   1071    823    761    701    915    669    610    551
 1953   1034    786    724    664    952    705    644    586
 1954   1054    806    744    683    939    691    631    571
 1955   1157    909    847    785   1076    828    766    705
 1956    993    745    683    622    983    740    682    624
 1957   1078    830    768    706    971    723    662    602
 1958    921    673    612    552    958    714    655    596
 1959    964    717    656    597   1105    857    795    733
 1960    967    720    661    603    999    752    691    632
 1961    962    714    652    592    988    740    678    616
 1962    926    678    619    560    952    705    644    586
 1963   1022    774    712    652    917    673    615    559
 1964   1053    805    743    682    892    649    591    535
 1965    972    724    663    603    920    676    615    556
 1966   1048    800    739    678    905    657    597    541
 1967    909    667    611    556    805    570    514    461
 1968    998    750    689    629    984    738    678    620
 1969   1034    786    724    662   1009    761    699    638
 1970   1028    780    719    662    991    743    682    621
 1971    923    677    619    561    927    679    620    563
 1972    962    718    659    601   1002    754    694    635
 1973   1045    797    735    673   1023    775    713    651
 1974   1066    818    756    694    905    658    597    539
 1975   1017    770    709    649   1031    784    723    662
 1976   1026    778    719    660    918    672    614    559
 1977   1087    839    777    716    901    653    594    536
 1978   1030    782    720    659    973    728    668    611
 1979    987    740    679    620    971    724    665    606
 1980   1104    856    794    732   1044    796    734    672
 1981   1024    776    714    653    957    710    650    592
 1982   1052    804    742    680    927    683    625    567
 1983   1099    851    790    729   1109    861    799    737
 1984    973    727    666    607   1017    772    713    655
 1985   1025    777    715    653    893    645    585    526
 1986   1052    804    742    680    816    577    519    465
 1987   1070    822    760    699    938    692    632    574
 1988   1016    768    706    645   1033    789    730    673
 1989   1013    765    703    641    925    678    618    561
 1990    958    710    648    586    928    680    618    559
 1991    957    709    648    592    934    686    624    562
 1992    839    591    529    469    734    500    450    405
 1993    951    703    641    579    941    693    632    575
 1994    944    696    634    572    868    620    561    506
 1995    997    751    692    633   1122    874    812    750
 1996    890    643    582    523    929    681    619    557
 1997    965    717    658    604    868    620    559    501
 1998    989    741    679    617    997    749    687    625
 1999   1080    832    770    709    902    654    592    534
 2000    955    707    645    583    981    733    671    609
 2001   1015    767    705    645    980    733    672    613
 2002   1080    832    770    708    968    720    658    598
 2003    986    738    676    616   1035    787    725    663
 2004    942    694    632    572    830    587    530    476
 2005    994    746    684    625      0      0      0      0
     ****************************  ****************************
 MEAN 1004.9  757.3  696.0  635.8  936.2  694.5  635.4  578.0
 STDV   60.2   59.9   59.4   58.5  148.1  119.4  112.2  104.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    635    425    378    334    441    273    237    204
 1952    695    491    445    403    350    222    194    168
 1953    694    486    440    396    545    367    329    295
 1954    768    548    498    449    440    278    242    207
 1955    760    541    494    448    449    277    242    213
 1956    675    461    413    369    592    392    352    314
 1957    654    445    402    360    360    216    182    150
 1958    708    497    451    407    498    323    283    246
 1959    771    547    496    446    320    169    135    102
 1960    755    530    479    429    406    250    217    186
 1961    717    505    457    412    467    285    247    213
 1962    619    421    376    333    532    339    299    261
 1963    726    504    454    407    693    477    428    381
 1964    701    490    440    393    398    246    214    185
 1965    680    455    402    350    450    268    229    193
 1966    643    436    394    353    414    260    225    194
 1967    614    427    386    346    387    233    203    177
 1968    682    460    411    365    471    298    259    223
 1969    716    502    455    408    394    230    197    170
 1970    734    509    459    410    452    273    233    194
 1971    796    572    521    472    626    424    377    332
 1972    757    532    479    428    355    195    163    136
 1973    723    493    440    391    561    370    326    285
 1974    603    398    352    310    450    271    231    195
 1975    593    390    344    302    494    328    290    253
 1976    648    446    402    364    324    182    159    142
 1977    757    523    470    418    367    200    167    136
 1978    827    602    549    498    388    221    183    150
 1979    739    527    479    434    439    269    230    195
 1980    750    526    476    427    332    190    162    135
 1981    680    460    410    362    378    215    182    151
 1982    692    479    431    387    477    300    261    226
 1983    726    508    455    408    445    258    221    187
 1984    702    498    451    405    493    311    268    226
 1985    751    536    486    437    426    243    205    169
 1986    722    496    443    394    366    206    172    142
 1987    664    444    400    360    282    147    118     97
 1988    739    529    482    437    295    162    135    112
 1989    617    420    376    336    438    290    255    223
 1990    712    509    464    419    336    201    173    149
 1991    640    449    405    364    363    212    182    155
 1992    590    396    355    316    336    205    179    155
 1993    489    296    255    218    336    201    170    142
 1994    732    501    448    399    477    299    259    224
 1995    606    403    357    317    392    252    223    195
 1996    642    427    380    337    404    244    210    177
 1997    693    475    425    378    437    286    255    225
 1998    791    561    506    454    419    244    205    171
 1999    612    421    381    345    386    240    209    182
 2000    691    489    444    402    487    316    282    249
 2001    631    422    374    335    362    213    183    155
 2002    761    543    494    447    324    186    162    138
 2003    659    456    412    371    402    262    233    206
 2004    759    540    493    449    415    242    206    174
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  680.7  471.8  424.9  380.7  415.8  255.7  221.5  190.3
 STDV  113.1   85.3   78.9   72.5   99.4   73.6   67.7   61.8
