# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4101] IOWA-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4101
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1982  1.69  0.23  2.64  2.07  3.03  5.24  7.25  3.20  2.86  2.64  3.13  4.30 38.28
 1983  0.58  1.42  2.00  3.65  4.18  2.29  2.43  3.00  3.71  2.73  5.90  1.74 33.63
 1984  0.70  1.33  1.60  4.59  5.23  4.68  5.36  0.88  3.34  8.24  2.59  2.15 40.69
 1985  0.95  1.76  2.80  1.19  1.89  2.86  3.84  2.83  5.35  6.41  4.46  2.15 36.49
 1986  0.34  1.35  2.07  4.27  8.97  6.65  7.06  4.65  5.93  3.92  0.81  1.27 47.29
 1987  0.41  0.18  3.87  2.47  3.92  3.36  1.19  8.28  2.41  1.03  3.34  2.89 33.35
 1988  1.19  0.57  1.29  2.58  1.49  1.31  0.90  6.60  1.04  1.98  2.64  0.88 22.47
 1989  0.93  0.61  1.13  3.82  3.11  2.71  2.05  5.82  4.16  1.42  0.14  0.48 26.38
 1990  1.47  1.11  4.19  1.72  7.84  9.78  6.91  6.68  1.61  1.82  3.05  0.87 47.05
 1991  1.04  0.27  6.13  2.53  5.52  2.19  0.17  1.85  1.40  3.06  6.55  1.62 32.33
 1992  0.88  1.46  1.36  4.55  0.49  1.14 11.88  2.34  8.44  0.84  8.08  2.09 43.55
 1993  1.59  1.27  3.67  4.89  7.25 10.75 13.40 12.33  5.22  0.56  1.42  0.84 63.19
 1994  0.97  1.59  0.59  1.41  1.94  7.27  2.40  4.69  2.62  0.85  3.36  1.36 29.05
 1995  0.84  0.09  1.68  7.29  6.40  6.94  2.35  1.39  1.86  1.07  2.58  0.30 32.79
 1996  2.19  0.33  0.59  1.99 13.30  1.85  2.53  1.63  2.50  2.96  1.00  0.68 31.55
 1997  0.96  3.03  1.99  3.04  5.52  2.54  1.60  4.27  2.66  3.96  0.37  1.52 31.46
 1998  1.11  2.35  4.22  4.64  3.58  7.64  3.20  7.33  3.67  8.02  1.27  0.52 47.55
 1999  2.07  0.98  1.53  5.95  3.42  7.59  2.47  2.85  1.84  1.16  0.74  0.88 31.48
 2000  1.24  1.06  0.83  3.00  5.85  7.46  5.52  3.59  4.04  1.61  1.51  1.68 37.39
 2001  2.09  4.09  1.88  2.90  7.80  2.56  2.86  2.88  4.36  3.84  0.81  1.65 37.72
 2002  0.72  0.84  1.48  4.85  4.16  3.70  6.81  7.46  0.86  4.93  0.11  0.62 36.54
 2003  0.41  0.37  0.50  2.92  3.05  3.68  3.09  0.70  4.04  1.26  4.59  2.10 26.71
 2004  1.06  1.17  4.75  1.54  6.29  2.52  5.44  5.37  1.21  3.91  2.84  0.91 37.01
 2005  2.38  1.36  1.03  2.96  1.62  2.90  2.04 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.08  1.07  2.22  3.62  4.20  4.45  4.60  4.11  3.42  2.79  2.19  1.42 34.66
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
