# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3007 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1994    729    495    443    393   1018    778    718    659
 1995    613    379    327    277    981    741    681    621
 1996    657    424    370    320    957    717    657    597
 1997    577    358    312    268    971    731    671    611
 1998    871    625    564    505    944    704    645    587
 1999    755    509    448    391    982    742    682    622
 2000    807    565    509    454    913    673    613    554
 2001    752    508    451    397    922    682    622    565
 2002    629    409    362    318   1035    795    735    675
 2003    691    444    387    338    911    671    611    552
 2004    799    565    510    455    918    678    618    558
 2005    712    488    433    380   1068    828    768    708
     ****************************  ****************************
 MEAN  711.8  485.8  434.2  385.9  945.7  706.7  647.8  590.0
 STDV  105.4   94.7   90.9   86.8   71.7   70.7   69.3   67.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1058    810    748    686    966    718    656    594
 1952   1106    858    796    734    975    727    666    606
 1953   1131    883    821    759   1059    811    749    687
 1954   1150    902    840    778   1079    831    769    707
 1955   1187    939    877    815   1094    846    784    722
 1956   1067    819    757    695   1079    832    771    711
 1957   1161    913    851    789   1062    814    752    690
 1958   1022    774    712    650   1071    824    763    702
 1959   1050    802    740    679   1147    899    837    775
 1960   1020    772    710    648   1082    834    772    710
 1961   1055    807    745    683   1057    809    747    685
 1962   1052    804    742    681   1033    785    723    661
 1963   1087    839    777    715   1009    761    699    637
 1964   1104    856    794    732    975    727    667    609
 1965   1049    801    739    677    978    730    669    610
 1966   1130    882    820    758    961    713    652    593
 1967    989    741    680    621    933    686    625    567
 1968   1082    834    773    712   1062    814    752    690
 1969   1112    864    802    740   1043    795    733    672
 1970   1081    833    771    711   1044    796    734    672
 1971   1031    784    724    664   1015    767    706    645
 1972   1035    787    727    667    918    672    616    565
 1973   1062    814    752    690   1034    786    724    662
 1974   1114    866    805    744    985    737    675    613
 1975   1065    817    756    696   1036    788    726    664
 1976   1103    855    793    731    959    711    650    592
 1977   1124    876    814    752    930    685    625    566
 1978   1053    805    743    681    967    720    660    601
 1979   1049    801    739    677   1016    768    706    646
 1980   1119    871    809    747   1075    827    765    703
 1981   1039    791    729    667    993    745    683    621
 1982   1042    794    732    670   1013    765    703    641
 1983   1169    921    859    797   1163    915    853    791
 1984   1024    776    714    652   1072    824    762    701
 1985   1045    797    735    673    897    649    587    528
 1986   1171    923    861    799    943    696    636    577
 1987   1187    939    877    815   1068    820    758    696
 1988   1169    921    859    797   1139    891    829    768
 1989   1142    894    832    770   1074    826    764    702
 1990   1084    836    774    712   1084    836    774    712
 1991   1133    885    823    761   1091    843    781    719
 1992   1029    781    719    657    920    672    610    548
 1993   1094    846    784    722   1096    848    786    724
 1994   1085    837    775    713   1013    765    703    641
 1995   1133    885    823    761   1198    950    888    826
 1996   1050    802    740    678   1067    819    757    695
 1997   1094    846    784    722   1018    770    708    646
 1998   1153    905    843    781   1143    895    833    771
 1999   1190    942    880    818   1053    805    743    681
 2000   1098    850    788    726   1136    888    826    764
 2001   1161    913    851    789   1095    847    785    723
 2002   1176    928    866    804   1095    847    785    723
 2003   1113    865    803    741   1127    879    817    755
 2004   1046    798    736    674    934    686    624    563
 2005   1147    899    837    775      0      0      0      0
     ****************************  ****************************
 MEAN 1094.9  847.0  785.1  723.4 1019.6  776.3  715.8  655.9
 STDV   52.0   51.9   51.8   51.5  156.1  126.9  119.7  112.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    699    473    422    372    502    321    285    251
 1952    784    560    508    460    440    299    266    236
 1953    838    613    560    512    642    443    401    360
 1954    868    636    582    530    527    353    314    277
 1955    834    603    551    502    517    346    307    272
 1956    809    587    535    485    693    477    429    385
 1957    754    529    476    428    446    275    241    210
 1958    819    584    531    480    563    379    338    299
 1959    835    604    552    501    436    254    214    176
 1960    870    632    576    523    535    352    316    280
 1961    819    594    540    489    553    357    315    274
 1962    739    523    475    429    594    397    353    311
 1963    829    591    535    483    837    602    546    493
 1964    788    572    520    469    453    294    261    229
 1965    773    547    492    439    525    343    303    265
 1966    720    494    441    394    461    295    261    230
 1967    727    507    457    410    469    303    268    235
 1968    794    556    500    447    538    362    324    288
 1969    807    574    521    469    463    282    245    212
 1970    786    561    509    458    512    315    269    227
 1971    820    608    559    510    644    450    405    361
 1972    812    590    537    487    383    236    206    179
 1973    776    544    489    438    587    394    351    310
 1974    642    439    393    347    504    323    284    246
 1975    622    431    385    341    508    353    317    282
 1976    746    521    470    424    343    195    169    148
 1977    775    540    485    433    390    232    200    170
 1978    849    623    571    520    407    252    219    186
 1979    784    566    518    473    519    340    301    262
 1980    816    594    542    492    391    239    212    186
 1981    725    508    457    410    429    271    237    206
 1982    765    537    484    434    512    324    283    244
 1983    782    562    509    458    450    275    239    205
 1984    695    488    438    391    500    315    274    234
 1985    817    591    536    484    469    269    228    190
 1986    889    651    593    535    499    296    254    216
 1987    821    581    523    466    363    204    171    142
 1988    868    629    571    515    370    215    181    149
 1989    724    502    450    402    531    340    300    260
 1990    883    648    592    537    482    304    263    226
 1991    819    598    548    498    494    303    260    222
 1992    753    525    473    423    489    295    257    221
 1993    660    430    377    327    427    254    219    185
 1994    816    579    523    469    556    346    300    257
 1995    723    499    446    395    483    291    250    213
 1996    757    523    469    419    509    319    278    238
 1997    846    606    547    491    544    355    316    278
 1998    967    727    668    609    526    310    266    227
 1999    776    549    497    447    526    336    295    256
 2000    844    612    556    502    609    393    344    298
 2001    771    540    485    431    473    281    240    204
 2002    918    682    624    567    379    223    196    169
 2003    747    521    469    417    526    325    287    250
 2004    891    654    596    540    503    297    251    212
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  778.0  555.2  503.0  452.9  491.5  312.8  274.7  238.9
 STDV  125.8   97.2   90.5   83.9  108.8   82.6   76.3   70.2
