# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7678] SIGOURNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7678 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1964   1086    838    776    714    928    681    622    566
 1965   1030    782    720    658    971    723    662    601
 1966   1112    864    802    740    946    698    638    578
 1967    978    730    670    612    893    645    587    531
 1968   1069    821    759    697   1036    788    728    669
 1969   1089    841    779    717   1049    801    739    677
 1970   1067    819    757    696   1025    777    715    653
 1971   1041    794    734    674    969    721    661    603
 1972   1049    803    742    681   1042    794    732    670
 1973   1088    840    778    716   1068    820    758    696
 1974   1137    889    827    765    913    665    603    542
 1975   1104    856    794    732   1071    823    761    699
 1976   1095    847    785    723    999    751    689    628
 1977   1132    884    822    760    965    717    656    595
 1978   1060    812    750    688   1017    769    707    645
 1979   1048    800    738    676   1023    775    713    652
 1980   1137    889    827    765   1103    855    793    731
 1981   1056    808    747    686   1008    760    698    637
 1982   1096    848    786    724   1004    756    694    633
 1983   1166    918    856    794   1187    939    877    815
 1984   1039    791    730    669   1062    814    752    691
 1985   1079    831    769    707    954    706    644    582
 1986   1149    901    839    777    912    668    608    549
 1987   1132    884    822    760   1000    752    691    632
 1988   1119    871    809    748   1128    881    821    761
 1989   1071    823    761    699    977    729    669    609
 1990   1018    770    708    646    994    746    684    622
 1991   1037    789    727    665    994    746    684    622
 1992    919    671    609    547    810    562    505    452
 1993    997    749    687    625    999    751    689    627
 1994    946    698    636    574    887    639    579    523
 1995   1032    784    722    662   1103    855    793    731
 1996    957    709    647    587    959    711    649    587
 1997    995    747    685    625    918    670    608    547
 1998   1058    810    748    686   1030    782    720    658
 1999   1098    850    788    726    938    690    628    566
 2000    988    740    678    616   1024    776    714    652
 2001   1053    805    743    681    999    751    689    629
 2002   1072    824    762    700    967    719    657    598
 2003   1005    757    695    633   1037    789    727    665
 2004    946    698    636    574    823    576    515    462
 2005   1042    794    732    670      0      0      0      0
     ****************************  ****************************
 MEAN 1058.8  810.9  749.0  687.4  982.6  739.3  679.1  619.6
 STDV   58.9   58.9   58.8   58.6  152.1  123.3  116.3  108.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    660    444    395    349    466    295    258    224
 1952    861    628    572    518    411    276    245    216
 1953    786    565    516    470    627    434    392    351
 1954    831    598    543    489    472    296    258    224
 1955    814    587    535    488    505    327    288    253
 1956    770    547    498    451    685    471    424    382
 1957    665    451    402    355    411    237    200    168
 1958    779    552    499    447    532    354    317    281
 1959    746    522    472    425    357    190    156    128
 1960    810    578    528    481    469    292    256    222
 1961    732    508    458    411    519    333    292    253
 1962    662    455    411    370    560    366    323    281
 1963    778    548    493    440    765    540    487    437
 1964    744    527    476    427    471    312    277    245
 1965    698    477    428    382    473    301    264    229
 1966    695    474    425    381    478    315    278    242
 1967    685    472    425    380    449    283    250    220
 1968    767    535    484    435    522    348    310    272
 1969    787    555    503    453    455    282    243    209
 1970    809    580    527    476    469    285    244    208
 1971    864    638    586    535    626    420    377    337
 1972    836    613    558    504    376    218    187    159
 1973    777    544    487    433    603    406    361    320
 1974    626    422    378    337    489    303    260    220
 1975    667    451    402    357    552    371    333    295
 1976    729    504    455    412    347    198    170    148
 1977    803    566    510    457    404    233    195    163
 1978    884    648    592    539    408    241    207    175
 1979    801    571    517    467    490    316    277    241
 1980    794    571    518    469    401    250    218    188
 1981    756    532    479    430    451    271    232    196
 1982    743    520    468    417    509    311    267    228
 1983    868    640    585    533    461    266    225    190
 1984    714    497    447    400    532    339    293    250
 1985    760    542    494    447    431    251    214    180
 1986    833    599    541    485    469    279    238    200
 1987    747    512    458    410    358    209    176    148
 1988    838    604    550    498    350    206    174    144
 1989    652    447    402    358    463    296    260    227
 1990    789    563    514    466    398    243    211    181
 1991    701    505    458    414    400    246    215    187
 1992    620    418    375    333    412    254    223    197
 1993    545    337    293    250    378    232    201    171
 1994    699    477    426    378    481    300    261    225
 1995    629    417    372    333    431    274    240    208
 1996    662    443    399    357    441    281    244    211
 1997    751    517    467    417    457    294    261    228
 1998    842    609    554    500    442    267    231    197
 1999    653    452    409    369    430    280    248    217
 2000    735    527    481    436    537    344    305    269
 2001    645    430    381    337    382    227    194    165
 2002    787    563    513    465    347    218    191    167
 2003    660    457    413    369    462    307    274    244
 2004    787    559    506    456    405    236    200    169
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  732.3  514.5  465.1  418.1  458.5  289.5  253.2  219.8
 STDV  125.5   97.5   90.5   83.7  104.5   78.6   72.8   67.0
