# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2171] DENISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2171 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1993    588    365    316    270    813    577    520    466
 1994    705    484    435    387    923    683    624    565
 1995    518    302    261    226    872    634    576    521
 1996    497    294    251    214    890    653    595    538
 1997    469    294    258    225    933    693    634    576
 1998    750    514    457    406    778    549    495    443
 1999    611    386    338    294    824    588    531    475
 2000    719    487    437    391    849    609    553    499
 2001    637    407    357    312    846    610    554    498
 2002    519    343    306    271    981    741    681    621
 2003    549    332    291    254    820    580    521    465
 2004    640    427    379    333    810    572    515    459
 2005    589    381    337    297    952    712    652    592
     ****************************  ****************************
 MEAN  639.0  425.9  379.2  335.4  881.3  644.2  586.7  530.5
 STDV   96.9   82.1   77.2   72.0   71.4   69.2   67.6   65.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    950    702    640    579    930    682    621    560
 1952   1005    757    697    637    890    643    583    525
 1953   1025    778    718    659    967    720    659    600
 1954   1069    821    759    697    951    703    641    581
 1955   1133    885    823    761   1061    813    751    690
 1956    959    711    649    588    965    723    665    607
 1957   1108    860    798    736   1007    759    698    637
 1958    915    667    605    544    979    734    675    617
 1959    981    734    673    613   1092    844    782    722
 1960    977    729    668    609   1002    754    692    630
 1961    992    744    682    620    979    731    669    607
 1962    974    727    666    608    961    715    655    596
 1963   1062    814    752    690    954    707    646    585
 1964   1069    821    759    697    849    606    549    493
 1965   1018    770    708    647    940    693    634    576
 1966   1089    841    779    717    893    647    586    531
 1967    959    712    654    597    917    678    621    566
 1968   1018    770    708    648    953    705    643    584
 1969   1042    794    732    670   1003    755    693    631
 1970   1025    777    715    655   1008    760    698    636
 1971    949    703    642    584    978    730    669    609
 1972    972    725    665    605    944    696    635    576
 1973   1023    775    713    651   1031    783    721    659
 1974   1117    869    807    745    875    627    567    508
 1975   1056    808    747    686   1033    785    723    662
 1976   1077    829    767    705   1022    774    712    650
 1977   1084    836    774    712    933    685    624    565
 1978    993    745    683    622    956    708    647    587
 1979    988    740    678    616    962    714    652    591
 1980   1082    834    772    710    974    726    664    602
 1981   1012    764    702    640    919    671    609    549
 1982   1019    771    709    647    881    635    575    517
 1983   1110    862    800    738   1120    872    810    748
 1984   1030    782    720    658   1043    795    734    674
 1985   1042    794    732    670    909    661    599    538
 1986   1100    852    790    728    888    643    583    524
 1987   1117    869    807    745    943    695    633    571
 1988   1049    801    739    677   1059    811    751    691
 1989   1066    818    756    694    990    742    681    620
 1990    976    728    666    604   1001    753    691    630
 1991   1012    764    702    640    976    728    666    604
 1992    892    644    582    520    818    571    512    457
 1993    996    748    686    624    974    726    664    602
 1994    938    690    628    567    890    642    581    522
 1995   1043    795    733    672   1115    867    805    743
 1996    932    684    622    560    926    678    616    554
 1997   1066    818    756    695    975    727    665    603
 1998   1057    809    747    685   1018    770    708    646
 1999   1092    844    782    720    925    677    615    554
 2000   1009    761    699    638   1035    787    725    663
 2001   1086    838    776    714    996    748    686    624
 2002   1093    845    783    721    965    717    656    595
 2003   1013    765    703    641   1031    783    721    659
 2004    949    701    639    578    844    598    544    491
 2005   1075    827    765    704      0      0      0      0
     ****************************  ****************************
 MEAN 1027.0  779.1  717.4  656.1  950.0  707.2  647.4  588.4
 STDV   57.5   57.4   57.2   56.7  145.5  116.2  108.9  101.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    586    378    333    290    392    241    210    181
 1952    737    525    478    433    345    220    193    167
 1953    711    518    474    431    557    374    337    301
 1954    766    538    487    440    374    214    182    155
 1955    764    551    502    456    469    303    267    233
 1956    664    470    428    388    589    392    352    316
 1957    603    384    340    299    340    176    142    114
 1958    740    521    473    427    512    331    291    254
 1959    665    460    414    372    311    166    139    115
 1960    732    514    466    418    454    304    270    238
 1961    632    424    378    336    480    304    264    229
 1962    627    424    379    337    495    316    277    240
 1963    757    530    475    421    686    467    420    376
 1964    682    469    420    374    410    253    220    188
 1965    551    345    300    258    494    316    277    241
 1966    641    436    393    351    455    291    256    222
 1967    646    435    386    342    402    244    215    188
 1968    678    446    397    353    467    293    258    224
 1969    736    503    451    402    336    201    175    151
 1970    704    483    433    390    366    218    186    155
 1971    768    549    500    452    522    336    296    260
 1972    698    479    428    382    330    186    159    136
 1973    688    463    410    359    551    355    310    268
 1974    600    400    357    318    458    286    248    213
 1975    592    392    350    310    535    362    325    289
 1976    738    519    473    430    351    220    192    168
 1977    759    522    466    415    339    181    151    124
 1978    801    572    520    469    393    241    207    176
 1979    776    556    504    455    418    252    218    190
 1980    743    520    468    421    390    247    219    192
 1981    734    514    464    417    343    187    157    128
 1982    653    431    380    332    434    258    223    192
 1983    774    558    507    460    394    225    192    161
 1984    706    499    450    402    442    260    218    181
 1985    667    460    413    367    414    235    199    167
 1986    803    567    511    456    427    244    205    171
 1987    762    523    468    416    342    193    163    135
 1988    741    510    456    407    331    189    161    134
 1989    672    461    414    368    460    288    252    217
 1990    800    578    527    476    408    255    224    195
 1991    710    504    457    411    382    228    201    178
 1992    678    465    418    372    412    250    219    192
 1993    539    331    285    245    353    202    173    147
 1994    755    529    478    428    443    252    213    178
 1995    661    459    414    370    384    231    201    175
 1996    610    397    351    309    428    269    233    200
 1997    742    514    463    418    458    302    268    237
 1998    854    620    564    511    442    274    238    206
 1999    656    452    410    370    417    270    240    213
 2000    739    529    481    435    515    322    281    243
 2001    659    439    387    339    396    238    206    177
 2002    737    518    467    419    264    156    133    113
 2003    646    446    400    356    484    318    283    252
 2004    838    606    550    501    433    262    227    196
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  689.5  477.0  429.1  383.9  418.7  258.1  224.8  194.4
 STDV  117.4   90.6   84.2   78.0   95.9   70.6   64.9   59.5
