# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 39 11/22-->11/28    1.56   0.31   45(60)   13(17)   15(20)    2( 3)    0( 0)    0       75
 40 11/29-->12/5     1.37   0.24   45(67)   14(21)    5( 7)    3( 4)    0( 0)    0       67
 41 12/6-->12/12     1.25   0.25   46(62)   19(26)    8(11)    1( 1)    0( 0)    0       74
 42 12/13-->12/19    1.90   0.20   52(76)   10(15)    5( 7)    1( 1)    0( 0)    0       68
 43 12/20-->12/26    1.47   0.21   58(77)    9(12)    5( 7)    3( 4)    0( 0)    0       75
 44 12/27-->1/2      0.97   0.22   47(69)   12(18)    9(13)    0( 0)    0( 0)    0       68
 45 1/3-->1/9        1.27   0.21   40(70)   13(23)    3( 5)    1( 2)    0( 0)    0       57
 46 1/10-->1/16      1.68   0.21   49(80)    7(11)    3( 5)    2( 3)    0( 0)    0       61
 47 1/17-->1/23      1.08   0.21   53(74)   11(15)    7(10)    1( 1)    0( 0)    0       72
 48 1/24-->1/30      1.03   0.18   52(81)    8(13)    3( 5)    1( 2)    0( 0)    0       64
 49 1/31-->2/6       0.64   0.17   42(76)   12(22)    1( 2)    0( 0)    0( 0)    0       55
 50 2/7-->2/13       2.19   0.22   42(78)    9(17)    1( 2)    1( 2)    1( 2)    0       54
 51 2/14-->2/20      0.95   0.22   46(73)   10(16)    7(11)    0( 0)    0( 0)    0       63
 52 2/21-->2/27      1.68   0.25   48(64)   19(25)    5( 7)    3( 4)    0( 0)    0       75
 53 2/28-->2/29      0.35   0.12    7(78)    2(22)    0( 0)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        6.15   0.40 2638(54)  984(20)  723(15)  368( 7)   90( 1)    0     4803
