# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1402] CHARLES-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 16 6/14-->6/20      3.56   0.40   94(60)   21(13)   24(15)   11( 7)    6( 4)    0      156
 17 6/21-->6/27      3.57   0.59   57(42)   23(17)   31(23)   18(13)    8( 6)    0      137
 18 6/28-->7/4       3.32   0.40   87(62)   19(13)   19(13)   11( 8)    5( 4)    0      141
 19 7/5-->7/11       2.30   0.45   64(52)   18(15)   20(16)   17(14)    3( 2)    0      122
 20 7/12-->7/18      3.25   0.47   50(43)   27(23)   25(21)   11( 9)    4( 3)    0      117
 21 7/19-->7/25      6.65   0.48   79(60)   17(13)   21(16)    9( 7)    6( 5)    0      132
 22 7/26-->8/1       3.84   0.43   61(53)   24(21)   19(17)    7( 6)    4( 3)    0      115
 23 8/2-->8/8        2.11   0.41   61(50)   27(22)   22(18)    9( 7)    2( 2)    0      121
 24 8/9-->8/15       6.30   0.36   59(60)   22(22)   11(11)    5( 5)    1( 1)    0       98
 25 8/16-->8/22      3.35   0.54   58(49)   20(17)   21(18)   11( 9)    8( 7)    0      118
 26 8/23-->8/29      2.59   0.43   64(51)   29(23)   17(13)   13(10)    3( 2)    0      126
 27 8/30-->9/5       3.76   0.44   59(58)   15(15)   14(14)   10(10)    4( 4)    0      102
 28 9/6-->9/12       4.04   0.39   63(65)    8( 8)   13(13)   11(11)    2( 2)    0       97
 29 9/13-->9/19      2.40   0.38   57(49)   26(22)   23(20)    7( 6)    3( 3)    0      116
 30 9/20-->9/26      5.18   0.39   77(57)   23(17)   24(18)    7( 5)    3( 2)    0      134
 31 9/27-->10/3      2.35   0.30   63(59)   27(25)   13(12)    3( 3)    1( 1)    0      107
 32 10/4-->10/10     3.22   0.32   60(61)   16(16)   16(16)    5( 5)    1( 1)    0       98
 33 10/11-->10/17    2.45   0.34   56(62)   15(17)   13(14)    4( 4)    2( 2)    0       90
 34 10/18-->10/24    1.85   0.31   57(65)   15(17)   10(11)    6( 7)    0( 0)    0       88
 35 10/25-->10/31    1.20   0.25   61(63)   20(21)   13(13)    3( 3)    0( 0)    0       97
 36 11/1-->11/7      2.78   0.27   69(72)   11(11)   10(10)    4( 4)    2( 2)    0       96
 37 11/8-->11/14     1.70   0.20   64(74)   14(16)    4( 5)    4( 5)    0( 0)    0       86
 38 11/15-->11/21    1.57   0.30   51(57)   17(19)   16(18)    5( 6)    0( 0)    0       89
 39 11/22-->11/28    1.02   0.19   70(74)   16(17)    8( 8)    1( 1)    0( 0)    0       95
 40 11/29-->12/5     0.98   0.16   73(80)   11(12)    7( 8)    0( 0)    0( 0)    0       91
 41 12/6-->12/12     1.12   0.16   71(82)    7( 8)    8( 9)    1( 1)    0( 0)    0       87
 42 12/13-->12/19    0.93   0.14   71(82)   12(14)    4( 5)    0( 0)    0( 0)    0       87
 43 12/20-->12/26    0.59   0.11   86(90)    7( 7)    3( 3)    0( 0)    0( 0)    0       96
 44 12/27-->1/2      1.16   0.14   68(81)   11(13)    4( 5)    1( 1)    0( 0)    0       84
 45 1/3-->1/9        1.40   0.15   59(80)   13(18)    1( 1)    1( 1)    0( 0)    0       74
 46 1/10-->1/16      1.02   0.12   76(92)    5( 6)    1( 1)    1( 1)    0( 0)    0       83
 47 1/17-->1/23      0.76   0.13   76(84)   11(12)    3( 3)    0( 0)    0( 0)    0       90
 48 1/24-->1/30      0.76   0.11   94(89)    8( 8)    4( 4)    0( 0)    0( 0)    0      106
 49 1/31-->2/6       0.68   0.12   75(85)   10(11)    3( 3)    0( 0)    0( 0)    0       88
 50 2/7-->2/13       1.04   0.14   58(85)    6( 9)    3( 4)    1( 1)    0( 0)    0       68
 51 2/14-->2/20      1.09   0.18   64(75)   12(14)    8( 9)    1( 1)    0( 0)    0       85
 52 2/21-->2/27      1.14   0.16   73(79)   12(13)    6( 7)    1( 1)    0( 0)    0       92
 53 2/28-->2/29      0.76   0.12   11(92)    0( 0)    1( 8)    0( 0)    0( 0)    0       12
ANNUAL TOTALS        6.65   0.31 3711(63)  971(16)  756(12)  304( 5)   84( 1)    0     5826
