# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8339] TRIPOLI-4-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8339 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    702    482    430    381    748    516    461    409
 1952    586    373    330    290    965    726    667    609
 1953    624    408    365    326    915    676    617    560
 1954    505    328    290    254    946    710    654    599
 1955    712    486    438    393    797    562    506    455
 1956    618    416    372    332    925    696    640    585
 1957    531    326    284    248    814    579    522    466
 1958    622    432    389    347    720    486    433    385
 1959    679    463    414    367    868    629    571    515
 1960    620    408    359    313    809    576    520    467
 1961    538    347    308    272    854    620    567    517
 1962    752    522    469    419    834    596    541    487
 1963    589    380    339    300    926    689    631    574
 1964    762    530    480    433    880    647    591    537
 1965    723    506    456    411    825    586    529    477
 1966    516    340    305    273    859    623    566    512
 1967    499    319    281    245    860    621    564    509
 1968    502    312    277    244    871    634    578    524
 1969    632    419    374    331    709    484    433    384
 1970    680    471    422    377    881    644    586    530
 1971    517    337    298    262    993    753    693    634
 1972    684    467    418    372    824    597    546    495
 1973    526    323    278    237    912    672    612    552
 1974    501    314    273    236    776    538    484    433
 1975    701    477    428    383    874    635    578    524
 1976    583    386    344    304    884    645    588    534
 1977    853    617    560    507    882    645    588    533
 1978    636    433    387    341    874    640    583    530
 1979    611    411    371    332    872    634    577    521
 1980    698    486    437    394    870    633    577    522
 1981    592    401    359    318    878    638    578    520
 1982    707    469    416    364    715    487    441    398
 1983    488    292    252    217    861    635    582    529
 1984    508    330    294    260    885    649    592    538
 1985    677    454    408    367    717    483    433    386
 1986    585    372    326    282    849    610    553    497
 1987    701    495    451    408    922    685    628    572
 1988    714    503    460    418    904    671    615    560
 1989    547    359    317    282    787    558    506    457
 1990    462    282    242    207    841    607    551    497
 1991    696    483    436    390    954    714    654    595
 1992    585    394    355    319    767    541    488    440
 1993    537    338    294    253    758    535    481    428
 1994    581    397    357    320    884    650    593    538
 1995    479    298    262    229    874    634    578    523
 1996    498    297    257    220    852    615    557    500
 1997    477    292    256    221    908    668    608    551
 1998    747    505    453    405    790    558    504    450
 1999    624    399    353    308    846    613    557    502
 2000    672    454    404    354    796    559    503    449
 2001    617    387    338    295    815    582    528    475
 2002    526    353    315    278    916    676    617    560
 2003    543    335    297    261    806    566    509    456
 2004    600    388    342    299    811    575    517    464
 2005    511    316    275    237    951    711    651    592
     ****************************  ****************************
 MEAN  606.8  402.0  358.1  317.0  851.9  616.6  560.5  506.5
 STDV   90.5   76.4   72.1   67.8   66.2   63.8   61.8   59.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    961    713    651    591    903    655    594    536
 1952   1051    803    741    680    928    681    621    564
 1953   1014    766    705    646    972    724    663    602
 1954   1058    810    748    686    942    694    633    573
 1955   1125    877    815    753   1045    797    735    674
 1956    922    674    612    551    929    687    629    572
 1957   1061    813    751    689    953    706    646    587
 1958    882    634    573    513    934    691    632    574
 1959    926    678    617    558   1041    793    731    669
 1960    971    723    661    601    994    746    685    624
 1961    961    713    651    589    977    729    667    606
 1962    924    676    616    557    939    691    630    571
 1963   1001    753    691    629    905    660    601    544
 1964   1062    814    752    690    898    659    604    550
 1965    968    720    658    597    897    653    594    535
 1966   1046    798    736    674    883    635    575    518
 1967    913    668    609    554    827    587    532    479
 1968    974    726    665    604    937    689    630    573
 1969   1019    771    709    648    983    735    673    611
 1970    998    750    689    631    945    697    637    577
 1971    887    644    587    531    906    661    602    545
 1972    946    698    638    579    946    699    639    580
 1973   1000    752    690    628    990    742    680    619
 1974   1056    808    746    684    870    627    568    510
 1975   1007    760    701    642    999    752    692    632
 1976   1021    773    712    652    903    657    599    544
 1977   1041    793    731    669    865    619    562    508
 1978    980    732    670    609    956    709    650    592
 1979    998    750    688    628    932    686    626    570
 1980   1071    823    761    699   1005    757    695    633
 1981   1007    759    698    638    923    677    619    562
 1982    985    737    675    614    851    613    556    501
 1983   1049    802    741    680   1024    776    715    655
 1984    919    675    615    557    976    731    672    614
 1985    950    702    640    579    798    556    498    445
 1986   1003    755    693    632    775    539    484    431
 1987   1048    800    738    677    878    633    576    520
 1988   1006    759    698    638    997    758    701    644
 1989   1012    764    702    640    913    667    610    553
 1990    937    689    627    566    930    682    620    560
 1991    968    720    659    599    925    677    616    556
 1992    807    560    501    444    748    512    463    417
 1993    935    687    625    563    929    681    620    561
 1994    871    623    561    502    807    564    510    459
 1995    972    725    665    605   1059    811    749    687
 1996    922    674    613    552    902    654    592    532
 1997    975    729    669    609    855    607    546    490
 1998    996    748    686    624    983    735    673    611
 1999   1071    823    761    699    887    639    577    516
 2000    951    703    642    582    958    710    648    586
 2001   1013    765    703    642    953    705    644    584
 2002   1056    808    746    684    909    662    601    541
 2003    964    716    654    593    992    744    682    620
 2004    916    668    609    551    785    554    501    451
 2005   1010    762    700    639      0      0      0      0
     ****************************  ****************************
 MEAN  985.2  737.6  676.3  615.8  908.4  667.4  609.1  552.1
 STDV   60.0   59.7   59.2   58.2  141.8  112.3  104.7   96.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    607    399    354    311    411    250    219    190
 1952    728    523    478    435    346    224    198    173
 1953    703    502    456    415    582    409    369    330
 1954    748    523    470    418    412    253    218    184
 1955    744    530    481    438    436    276    242    210
 1956    611    419    378    339    536    349    313    279
 1957    581    380    337    299    336    185    153    123
 1958    675    462    418    376    469    300    262    227
 1959    668    463    416    372    289    144    115     92
 1960    749    527    478    432    413    263    230    200
 1961    640    437    390    344    449    280    243    209
 1962    596    398    356    315    481    299    260    224
 1963    722    502    451    403    681    462    413    366
 1964    656    448    401    354    380    234    205    179
 1965    570    360    317    276    421    256    219    185
 1966    639    428    386    347    406    256    223    191
 1967    614    412    368    327    360    215    188    161
 1968    642    423    377    335    432    267    230    198
 1969    667    450    406    362    316    178    153    130
 1970    659    447    398    351    393    222    189    157
 1971    742    526    478    431    562    362    316    274
 1972    688    468    417    368    307    168    143    119
 1973    648    426    377    331    544    351    311    273
 1974    571    383    342    304    404    237    201    169
 1975    568    374    331    289    504    338    303    268
 1976    660    468    426    387    289    171    150    134
 1977    716    485    434    387    330    183    153    125
 1978    799    575    522    471    351    194    161    130
 1979    725    511    465    420    390    231    197    168
 1980    731    510    460    414    309    184    159    135
 1981    674    458    411    365    348    194    163    136
 1982    619    422    376    331    382    234    201    169
 1983    658    457    413    373    340    192    162    135
 1984    628    429    382    340    432    266    229    194
 1985    662    463    417    373    317    174    144    116
 1986    679    458    407    357    346    190    159    131
 1987    643    429    387    347    268    140    116     96
 1988    687    491    447    404    278    155    130    107
 1989    597    410    366    324    407    258    227    197
 1990    735    522    476    432    339    203    175    147
 1991    612    424    380    340    335    198    173    150
 1992    569    388    345    305    358    219    193    169
 1993    471    283    245    210    337    202    173    144
 1994    698    475    427    381    418    248    213    179
 1995    563    379    338    300    341    203    176    152
 1996    638    433    388    345    410    241    204    173
 1997    665    446    398    356    399    255    224    196
 1998    768    544    496    449    391    223    187    154
 1999    613    424    382    346    378    235    204    175
 2000    692    490    445    401    466    295    260    226
 2001    611    401    355    314    336    200    170    143
 2002    728    517    471    426    285    160    137    116
 2003    627    440    398    358    410    272    242    213
 2004    778    557    508    459    357    207    178    151
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  648.8  445.4  400.5  357.9  385.8  234.6  203.2  174.0
 STDV  110.0   83.0   77.0   71.2   97.3   72.0   66.1   60.2
