# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5230] MASON-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5230 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2000    616    417    372    330    757    526    474    422
 2001    569    345    299    261    781    551    496    444
 2002    482    321    285    250    885    646    589    533
 2003    485    296    262    230    771    531    475    423
 2004    553    351    308    270    755    521    465    415
 2005    494    296    258    222    921    681    621    561
     ****************************  ****************************
 MEAN  592.2  392.9  349.9  309.8  835.7  602.6  547.5  494.7
 STDV  102.3   86.7   82.1   77.4   74.5   70.5   68.4   65.8

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    940    692    632    572    842    595    536    479
 1952    991    745    684    623    879    635    578    524
 1953    969    722    663    604    934    688    628    571
 1954   1026    778    716    654    907    660    599    540
 1955   1116    868    806    744   1046    799    738    679
 1956    875    627    565    503    916    674    617    561
 1957   1085    837    775    713    942    696    635    576
 1958    889    641    581    522    955    711    652    596
 1959    952    704    644    586   1057    809    747    685
 1960    944    696    637    581    970    722    661    600
 1961    939    691    629    569    954    706    644    583
 1962    894    646    587    529    887    641    582    525
 1963    989    741    679    617    905    661    603    546
 1964   1032    784    722    662    840    603    547    493
 1965    972    725    665    605    874    628    569    511
 1966   1048    800    738    676    841    597    540    489
 1967    888    647    591    537    776    547    496    446
 1968    957    709    648    587    886    640    581    522
 1969    990    742    681    620    964    716    654    596
 1970    989    744    684    625    928    680    619    561
 1971    879    637    580    523    886    643    586    534
 1972    922    677    619    561    927    685    627    569
 1973   1021    773    711    650   1004    757    696    635
 1974   1095    847    785    723    875    631    574    518
 1975   1031    783    722    663    989    741    679    617
 1976   1009    765    706    648    907    664    608    553
 1977   1069    821    759    698    870    624    565    508
 1978    958    710    648    588    932    690    631    573
 1979    977    729    668    608    921    676    618    563
 1980    989    742    682    624    954    707    646    585
 1981    977    730    670    610    881    641    585    531
 1982   1013    765    703    642    887    647    590    536
 1983   1042    794    732    671   1008    760    699    638
 1984    962    716    655    595   1004    759    700    643
 1985    992    744    682    622    850    609    551    494
 1986   1022    774    712    650    805    566    509    454
 1987   1099    851    789    728    909    663    605    549
 1988   1031    783    722    661   1038    793    733    675
 1989   1013    765    703    641    923    675    614    557
 1990    931    683    622    562    916    668    607    546
 1991    942    694    632    573    903    655    594    535
 1992    785    537    477    419    746    507    453    403
 1993    899    651    589    527    890    643    583    523
 1994    853    605    543    483    801    555    499    447
 1995    965    717    656    596   1040    792    730    669
 1996    885    637    576    516    849    601    539    480
 1997    941    694    634    576    846    598    536    476
 1998    986    738    676    614    955    707    645    583
 1999   1055    807    745    683    877    629    568    508
 2000    960    712    650    589    921    673    611    550
 2001    990    742    680    619    939    691    629    568
 2002   1055    807    745    683    890    643    583    524
 2003    954    706    644    582    979    731    669    607
 2004    892    644    584    524    750    521    469    419
 2005   1011    763    701    639      0      0      0      0
     ****************************  ****************************
 MEAN  976.2  728.8  667.8  607.6  894.1  653.7  595.6  539.1
 STDV   66.9   66.6   65.9   65.1  141.0  111.9  104.6   97.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    544    346    303    263    378    228    198    171
 1952    680    483    440    398    303    191    167    144
 1953    649    461    421    383    543    367    327    290
 1954    680    459    407    357    338    188    156    129
 1955    710    503    457    416    419    262    228    195
 1956    595    404    362    323    539    348    311    277
 1957    584    381    339    301    320    173    144    117
 1958    680    470    422    377    475    307    270    236
 1959    643    439    395    353    245    125    102     81
 1960    672    463    415    368    391    247    214    184
 1961    626    427    380    336    449    279    241    207
 1962    549    353    313    273    443    263    226    193
 1963    723    504    455    407    666    455    407    361
 1964    626    426    381    337    380    224    192    164
 1965    516    315    272    234    425    263    226    191
 1966    617    423    381    341    409    253    220    190
 1967    606    411    369    328    354    220    194    169
 1968    624    414    368    324    429    272    237    205
 1969    669    458    413    370    303    174    149    128
 1970    629    421    374    334    374    217    185    157
 1971    695    486    438    392    478    294    258    225
 1972    631    415    369    325    282    162    142    123
 1973    669    456    408    362    566    368    323    283
 1974    594    412    372    332    432    262    226    192
 1975    591    393    348    307    478    319    284    251
 1976    662    478    438    398    296    182    162    143
 1977    723    493    439    390    340    187    157    128
 1978    802    580    528    478    368    218    185    153
 1979    723    514    467    422    373    227    195    166
 1980    744    521    470    423    299    182    157    135
 1981    644    430    386    346    349    197    165    136
 1982    623    421    376    331    387    232    198    166
 1983    679    488    445    403    372    209    176    146
 1984    655    456    411    370    439    265    224    185
 1985    669    473    427    385    354    198    166    135
 1986    653    437    390    347    359    202    170    141
 1987    700    472    425    382    307    168    141    118
 1988    739    523    474    427    297    165    138    114
 1989    596    405    361    321    408    271    240    211
 1990    721    504    457    413    330    197    168    141
 1991    590    402    360    320    302    179    159    141
 1992    557    375    332    292    339    208    183    160
 1993    457    265    228    195    316    187    158    132
 1994    689    467    418    373    402    231    196    162
 1995    550    366    326    290    331    191    163    139
 1996    572    378    336    295    372    224    195    169
 1997    654    440    393    351    397    256    226    199
 1998    772    549    499    450    362    200    168    139
 1999    588    399    361    326    348    216    189    164
 2000    652    457    415    375    431    268    234    202
 2001    564    359    315    276    319    187    160    134
 2002    689    473    426    382    240    132    113     96
 2003    614    420    377    338    396    260    229    202
 2004    747    524    473    425    345    196    168    143
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  633.3  432.6  388.3  346.6  374.5  227.2  196.5  168.4
 STDV  109.7   83.5   77.5   71.7   94.6   68.4   62.1   56.4
