# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6316 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1995    697    490    443    400    443    274    238    205
 1996    660    446    397    353    503    323    282    245
 1997    760    527    476    429    459    304    273    242
 1998    863    625    569    516    458    291    255    222
 1999    671    468    424    384    444    293    262    234
 2000    752    540    492    447    554    344    302    261
 2001    668    457    406    359    409    250    215    183
 2002    776    561    513    468    339    211    185    161
 2003    654    461    417    376    494    343    309    277
 2004    789    567    519    474    447    276    238    203
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  720.1  506.3  457.7  411.9  454.1  289.2  253.9  221.2
 STDV  121.5   94.0   87.5   81.4  109.7   82.6   76.4   70.3
