# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4894] LOGAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4894 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1984    617    407    361    318    977    738    679    621
 1985    751    521    470    425    810    579    527    480
 1986    707    477    428    383    977    737    677    618
 1987    804    576    523    472    985    748    689    632
 1988    832    592    540    490   1020    782    723    664
 1989    660    465    421    381    841    606    551    499
 1990    571    368    325    284    945    709    651    593
 1991    797    574    522    471    994    754    694    634
 1992    679    478    432    389    852    614    559    504
 1993    618    401    356    313    842    604    547    491
 1994    715    501    455    413    963    723    664    605
 1995    515    307    267    228    884    647    593    539
 1996    550    337    294    253    927    692    634    578
 1997    506    324    289    255    961    721    662    603
 1998    793    560    506    454    823    591    536    484
 1999    653    432    384    339    864    625    567    510
 2000    765    536    483    432    861    621    563    510
 2001    679    441    392    347    891    654    596    539
 2002    567    385    345    306   1008    768    708    649
 2003    566    352    312    275    847    607    548    493
 2004    705    492    441    392    818    582    526    474
 2005    639    432    386    345    975    735    675    615
     ****************************  ****************************
 MEAN  686.1  470.7  423.0  378.2  915.8  678.5  621.0  565.1
 STDV   93.1   81.0   76.5   72.1   68.1   66.1   64.6   62.4

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1002    754    693    632    978    730    669    608
 1952   1032    784    722    662    927    679    618    557
 1953   1045    797    736    677   1015    767    705    643
 1954   1128    880    818    756   1020    772    710    648
 1955   1173    925    863    801   1087    839    777    715
 1956   1015    767    705    643   1028    781    721    662
 1957   1147    899    837    775   1031    783    721    659
 1958    962    714    652    590   1019    771    711    651
 1959   1006    758    697    636   1123    875    813    751
 1960   1021    773    711    650   1046    798    736    674
 1961   1057    809    747    685   1028    780    718    656
 1962   1027    779    717    656   1020    772    710    649
 1963   1120    872    810    748   1026    778    716    655
 1964   1123    875    813    751    896    650    591    532
 1965   1047    799    737    675    963    715    654    593
 1966   1141    893    831    769    942    696    635    575
 1967    997    752    694    636    959    721    664    610
 1968   1034    787    726    666    989    741    682    624
 1969   1088    840    778    716   1044    796    734    672
 1970   1051    803    743    684   1049    801    741    682
 1971    988    745    685    625    993    750    691    634
 1972   1028    785    725    665    968    720    658    599
 1973   1045    797    735    675   1080    832    770    708
 1974   1114    866    804    743    913    666    606    550
 1975   1068    820    758    697   1096    848    786    725
 1976   1085    837    775    713   1028    780    721    662
 1977   1129    881    819    757    959    711    649    590
 1978   1061    813    751    689   1017    771    710    651
 1979   1028    780    718    656   1021    773    711    651
 1980   1125    877    815    753   1081    833    771    709
 1981   1083    835    773    711    986    738    679    621
 1982   1063    815    753    691    944    700    640    583
 1983   1097    849    787    725   1140    892    830    768
 1984   1034    786    724    662   1005    761    701    642
 1985   1016    768    706    645    906    659    601    543
 1986   1106    858    796    734    900    657    599    541
 1987   1097    849    787    725    923    677    618    562
 1988   1039    791    729    667   1054    811    753    696
 1989   1071    823    761    699   1001    757    697    637
 1990   1006    758    696    636   1004    756    695    636
 1991   1037    789    727    665   1005    757    695    633
 1992    925    677    615    554    841    596    540    485
 1993   1036    788    726    664   1019    771    710    650
 1994    967    719    658    597    947    699    639    582
 1995   1047    800    740    680   1101    853    791    729
 1996    988    740    678    617    986    738    676    614
 1997   1060    812    750    689    949    701    639    578
 1998   1090    842    780    718   1059    811    749    687
 1999   1117    869    807    745    950    702    640    579
 2000   1048    800    738    676   1066    818    756    694
 2001   1117    869    807    745   1019    771    709    647
 2002   1117    869    807    745   1003    755    693    632
 2003   1052    804    742    680   1055    807    745    683
 2004    974    726    664    604    864    621    566    516
 2005   1082    834    772    710      0      0      0      0
     ****************************  ****************************
 MEAN 1057.4  809.7  748.0  686.6  983.1  740.7  681.1  622.4
 STDV   52.6   52.4   52.1   51.7  149.0  119.3  111.9  104.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    622    417    371    327    426    268    236    206
 1952    776    555    506    458    390    264    234    205
 1953    782    574    528    483    607    418    375    337
 1954    835    603    548    497    415    240    206    175
 1955    804    583    532    484    489    326    289    255
 1956    750    532    485    439    651    440    397    356
 1957    653    427    381    340    392    216    179    148
 1958    797    572    518    468    549    365    324    284
 1959    712    499    450    405    341    189    160    133
 1960    773    545    494    444    492    324    289    256
 1961    679    470    421    374    505    325    285    249
 1962    683    466    417    371    551    363    321    282
 1963    826    593    537    482    733    504    453    406
 1964    750    528    477    428    458    293    258    226
 1965    600    388    341    296    541    357    318    281
 1966    691    477    431    386    521    364    327    293
 1967    686    474    425    382    443    276    241    210
 1968    713    496    450    404    511    336    299    264
 1969    785    560    509    460    375    228    201    175
 1970    732    521    471    426    402    252    220    190
 1971    789    575    528    483    568    383    344    308
 1972    750    529    478    428    369    223    193    169
 1973    717    489    437    388    582    393    353    314
 1974    638    432    388    348    535    349    309    272
 1975    651    448    403    360    589    423    386    350
 1976    786    575    527    480    391    248    221    195
 1977    798    569    517    468    421    252    219    189
 1978    860    629    578    529    452    302    269    238
 1979    806    590    543    497    496    329    294    261
 1980    825    601    547    497    450    300    270    245
 1981    766    549    500    455    410    248    214    182
 1982    695    476    426    378    477    304    269    236
 1983    807    595    546    497    429    261    226    193
 1984    694    489    440    394    483    302    260    219
 1985    675    472    427    383    405    251    218    187
 1986    807    575    519    465    441    269    235    204
 1987    698    483    438    397    354    213    182    156
 1988    748    538    491    445    371    231    199    171
 1989    683    487    442    397    466    316    285    256
 1990    806    590    540    492    422    281    248    218
 1991    759    558    512    467    417    279    252    225
 1992    686    484    438    393    440    283    251    225
 1993    573    365    318    277    404    252    217    185
 1994    764    550    501    453    499    319    279    242
 1995    669    473    429    386    410    258    226    196
 1996    657    452    407    364    448    294    263    233
 1997    759    537    488    442    471    319    287    256
 1998    884    651    594    539    492    320    283    248
 1999    658    466    426    388    433    301    269    239
 2000    744    548    502    459    528    348    312    276
 2001    708    493    442    394    436    277    242    210
 2002    747    536    488    442    299    180    157    137
 2003    630    443    402    364    479    336    303    273
 2004    832    609    560    512    469    303    265    230
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  722.1  511.6  463.9  418.5  456.9  296.3  262.0  230.3
 STDV  120.8   94.0   87.8   81.7  101.0   75.3   69.7   64.2
