# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0213] ANAMOSA-1-WNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0213 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1996    645    435    389    346    440    270    234    200
 1997    733    511    459    408    463    300    266    233
 1998    791    567    516    467    442    263    225    189
 1999    601    422    384    348    390    254    223    194
 2000    692    488    444    403    492    325    291    257
 2001    600    397    356    318    342    207    179    152
 2002    727    516    471    427    318    190    165    141
 2003    622    436    396    356    400    266    238    210
 2004    746    538    492    448    382    222    189    161
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  672.7  471.1  426.3  383.5  418.5  262.6  229.4  198.6
 STDV  110.2   83.0   76.7   70.6   93.8   71.6   66.3   61.0
