# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1731] COLUMBUS-JCT-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 15 6/7-->6/13       3.00   0.46   84(55)   22(14)   24(16)   17(11)    5( 3)    0      152
 16 6/14-->6/20      2.68   0.45   63(55)   13(11)   19(17)   16(14)    3( 3)    0      114
 17 6/21-->6/27      2.42   0.40   68(56)   23(19)   17(14)   11( 9)    3( 2)    0      122
 18 6/28-->7/4       2.36   0.44   68(54)   19(15)   16(13)   21(17)    1( 1)    0      125
 19 7/5-->7/11       3.22   0.49   62(49)   25(20)   16(13)   20(16)    3( 2)    0      126
 20 7/12-->7/18      2.76   0.42   65(57)   15(13)   21(18)   11(10)    2( 2)    0      114
 21 7/19-->7/25      3.36   0.39   67(54)   20(16)   25(20)    8( 7)    3( 2)    0      123
 22 7/26-->8/1       2.05   0.38   65(57)   16(14)   22(19)   11(10)    1( 1)    0      115
 23 8/2-->8/8        4.90   0.42   72(55)   23(18)   23(18)   10( 8)    3( 2)    0      131
 24 8/9-->8/15       2.73   0.41   63(57)   20(18)   11(10)   11(10)    5( 5)    0      110
 25 8/16-->8/22      2.54   0.47   54(51)   19(18)   16(15)   14(13)    2( 2)    0      105
 26 8/23-->8/29      4.51   0.48   57(58)   16(16)   12(12)    6( 6)    7( 7)    0       98
 27 8/30-->9/5       5.64   0.50   56(57)   13(13)   17(17)   10(10)    3( 3)    0       99
 28 9/6-->9/12       2.25   0.37   59(59)   17(17)   16(16)    6( 6)    2( 2)    0      100
 29 9/13-->9/19      5.56   0.50   70(54)   21(16)   19(15)   14(11)    5( 4)    0      129
 30 9/20-->9/26      2.51   0.47   55(48)   20(17)   24(21)   13(11)    3( 3)    0      115
 31 9/27-->10/3      3.75   0.39   54(61)    9(10)   17(19)    6( 7)    2( 2)    0       88
 32 10/4-->10/10     3.25   0.44   62(57)   19(18)   14(13)    8( 7)    5( 5)    0      108
 33 10/11-->10/17    2.32   0.35   63(64)   14(14)   11(11)    6( 6)    4( 4)    0       98
 34 10/18-->10/24    1.80   0.39   56(52)   20(19)   19(18)   12(11)    0( 0)    0      107
 35 10/25-->10/31    2.48   0.33   56(54)   22(21)   20(19)    4( 4)    1( 1)    0      103
 36 11/1-->11/7      1.76   0.26   80(69)   15(13)   14(12)    7( 6)    0( 0)    0      116
 37 11/8-->11/14     2.17   0.26   66(65)   16(16)   15(15)    3( 3)    1( 1)    0      101
 38 11/15-->11/21    2.20   0.32   63(61)   19(18)   17(16)    3( 3)    2( 2)    0      104
 39 11/22-->11/28    1.81   0.23   83(71)   16(14)   16(14)    2( 2)    0( 0)    0      117
 40 11/29-->12/5     1.67   0.22   90(78)   10( 9)    9( 8)    6( 5)    0( 0)    0      115
 41 12/6-->12/12     1.45   0.25   72(69)   14(13)   14(13)    5( 5)    0( 0)    0      105
 42 12/13-->12/19    2.50   0.20   70(80)    9(10)    6( 7)    2( 2)    1( 1)    0       88
 43 12/20-->12/26    1.84   0.20   75(77)   10(10)   11(11)    2( 2)    0( 0)    0       98
 44 12/27-->1/2      1.03   0.18   80(76)   12(11)   12(11)    1( 1)    0( 0)    0      105
 45 1/3-->1/9        1.66   0.17   77(83)    8( 9)    6( 6)    2( 2)    0( 0)    0       93
 46 1/10-->1/16      2.15   0.15   89(88)    6( 6)    4( 4)    1( 1)    1( 1)    0      101
 47 1/17-->1/23      1.10   0.15   99(84)   12(10)    5( 4)    2( 2)    0( 0)    0      118
 48 1/24-->1/30      1.10   0.13   93(85)   11(10)    5( 5)    1( 1)    0( 0)    0      110
 49 1/31-->2/6       0.76   0.11   91(88)   10(10)    2( 2)    0( 0)    0( 0)    0      103
 50 2/7-->2/13       1.50   0.14   80(86)    8( 9)    4( 4)    1( 1)    0( 0)    0       93
 51 2/14-->2/20      1.69   0.20   76(73)   19(18)    8( 8)    1( 1)    0( 0)    0      104
 52 2/21-->2/27      2.35   0.24   72(69)   24(23)    6( 6)    2( 2)    1( 1)    0      105
 53 2/28-->2/29      0.56   0.16    8(80)    1(10)    1(10)    0( 0)    0( 0)    0       10
ANNUAL TOTALS        5.64   0.33 3863(63)  926(15)  806(13)  402( 6)   89( 1)    0     6086
