# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7312] SAC-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7312 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1990    496    311    272    235    860    627    571    517
 1991    706    491    443    396    938    698    638    578
 1992    609    420    380    341    786    550    496    445
 1993    541    334    292    253    770    540    486    433
 1994    628    433    393    357    896    658    600    542
 1995    476    282    246    212    836    601    545    492
 1996    487    294    254    217    861    625    569    514
 1997    435    272    239    208    903    663    606    552
 1998    737    502    451    403    774    546    493    441
 1999    616    390    343    301    832    596    539    483
 2000    705    488    439    393    829    593    538    485
 2001    609    379    331    292    837    602    545    492
 2002    516    347    311    277    955    716    657    600
 2003    523    316    278    243    816    577    518    462
 2004    606    397    351    309    781    545    488    437
 2005    570    362    319    280    926    686    626    566
     ****************************  ****************************
 MEAN  630.4  424.4  379.9  338.5  871.7  635.5  578.9  524.1
 STDV   96.1   81.2   76.5   71.9   72.1   69.8   68.0   65.6

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    994    746    684    622    961    713    651    589
 1952   1054    806    744    683    958    710    648    588
 1953   1057    809    748    687   1014    766    704    643
 1954   1093    845    783    721    983    735    673    611
 1955   1161    913    851    789   1089    841    779    717
 1956    990    742    680    618    996    749    689    632
 1957   1127    879    817    755    995    747    685    624
 1958    923    675    613    553   1012    766    706    646
 1959   1009    761    700    639   1101    853    791    729
 1960   1015    767    705    643   1011    763    701    639
 1961   1000    752    690    628    981    733    671    609
 1962    975    727    665    604    950    702    640    581
 1963   1066    818    756    694    963    715    654    594
 1964   1079    831    769    707    892    645    586    528
 1965   1035    787    725    663    939    693    632    573
 1966   1104    856    794    732    908    661    600    540
 1967    978    731    671    613    931    687    629    573
 1968   1014    766    704    644    973    725    663    602
 1969   1044    796    734    673   1034    786    724    662
 1970   1029    781    719    658   1002    754    692    631
 1971    969    723    663    603    979    733    673    613
 1972    989    742    683    624    957    709    649    590
 1973   1018    770    708    646   1027    779    717    656
 1974   1083    835    774    713    879    634    577    522
 1975   1053    805    743    683   1035    787    725    664
 1976   1039    791    731    673    966    722    662    604
 1977   1049    801    741    681    860    620    563    508
 1978   1031    783    721    659    984    736    676    617
 1979    972    724    662    600    902    654    594    537
 1980   1046    798    736    675    966    718    656    594
 1981    997    749    687    625    881    636    578    522
 1982   1041    793    731    669    914    669    610    552
 1983   1077    829    767    705   1097    849    787    725
 1984    985    737    677    617    997    751    692    633
 1985    961    713    651    591    839    593    534    482
 1986   1059    811    749    687    838    602    545    489
 1987   1059    811    749    687    892    644    585    529
 1988    969    721    660    601    955    711    652    595
 1989   1027    779    717    655    938    690    629    569
 1990    964    716    654    593    941    693    632    573
 1991    984    736    675    615    934    686    624    562
 1992    828    580    519    459    763    522    468    419
 1993    956    708    646    584    930    682    620    559
 1994    894    646    584    523    851    604    547    491
 1995    999    752    691    631   1069    821    759    697
 1996    930    682    621    560    903    655    593    532
 1997   1024    776    714    652    908    660    598    537
 1998   1039    791    729    667   1003    755    693    631
 1999   1074    826    764    702    916    668    606    546
 2000   1004    756    694    634    992    744    682    620
 2001   1053    805    743    682    973    725    663    601
 2002   1084    836    774    712    933    686    626    566
 2003    993    745    683    621   1001    753    691    629
 2004    944    696    635    575    806    567    514    466
 2005   1045    797    735    673      0      0      0      0
     ****************************  ****************************
 MEAN 1017.9  770.0  708.4  647.3  936.8  694.6  635.2  577.1
 STDV   57.9   57.8   57.7   57.2  146.1  117.0  109.5  101.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    615    402    354    309    428    269    237    208
 1952    797    572    519    472    402    263    235    207
 1953    789    570    524    479    625    431    389    349
 1954    781    550    496    444    384    221    189    159
 1955    783    563    513    469    514    347    308    273
 1956    711    494    448    404    619    412    368    331
 1957    637    416    370    329    352    187    155    128
 1958    780    555    505    458    530    348    311    275
 1959    697    486    439    399    307    169    142    119
 1960    740    513    464    417    470    319    285    252
 1961    630    426    382    340    493    317    278    242
 1962    625    426    384    342    514    332    292    255
 1963    766    537    482    428    717    488    439    395
 1964    705    491    442    394    429    265    232    201
 1965    522    315    273    235    480    311    273    236
 1966    672    463    421    379    464    303    268    236
 1967    662    448    401    360    394    243    216    190
 1968    688    457    404    360    460    291    255    220
 1969    732    502    453    407    340    199    171    147
 1970    726    503    454    410    380    230    199    169
 1971    752    538    489    443    533    345    306    269
 1972    702    486    435    389    369    224    195    172
 1973    686    464    414    366    552    363    323    285
 1974    615    424    382    344    479    311    275    240
 1975    601    411    367    324    535    373    336    301
 1976    733    529    485    442    339    214    191    170
 1977    730    502    451    403    359    209    179    152
 1978    855    628    574    522    419    261    227    195
 1979    691    493    452    412    357    222    193    166
 1980    691    484    434    389    297    186    164    143
 1981    646    447    402    361    314    176    147    119
 1982    652    450    404    359    376    228    197    171
 1983    686    481    436    394    335    185    158    133
 1984    628    427    379    340    411    251    213    179
 1985    654    454    408    365    357    216    185    157
 1986    720    497    443    390    394    234    200    170
 1987    692    466    420    378    309    180    155    130
 1988    674    462    415    373    289    156    129    106
 1989    617    429    385    342    422    287    257    229
 1990    752    535    488    441    367    230    200    171
 1991    646    456    413    371    344    213    189    167
 1992    599    414    371    328    378    233    208    186
 1993    492    294    256    221    327    190    161    135
 1994    689    471    421    375    431    256    218    184
 1995    589    404    360    319    360    220    191    163
 1996    583    388    346    307    412    261    230    201
 1997    714    496    452    409    439    295    264    235
 1998    820    592    539    486    411    249    216    187
 1999    629    437    398    360    394    261    232    204
 2000    703    503    461    421    480    304    268    234
 2001    629    416    366    320    366    221    189    160
 2002    698    482    434    392    250    145    124    106
 2003    623    429    385    344    443    300    270    242
 2004    798    573    520    472    403    240    207    176
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  673.6  466.4  420.2  377.0  410.1  257.9  226.2  196.9
 STDV  117.4   90.0   83.7   77.8  106.0   78.8   72.6   66.8
