# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7147] ROCK-RAPIDS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7147 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1992    131     62     49     36    183     97     82     70
 1993     39     16     12      9    209    114     95     77
 1994    117     50     39     30    320    214    189    165
 1995    122     64     54     44    171     87     71     56
 1996     69     27     22     17    233    138    118     99
 1997     82     40     34     28    247    145    124    104
 1998     80     45     40     35    299    187    162    139
 1999    129     59     46     35    285    157    135    114
 2000    226    131    112     94    308    194    170    147
 2001     17      4      3      2    316    189    163    140
 2002     42     15     10      6    310    196    173    152
 2003    159     90     77     65    363    246    223    202
 2004    164     79     66     56    363    246    219    193
 2005    112     54     45     37    401    245    211    178
     ****************************  ****************************
 MEAN   99.1   48.9   40.1   32.7  313.1  192.7  168.4  145.8
 STDV   64.9   40.5   35.4   30.8   80.3   64.0   59.5   54.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    633    417    367    323    695    465    411    362
 1952    577    373    328    286    927    691    633    577
 1953    576    380    341    303    910    675    617    559
 1954    495    332    295    260    892    658    602    547
 1955    735    515    466    421    787    552    498    447
 1956    655    445    403    365    985    751    693    636
 1957    553    347    303    264    805    568    511    456
 1958    704    505    461    420    732    504    454    408
 1959    634    425    378    333    947    708    651    595
 1960    599    403    358    317    790    551    494    441
 1961    520    330    291    253    841    609    556    505
 1962    738    508    455    406    826    587    529    473
 1963    637    428    382    343    970    730    670    612
 1964    725    505    458    414    883    654    600    546
 1965    704    487    436    389    876    636    577    521
 1966    556    388    351    316    846    610    555    503
 1967    491    325    288    253    805    569    512    457
 1968    513    343    306    273    903    668    612    558
 1969    673    462    416    375    708    492    444    398
 1970    629    432    390    349    883    646    591    537
 1971    540    364    326    290    963    723    664    605
 1972    634    428    382    340    837    600    544    489
 1973    516    337    301    269    868    628    570    517
 1974    538    354    314    275    816    581    524    472
 1975    662    456    412    372    788    557    506    456
 1976    571    395    357    322    880    651    598    546
 1977    850    607    552    501    916    676    616    556
 1978    637    444    400    360    859    627    572    522
 1979    502    329    294    263    834    600    544    489
 1980    658    469    428    389    864    629    574    520
 1981    573    393    353    315    856    616    558    502
 1982    673    445    393    344    720    492    444    399
 1983    482    316    281    249    805    575    523    473
 1984    520    331    295    263    879    640    582    526
 1985    726    499    452    407    751    524    472    427
 1986    641    433    387    345    925    685    626    569
 1987    736    507    457    411    917    680    622    566
 1988    769    550    503    457   1004    767    708    649
 1989    593    412    373    336    795    568    518    469
 1990    506    321    282    246    862    634    577    521
 1991    678    473    426    380    957    717    657    598
 1992    623    433    394    355    781    545    492    439
 1993    514    321    281    245    717    488    435    384
 1994    672    470    425    381    910    670    611    552
 1995    455    277    242    209    835    606    550    497
 1996    461    273    236    203    871    636    580    525
 1997    423    259    227    197    911    671    611    552
 1998    745    518    469    423    750    523    469    416
 1999    623    412    367    323    804    570    516    464
 2000    648    437    389    348    786    551    495    442
 2001    600    378    331    291    841    601    544    490
 2002    488    326    291    258    936    697    638    581
 2003    526    332    296    263    820    585    528    473
 2004    561    362    321    282    775    539    486    436
 2005    564    361    319    280    937    697    637    577
     ****************************  ****************************
 MEAN  604.6  406.8  364.2  324.6  850.6  615.9  560.0  506.1
 STDV   92.4   76.0   71.5   67.3   74.5   71.5   69.3   66.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    937    689    627    566    889    642    581    521
 1952   1010    764    704    645    922    674    613    554
 1953    996    748    687    628    984    736    674    612
 1954   1061    813    751    689    951    703    641    579
 1955   1127    879    817    755   1071    823    762    701
 1956    948    700    638    576    950    706    648    591
 1957   1123    875    813    751    940    692    631    572
 1958    925    677    616    557    994    750    691    635
 1959    996    749    688    628   1066    818    756    694
 1960    996    748    687    629   1000    752    690    629
 1961    977    729    667    606    988    740    678    617
 1962    952    705    644    584    954    708    647    586
 1963   1055    807    745    683    961    713    651    592
 1964   1079    831    769    707    854    613    555    501
 1965    997    749    687    626    914    672    612    554
 1966   1089    841    779    717    871    626    567    512
 1967    956    713    655    599    900    664    608    553
 1968    965    719    658    598    987    741    681    622
 1969   1031    783    721    660    991    743    681    620
 1970   1003    755    696    637    951    704    645    589
 1971    912    670    612    555    933    691    635    583
 1972    930    687    628    570    900    655    596    541
 1973   1005    757    695    633   1022    774    713    652
 1974   1076    829    768    708    834    595    542    492
 1975   1024    776    717    658    990    742    680    618
 1976   1050    802    740    679    982    734    674    618
 1977   1066    818    756    694    857    611    554    498
 1978    988    740    679    620    952    706    646    588
 1979   1012    764    702    641    881    633    576    520
 1980    997    749    687    630    925    677    615    554
 1981    999    751    689    627    913    665    605    547
 1982   1044    796    734    672    927    684    627    572
 1983   1091    843    781    719   1065    817    755    693
 1984    992    744    683    623    978    738    680    622
 1985    966    719    658    598    818    577    522    472
 1986   1036    788    726    664    813    581    530    481
 1987   1061    813    751    689    873    632    573    517
 1988   1016    768    706    644    979    738    681    625
 1989   1058    810    748    686    956    708    647    588
 1990    946    699    639    581    926    679    618    560
 1991    963    715    653    592    932    684    623    562
 1992    771    524    464    404    759    517    463    411
 1993    940    692    630    568    934    686    625    568
 1994    889    641    579    520    849    606    550    495
 1995    981    735    674    613   1028    780    719    659
 1996    905    657    596    537    907    659    597    538
 1997   1009    761    700    640    915    667    608    550
 1998   1007    759    697    635    975    727    665    603
 1999   1049    801    739    677    923    676    615    554
 2000    993    746    685    625    977    729    667    607
 2001   1064    816    754    692    966    718    656    598
 2002   1067    819    757    696    941    696    636    579
 2003   1006    758    696    635    988    741    681    621
 2004    952    704    642    583    807    575    523    473
 2005   1046    798    736    675      0      0      0      0
     ****************************  ****************************
 MEAN 1002.4  755.0  693.6  633.2  919.3  678.5  620.2  563.5
 STDV   63.1   62.7   62.2   61.4  142.2  112.5  104.9   97.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    524    328    286    249    355    217    190    165
 1952    709    508    462    418    337    219    194    171
 1953    671    474    431    390    531    360    326    294
 1954    695    470    420    373    306    155    127    102
 1955    722    523    477    432    464    309    275    242
 1956    649    456    415    377    579    389    351    317
 1957    575    372    329    291    339    174    143    117
 1958    743    529    480    434    488    320    283    248
 1959    651    447    405    368    255    141    121    102
 1960    670    459    415    372    406    266    236    207
 1961    646    441    396    355    422    271    237    204
 1962    590    385    344    306    469    300    263    227
 1963    752    526    471    418    622    414    370    333
 1964    636    428    384    343    404    257    225    195
 1965    457    267    229    194    482    319    281    245
 1966    628    420    378    337    414    267    235    204
 1967    678    469    424    382    400    256    229    203
 1968    667    451    405    362    437    279    247    218
 1969    684    479    434    392    258    152    131    114
 1970    637    441    397    356    323    200    174    150
 1971    628    442    401    361    450    300    268    236
 1972    591    401    359    323    290    179    156    136
 1973    599    390    347    308    471    310    275    242
 1974    542    379    344    310    413    270    238    208
 1975    549    366    329    293    441    300    270    240
 1976    675    481    440    401    310    203    183    163
 1977    683    461    414    372    330    196    168    142
 1978    794    572    524    479    377    234    204    176
 1979    695    507    466    427    356    228    201    174
 1980    675    471    426    387    341    220    197    174
 1981    665    468    429    394    312    184    157    131
 1982    616    407    365    325    335    200    175    152
 1983    662    473    430    390    360    220    192    166
 1984    537    367    332    300    386    227    192    159
 1985    603    411    368    326    328    205    178    152
 1986    612    401    358    321    371    234    206    179
 1987    665    452    412    374    274    160    137    115
 1988    650    446    401    359    287    168    144    121
 1989    617    433    388    347    422    287    259    231
 1990    735    533    489    446    334    205    177    151
 1991    655    466    422    379    337    214    190    168
 1992    581    393    353    315    343    219    198    180
 1993    487    296    256    221    328    202    176    151
 1994    702    488    440    396    399    235    200    168
 1995    588    406    366    326    305    177    150    125
 1996    584    393    352    314    377    245    218    191
 1997    701    491    448    406    451    302    272    244
 1998    796    570    517    471    405    247    215    185
 1999    618    436    397    359    366    242    215    189
 2000    645    460    418    378    418    260    228    198
 2001    635    422    374    329    353    218    190    164
 2002    703    497    451    408    221    129    112     97
 2003    593    408    367    328    427    299    271    243
 2004    774    558    509    461    384    234    203    174
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  633.4  436.7  394.1  354.2  374.4  236.7  208.2  181.5
 STDV  111.6   86.2   80.3   74.8   93.2   68.1   62.6   57.6
