# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6940] RED-OAK
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 28 9/6-->9/12       5.45   0.61   41(47)   18(21)   12(14)   10(11)    6( 7)    0       87
 29 9/13-->9/19      4.03   0.51   55(54)   12(12)   20(20)   10(10)    5( 5)    0      102
 30 9/20-->9/26      2.90   0.42   64(60)   15(14)   12(11)   13(12)    2( 2)    0      106
 31 9/27-->10/3      1.81   0.33   50(62)   12(15)   13(16)    6( 7)    0( 0)    0       81
 32 10/4-->10/10     2.21   0.38   50(56)   17(19)   13(15)    8( 9)    1( 1)    0       89
 33 10/11-->10/17    2.55   0.47   35(54)   14(22)    5( 8)    9(14)    2( 3)    0       65
 34 10/18-->10/24    2.38   0.28   67(74)   11(12)    5( 6)    5( 6)    2( 2)    0       90
 35 10/25-->10/31    2.42   0.29   63(68)   14(15)   10(11)    5( 5)    1( 1)    0       93
 36 11/1-->11/7      3.69   0.42   48(59)   11(14)   11(14)   10(12)    1( 1)    0       81
 37 11/8-->11/14     1.67   0.24   51(74)    7(10)    8(12)    3( 4)    0( 0)    0       69
 38 11/15-->11/21    2.52   0.37   43(59)   14(19)    9(12)    5( 7)    2( 3)    0       73
 39 11/22-->11/28    1.13   0.24   40(67)   11(18)    7(12)    2( 3)    0( 0)    0       60
 40 11/29-->12/5     1.78   0.20   58(79)    6( 8)    6( 8)    3( 4)    0( 0)    0       73
 41 12/6-->12/12     1.00   0.21   55(72)   13(17)    8(11)    0( 0)    0( 0)    0       76
 42 12/13-->12/19    1.28   0.17   57(78)   13(18)    2( 3)    1( 1)    0( 0)    0       73
 43 12/20-->12/26    0.90   0.14   59(83)    8(11)    4( 6)    0( 0)    0( 0)    0       71
 44 12/27-->1/2      1.26   0.19   52(72)   13(18)    5( 7)    2( 3)    0( 0)    0       72
 45 1/3-->1/9        0.92   0.17   51(84)    5( 8)    5( 8)    0( 0)    0( 0)    0       61
 46 1/10-->1/16      0.97   0.17   44(85)    3( 6)    5(10)    0( 0)    0( 0)    0       52
 47 1/17-->1/23      0.84   0.16   57(78)   11(15)    5( 7)    0( 0)    0( 0)    0       73
 48 1/24-->1/30      0.85   0.16   50(81)    7(11)    5( 8)    0( 0)    0( 0)    0       62
 49 1/31-->2/6       1.35   0.19   56(74)   12(16)    7( 9)    1( 1)    0( 0)    0       76
 50 2/7-->2/13       0.95   0.18   51(78)    8(12)    6( 9)    0( 0)    0( 0)    0       65
 51 2/14-->2/20      1.41   0.20   67(77)   12(14)    6( 7)    2( 2)    0( 0)    0       87
 52 2/21-->2/27      2.33   0.20   70(79)   11(12)    5( 6)    2( 2)    1( 1)    0       89
 53 2/28-->2/29      0.90   0.14   14(88)    1( 6)    1( 6)    0( 0)    0( 0)    0       16
ANNUAL TOTALS        7.60   0.37 3119(61)  819(16)  697(13)  380( 7)   97( 1)    0     5112
