# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6243] ONAWA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6243 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1994    746    531    482    435    969    730    671    612
 1995    559    347    304    263    892    655    599    545
 1996    579    368    322    280    926    690    634    578
 1997    555    362    322    283    953    713    653    594
 1998    824    589    535    483    848    616    561    506
 1999    695    473    423    375    890    654    597    542
 2000    804    576    524    476    895    658    602    548
 2001    715    482    431    384    926    687    629    574
 2002    623    437    394    354   1020    780    721    662
 2003    617    404    360    321    863    623    564    508
 2004    754    531    479    431    845    609    553    500
 2005    644    434    390    350    973    733    673    613
     ****************************  ****************************
 MEAN  694.5  479.2  431.4  386.3  919.9  682.8  625.3  569.1
 STDV   88.8   76.8   72.8   68.9   64.1   62.2   60.9   59.0

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1003    755    694    633    975    728    667    607
 1952   1010    762    701    642    920    673    612    557
 1953   1056    808    747    686   1012    764    702    641
 1954   1112    864    802    740   1025    777    715    653
 1955   1157    909    847    785   1089    841    779    719
 1956   1040    792    730    668   1034    789    730    672
 1957   1136    888    826    764   1035    787    725    665
 1958    978    730    668    606   1020    773    714    656
 1959    999    752    691    631   1083    835    773    711
 1960   1035    787    725    663   1036    788    726    664
 1961   1046    798    736    674   1016    768    706    644
 1962   1016    768    706    645    996    748    687    626
 1963   1108    860    798    736    999    751    689    628
 1964   1120    872    810    748    896    653    594    536
 1965   1037    789    727    666    951    705    646    587
 1966   1102    854    792    730    903    657    598    540
 1967    975    731    672    615    926    689    633    578
 1968   1045    798    737    678   1010    763    702    642
 1969   1092    844    782    720   1052    804    742    680
 1970   1067    819    758    697   1055    807    745    684
 1971    971    726    666    608   1008    763    703    643
 1972   1027    781    721    661    972    724    662    602
 1973   1069    821    759    697   1075    827    765    703
 1974   1127    879    817    755    916    668    608    550
 1975   1086    838    776    715   1078    830    768    706
 1976   1098    850    788    727   1049    801    739    679
 1977   1111    863    801    739    966    718    656    595
 1978   1048    800    738    676   1012    765    704    643
 1979   1070    822    760    698   1046    798    736    674
 1980   1087    839    777    715   1056    808    746    684
 1981   1061    813    751    689    960    712    652    594
 1982   1083    835    773    711    984    736    675    615
 1983   1131    883    821    759   1151    903    841    779
 1984   1035    787    725    664   1051    804    743    684
 1985   1025    777    715    653    933    686    627    568
 1986   1103    855    793    731    910    668    609    552
 1987   1098    850    788    726    928    681    620    560
 1988   1056    808    746    684   1057    811    752    694
 1989   1080    832    770    709   1024    778    717    657
 1990   1012    764    702    640   1024    776    714    653
 1991   1033    785    723    661   1019    771    709    647
 1992    899    651    590    531    844    598    541    485
 1993   1037    789    727    665   1010    762    701    641
 1994    966    718    656    595    955    707    647    589
 1995   1046    798    737    676   1115    867    805    743
 1996    967    719    657    596    973    725    663    601
 1997   1057    809    747    686    964    716    654    593
 1998   1082    834    772    710   1055    807    745    683
 1999   1126    878    816    754    980    732    670    608
 2000   1051    805    744    683   1063    815    753    691
 2001   1116    868    806    744   1026    778    716    655
 2002   1124    876    814    752   1005    759    699    640
 2003   1060    812    750    688   1038    790    728    666
 2004    992    745    684    625    905    666    611    558
 2005   1069    822    761    701      0      0      0      0
     ****************************  ****************************
 MEAN 1057.0  809.3  747.6  686.4  985.2  742.7  683.0  624.1
 STDV   52.3   52.1   51.8   51.1  148.3  118.2  110.7  103.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    623    416    371    327    437    278    245    215
 1952    777    567    518    474    413    285    254    226
 1953    769    569    524    481    625    446    405    367
 1954    828    600    548    499    423    252    217    187
 1955    822    600    552    505    539    373    336    301
 1956    747    543    496    450    648    453    410    370
 1957    666    450    405    364    424    249    213    180
 1958    807    588    538    490    590    405    364    325
 1959    665    467    423    381    314    181    154    129
 1960    754    535    485    437    487    329    295    262
 1961    655    447    400    356    488    315    278    244
 1962    661    446    398    355    532    345    304    266
 1963    809    577    522    467    709    485    432    386
 1964    737    518    468    420    471    308    273    239
 1965    525    328    287    248    532    368    332    296
 1966    642    439    396    354    489    333    298    265
 1967    675    464    417    376    420    265    232    204
 1968    720    497    446    400    498    322    285    251
 1969    778    551    497    447    361    214    187    162
 1970    745    525    477    429    393    245    214    185
 1971    758    547    499    453    546    367    330    295
 1972    709    491    441    395    359    206    176    151
 1973    705    476    424    375    566    376    333    293
 1974    650    446    402    362    541    355    314    277
 1975    647    443    397    354    583    413    375    339
 1976    788    572    522    474    366    229    204    180
 1977    778    543    490    440    410    241    210    180
 1978    853    620    567    519    429    266    231    197
 1979    790    564    514    465    430    276    245    214
 1980    816    594    543    494    416    269    239    212
 1981    764    548    501    455    405    246    212    182
 1982    703    485    435    387    490    311    275    241
 1983    798    582    530    479    428    246    209    175
 1984    695    491    441    393    451    273    233    194
 1985    678    470    421    375    416    253    219    186
 1986    763    533    476    421    450    268    231    199
 1987    720    491    442    397    368    224    195    167
 1988    780    561    511    464    368    225    193    165
 1989    713    508    463    418    494    326    291    259
 1990    828    611    561    512    462    312    277    244
 1991    767    560    511    464    447    294    261    231
 1992    736    527    478    431    436    273    245    221
 1993    598    386    341    299    406    251    219    189
 1994    806    586    536    486    504    320    278    238
 1995    698    500    454    409    427    271    236    204
 1996    676    461    414    370    515    338    301    267
 1997    791    568    520    474    521    361    325    291
 1998    902    668    612    557    501    315    275    239
 1999    695    497    455    414    507    360    326    292
 2000    791    583    534    487    551    361    320    282
 2001    722    506    455    405    476    309    274    240
 2002    815    599    551    504    340    209    182    157
 2003    710    508    462    419    537    380    347    314
 2004    893    669    617    565    523    344    308    273
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  726.2  514.9  467.1  421.4  462.9  300.3  265.8  233.6
 STDV  123.6   97.5   91.4   85.3  101.5   78.0   72.3   67.0
