# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6566 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2002     92     35     26     18    349    214    185    159
 2003    166    101     87     75    412    271    241    216
 2004    206    109     91     74    401    253    223    196
 2005    148     74     59     49    457    290    251    215
     ****************************  ****************************
 MEAN  132.3   67.9   56.3   46.4  351.9  216.1  188.5  162.9
 STDV   65.2   41.8   37.0   32.3   77.1   60.5   56.1   51.8

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    698    480    427    379    766    532    475    420
 1952    600    391    346    305    987    750    692    634
 1953    640    430    385    344    978    739    680    621
 1954    546    368    328    289    968    730    673    616
 1955    729    492    443    398    814    580    526    475
 1956    708    497    452    409    994    757    699    641
 1957    596    383    340    299    854    616    557    500
 1958    722    517    471    426    795    558    503    451
 1959    719    490    438    387    931    691    631    573
 1960    650    435    384    337    827    588    530    473
 1961    578    382    341    302    867    629    574    523
 1962    851    612    556    502    877    638    580    525
 1963    659    435    384    337    971    732    673    615
 1964    782    549    498    450    853    622    566    511
 1965    805    583    530    477    882    642    584    526
 1966    597    408    370    335    881    643    586    530
 1967    534    354    317    283    858    621    564    508
 1968    521    339    300    265    904    665    608    552
 1969    649    437    390    346    739    513    463    416
 1970    744    526    478    431    899    659    600    543
 1971    538    344    303    263   1012    772    713    654
 1972    663    439    390    345    841    602    546    493
 1973    565    360    313    271    940    700    640    581
 1974    572    368    325    283    799    563    505    452
 1975    724    510    462    416    871    633    575    518
 1976    557    364    322    283    854    617    559    504
 1977    854    616    558    502    922    682    624    567
 1978    621    410    366    324    885    649    594    541
 1979    585    393    351    313    849    613    557    504
 1980    658    461    416    376    860    624    567    513
 1981    580    393    352    313    906    666    607    548
 1982    691    458    404    350    747    513    462    412
 1983    495    299    262    228    885    652    597    542
 1984    521    329    288    251    915    676    617    558
 1985    727    501    453    407    774    540    489    441
 1986    650    421    370    325    934    694    634    575
 1987    776    546    497    450    964    727    668    611
 1988    797    567    517    472    952    713    656    601
 1989    621    429    387    347    816    582    527    474
 1990    544    344    300    259    924    685    626    569
 1991    763    539    488    438    986    746    686    626
 1992    648    447    406    365    851    614    557    503
 1993    595    376    333    291    825    588    532    477
 1994    652    450    408    367    922    685    627    569
 1995    509    306    267    230    880    640    583    527
 1996    509    304    264    226    872    637    579    524
 1997    460    289    257    225    930    690    631    574
 1998    784    545    490    437    794    566    512    458
 1999    633    404    356    311    868    630    572    515
 2000    715    493    443    397    846    609    553    499
 2001    648    413    362    316    845    612    556    502
 2002    550    369    328    292    975    735    675    616
 2003    567    346    306    269    826    586    526    469
 2004    658    448    399    352    809    574    517    463
 2005    577    374    331    291    962    722    662    602
     ****************************  ****************************
 MEAN  642.5  432.1  386.4  343.4  881.6  644.4  587.2  531.5
 STDV   95.3   82.1   77.7   73.2   66.8   64.9   63.4   61.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    977    729    667    607    956    708    646    585
 1952   1035    787    726    665    908    662    603    546
 1953   1045    797    736    675    970    723    662    605
 1954   1099    851    789    727    994    746    684    623
 1955   1135    887    825    763   1043    795    734    676
 1956    990    742    680    618    996    750    692    635
 1957   1104    856    794    733    996    750    690    632
 1958    927    679    617    556    974    730    671    613
 1959    982    734    672    611   1084    836    774    712
 1960    993    745    684    623   1015    767    705    643
 1961    997    749    687    625    956    708    646    586
 1962    981    734    674    615    975    728    668    608
 1963   1042    794    732    670    935    688    628    570
 1964   1044    796    734    672    864    623    565    510
 1965   1041    793    731    669    944    696    636    577
 1966   1096    848    786    724    874    630    572    518
 1967    927    684    628    573    877    646    592    539
 1968   1013    765    703    642    943    695    633    574
 1969   1032    784    722    660    985    737    675    613
 1970   1013    766    706    647    977    729    667    607
 1971    936    692    634    576    922    680    623    566
 1972    972    728    669    611    941    693    632    574
 1973   1031    783    721    659   1011    763    701    639
 1974   1083    835    774    713    831    587    530    477
 1975   1012    764    705    647   1002    754    692    630
 1976   1039    791    729    670    935    690    631    573
 1977   1085    837    775    714    875    628    569    512
 1978    993    745    683    621    954    710    651    592
 1979    993    745    683    621    934    686    624    563
 1980   1060    812    750    689    990    742    680    618
 1981   1031    783    721    659    918    671    613    556
 1982   1032    784    722    660    925    679    620    563
 1983   1103    855    793    731   1098    850    788    726
 1984    976    728    667    606    971    729    670    612
 1985    974    726    665    604    842    596    536    481
 1986   1072    824    762    700    846    606    548    491
 1987   1067    819    757    695    899    651    590    531
 1988   1015    767    705    644   1030    791    733    675
 1989   1040    792    730    668    941    695    636    578
 1990   1014    766    704    642    993    745    683    622
 1991   1021    773    711    650    971    723    661    601
 1992    885    637    575    515    810    566    510    459
 1993    997    749    687    625    994    746    684    622
 1994    941    693    632    572    890    644    589    535
 1995   1024    776    715    654   1093    845    783    721
 1996    949    701    640    580    932    684    622    560
 1997   1033    785    724    663    917    669    607    548
 1998   1056    808    746    684   1032    784    722    660
 1999   1112    864    802    740    928    680    618    558
 2000   1010    762    700    640   1018    770    708    646
 2001   1084    836    774    712    996    748    686    624
 2002   1097    849    787    725    965    717    656    596
 2003   1016    768    706    645   1023    775    713    651
 2004    949    701    640    580    829    587    531    479
 2005   1054    806    744    682      0      0      0      0
     ****************************  ****************************
 MEAN 1022.3  774.6  713.2  652.2  936.8  695.1  636.1  578.4
 STDV   53.2   52.8   52.4   51.7  144.2  114.8  107.4   99.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    626    417    372    328    378    224    193    166
 1952    746    541    496    452    386    260    231    203
 1953    747    544    501    462    610    436    397    358
 1954    790    565    515    466    438    269    233    200
 1955    795    580    532    485    505    342    307    273
 1956    712    510    467    427    609    414    374    337
 1957    627    421    382    344    376    216    182    151
 1958    756    533    483    438    521    345    305    267
 1959    695    484    435    390    336    187    158    131
 1960    728    509    461    415    442    287    255    225
 1961    657    452    405    361    518    343    304    268
 1962    643    448    404    363    521    334    293    256
 1963    753    528    476    428    712    498    450    404
 1964    703    487    437    389    436    280    248    217
 1965    624    408    361    316    496    313    276    240
 1966    651    456    414    377    487    329    294    261
 1967    598    405    366    328    415    267    239    215
 1968    672    456    409    366    470    307    271    238
 1969    716    497    450    405    344    206    179    155
 1970    692    478    430    386    401    244    212    181
 1971    755    548    499    453    570    383    341    300
 1972    729    516    466    416    331    201    176    154
 1973    678    452    401    354    531    352    312    274
 1974    564    379    339    302    425    260    226    194
 1975    595    397    352    308    475    322    286    254
 1976    664    464    421    381    300    185    164    145
 1977    745    514    463    414    349    191    160    131
 1978    797    581    529    478    357    225    194    165
 1979    734    526    483    440    416    274    240    209
 1980    727    517    467    422    335    220    196    173
 1981    687    473    426    387    372    224    194    165
 1982    669    465    417    373    431    270    235    206
 1983    721    515    469    426    371    221    192    164
 1984    626    428    381    341    426    262    226    190
 1985    705    500    451    405    376    222    189    159
 1986    775    550    495    441    393    230    196    164
 1987    696    473    426    381    308    178    151    127
 1988    723    510    463    419    310    175    146    121
 1989    622    439    395    352    433    292    262    232
 1990    806    587    539    491    421    271    239    209
 1991    715    521    475    431    370    236    208    185
 1992    632    442    399    356    429    278    247    219
 1993    541    339    297    259    381    234    202    174
 1994    730    514    465    421    489    309    268    232
 1995    617    424    381    341    398    250    219    191
 1996    607    412    369    328    441    284    248    214
 1997    732    513    466    419    453    301    271    242
 1998    852    623    569    516    433    265    231    201
 1999    632    440    398    360    411    276    246    217
 2000    730    531    484    441    529    343    303    267
 2001    660    447    395    347    390    239    206    175
 2002    751    532    486    442    295    173    148    127
 2003    644    449    406    364    455    308    276    247
 2004    811    587    538    490    427    257    220    188
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  683.7  478.7  432.8  389.5  422.4  269.3  236.7  206.6
 STDV  115.0   88.2   82.1   76.2  101.1   76.0   70.2   64.6
