# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1635] CLINTON-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1635 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1979    674    471    426    383    930    690    631    574
 1980    732    509    457    409    882    643    587    532
 1981    621    414    369    327    955    715    655    595
 1982    821    578    522    467    793    555    500    450
 1983    570    363    320    279    940    703    646    591
 1984    591    391    351    312    974    734    675    616
 1985    755    522    471    423    837    600    545    493
 1986    724    495    440    387    942    703    645    587
 1987    836    609    559    510    997    757    698    640
 1988    781    554    504    456    961    726    670    616
 1989    628    425    381    340    878    639    580    523
 1990    583    370    323    281    931    691    632    574
 1991    839    607    553    503   1013    773    713    653
 1992    679    478    433    389    850    612    555    501
 1993    694    474    423    374    862    630    574    519
 1994    672    466    422    380    951    714    657    602
 1995    610    384    335    291    975    735    675    616
 1996    575    359    312    270    916    677    618    559
 1997    530    334    295    258    923    683    624    566
 1998    827    585    529    475    870    633    577    523
 1999    742    508    455    407    920    680    623    566
 2000    760    533    479    426    872    634    575    520
 2001    720    486    436    389    859    622    565    511
 2002    592    395    353    314    951    711    652    594
 2003    609    391    346    306    842    606    549    493
 2004    742    514    463    414    875    636    577    519
 2005    621    408    362    320   1023    783    723    663
     ****************************  ****************************
 MEAN  680.0  463.8  415.8  370.8  909.2  671.1  613.2  556.9
 STDV   93.2   81.9   78.2   73.9   61.9   60.9   59.9   58.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1001    753    691    629    933    685    624    564
 1952   1090    842    780    718    953    705    644    584
 1953   1074    826    764    702   1011    763    701    640
 1954   1077    829    767    705    979    731    669    607
 1955   1170    922    860    798   1091    843    781    719
 1956   1023    775    713    651   1013    765    703    643
 1957   1095    847    785    723    999    751    689    627
 1958    954    706    644    582    987    742    681    620
 1959    966    719    658    599   1074    826    764    702
 1960    994    746    684    623   1029    781    719    657
 1961    998    750    688    626   1001    753    691    629
 1962    920    673    614    555    944    697    636    575
 1963   1027    779    717    656    918    674    614    556
 1964   1042    794    733    672    915    671    611    554
 1965   1015    767    705    643    948    701    641    581
 1966   1094    846    784    723    931    684    623    564
 1967    948    702    644    587    838    595    538    483
 1968   1027    779    718    657   1010    763    703    645
 1969   1059    811    749    687   1003    755    693    633
 1970   1056    808    747    689   1022    774    712    651
 1971    964    718    659    601    959    711    649    589
 1972   1017    770    710    650   1009    761    700    640
 1973   1060    812    750    688   1050    802    740    678
 1974   1088    840    778    717    941    693    632    573
 1975   1031    783    722    664   1034    786    724    663
 1976   1068    820    758    697    956    708    647    588
 1977   1105    857    795    733    942    694    633    573
 1978   1048    800    738    676   1015    767    706    646
 1979   1028    781    720    659   1004    756    696    636
 1980   1128    880    818    756   1082    834    772    710
 1981   1037    789    727    666    994    746    686    626
 1982   1074    826    764    702    957    710    650    591
 1983   1110    862    800    739   1096    848    786    724
 1984    984    737    676    616   1012    767    707    648
 1985   1030    782    720    658    927    679    618    558
 1986   1107    859    797    735    883    640    580    522
 1987   1131    883    821    759    985    737    676    615
 1988   1084    836    774    712   1092    844    784    725
 1989   1071    823    761    699    985    737    676    615
 1990   1029    781    719    657   1005    757    695    633
 1991   1056    808    746    684   1023    775    713    651
 1992    937    689    627    566    835    589    534    482
 1993   1050    802    740    678   1017    769    707    645
 1994   1016    768    706    644    920    672    611    552
 1995   1083    835    773    712   1180    932    870    808
 1996    982    734    672    611    993    745    683    621
 1997   1043    795    733    672    934    686    624    565
 1998   1048    800    738    676   1042    794    732    670
 1999   1131    883    821    759    959    711    649    587
 2000   1006    758    696    634   1026    778    716    654
 2001   1085    837    775    714   1016    768    706    644
 2002   1113    865    803    741   1011    763    701    640
 2003   1033    785    723    661   1049    801    739    677
 2004    985    737    675    613    858    611    553    497
 2005   1071    823    761    699      0      0      0      0
     ****************************  ****************************
 MEAN 1044.8  796.9  735.3  674.1  970.7  727.8  667.9  608.7
 STDV   53.5   53.2   52.8   52.3  148.1  118.7  111.3  103.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    654    437    387    343    472    295    259    227
 1952    731    516    468    425    363    230    202    177
 1953    741    520    472    425    580    388    349    312
 1954    797    566    512    461    461    294    259    224
 1955    787    559    507    457    473    299    264    231
 1956    711    490    439    393    619    417    374    336
 1957    688    468    419    374    396    235    201    170
 1958    713    493    446    401    509    331    295    260
 1959    747    538    490    443    319    174    142    114
 1960    805    573    519    467    450    281    245    209
 1961    741    524    475    429    453    277    238    204
 1962    608    410    366    324    508    320    282    246
 1963    708    490    443    398    702    487    440    397
 1964    730    517    467    419    402    253    221    191
 1965    706    479    426    376    456    278    239    204
 1966    696    474    423    379    429    267    231    198
 1967    658    452    407    365    408    248    216    186
 1968    720    497    449    402    483    312    275    240
 1969    720    507    461    417    376    221    191    165
 1970    758    532    480    429    484    295    257    221
 1971    839    612    559    510    666    464    416    371
 1972    805    580    527    475    374    210    178    150
 1973    764    534    480    429    602    405    360    319
 1974    652    442    394    351    496    312    270    232
 1975    600    406    361    320    538    370    332    295
 1976    726    506    457    410    340    196    172    150
 1977    789    551    497    444    383    217    183    153
 1978    889    657    603    549    418    245    208    175
 1979    789    568    518    472    479    300    260    223
 1980    793    565    512    463    382    232    203    175
 1981    722    498    447    398    423    254    221    188
 1982    726    509    460    414    501    316    276    240
 1983    747    530    478    429    486    298    260    223
 1984    712    508    460    414    517    333    290    247
 1985    762    544    495    448    451    270    232    195
 1986    809    580    525    473    462    275    236    201
 1987    724    496    447    400    343    193    163    135
 1988    803    581    530    480    327    186    155    127
 1989    666    459    413    370    489    321    285    251
 1990    808    583    533    483    440    277    242    208
 1991    738    531    482    436    437    262    227    198
 1992    680    468    422    377    400    237    206    179
 1993    598    383    334    287    409    252    215    181
 1994    772    537    482    429    508    317    274    237
 1995    677    458    410    366    440    272    239    207
 1996    690    467    418    372    455    278    238    203
 1997    765    534    480    427    487    320    284    249
 1998    857    623    566    511    468    274    233    194
 1999    697    493    448    404    467    301    266    232
 2000    767    544    493    445    551    355    316    279
 2001    694    476    423    375    415    238    203    172
 2002    829    599    545    494    344    198    170    145
 2003    705    491    442    394    441    280    248    216
 2004    802    574    522    471    441    254    216    184
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  723.9  507.8  458.5  411.8  449.5  280.3  244.7  211.7
 STDV  117.1   89.0   82.5   76.0   99.8   74.8   69.0   63.6
