# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4228] JEFFERSON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4228 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2003    171    104     90     79    404    268    241    218
 2004    210    111     91     74    418    267    237    209
 2005    149     73     58     49    463    297    257    220
     ****************************  ****************************
 MEAN  149.0   78.6   65.5   54.3  386.6  244.0  214.7  187.2
 STDV   76.6   51.1   45.4   39.7   81.7   66.9   62.7   58.6

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    688    468    417    368    756    523    467    411
 1952    611    400    353    310   1013    774    715    656
 1953    635    424    380    339    972    734    675    617
 1954    537    359    321    283    957    720    663    607
 1955    725    492    443    399    815    582    527    476
 1956    704    490    444    399    979    743    685    627
 1957    585    372    329    289    861    623    564    507
 1958    736    525    478    432    801    564    507    454
 1959    704    486    436    388    965    725    665    608
 1960    689    472    423    376    848    609    552    495
 1961    587    388    347    308    881    645    588    536
 1962    854    613    556    504    876    638    579    522
 1963    663    440    388    339    988    748    689    631
 1964    821    583    528    478    893    657    600    545
 1965    811    586    532    479    883    643    584    527
 1966    578    394    356    322    876    640    583    527
 1967    510    331    293    261    822    584    527    472
 1968    564    369    329    290    938    699    641    585
 1969    692    474    425    377    767    538    485    434
 1970    787    562    510    461    921    681    622    565
 1971    578    376    333    293   1020    780    721    662
 1972    669    445    397    352    894    654    596    541
 1973    642    427    379    335    975    735    675    615
 1974    621    406    358    313    873    634    576    520
 1975    767    539    491    445    912    674    615    557
 1976    629    435    392    352    915    678    620    565
 1977    902    664    606    551    976    736    679    622
 1978    678    472    426    382    938    704    647    591
 1979    662    461    418    379    902    666    609    555
 1980    732    520    473    430    921    682    623    567
 1981    645    448    405    366    935    695    636    578
 1982    754    519    464    409    819    584    530    479
 1983    574    376    335    298    937    701    644    588
 1984    626    420    376    333    980    740    681    623
 1985    788    554    502    455    857    622    567    513
 1986    732    505    454    405    979    739    679    620
 1987    848    614    562    510    994    756    697    639
 1988    845    612    562    515    989    751    693    637
 1989    737    533    486    441    896    661    605    550
 1990    599    391    345    300    953    716    658    600
 1991    794    569    516    465   1009    769    709    649
 1992    700    497    453    409    883    646    589    534
 1993    650    426    377    332    855    619    563    508
 1994    717    505    459    416    960    722    663    604
 1995    580    363    319    279    908    669    612    556
 1996    586    373    327    283    918    682    624    567
 1997    549    358    318    280    952    712    652    594
 1998    784    544    488    439    793    566    513    461
 1999    632    405    358    314    858    620    563    507
 2000    723    501    452    406    847    610    555    502
 2001    641    408    359    315    843    606    550    495
 2002    551    373    334    298    959    719    659    601
 2003    563    345    307    271    820    580    520    463
 2004    654    443    395    350    812    577    521    467
 2005    588    385    344    303    956    716    656    596
     ****************************  ****************************
 MEAN  676.7  462.5  415.6  371.4  906.4  668.9  611.2  555.1
 STDV   93.2   81.4   77.3   73.3   66.6   65.0   63.8   62.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    976    728    666    605    945    697    635    574
 1952   1037    789    727    666    913    665    604    546
 1953   1038    790    730    671    965    717    656    598
 1954   1093    845    783    721    993    745    683    621
 1955   1150    902    840    778   1052    804    742    681
 1956    986    738    676    614    990    744    686    629
 1957   1125    877    815    753   1008    761    700    640
 1958    923    675    614    554    994    748    688    629
 1959   1004    756    694    634   1093    845    783    721
 1960   1008    760    698    638   1031    783    721    659
 1961   1033    785    723    661    988    740    678    616
 1962    987    739    678    619    975    727    666    605
 1963   1062    814    752    690    970    722    660    601
 1964   1080    832    770    708    905    660    601    542
 1965   1030    782    720    658    937    690    630    571
 1966   1100    852    790    728    919    671    611    552
 1967    946    698    636    576    883    639    583    529
 1968   1024    776    714    652    976    728    666    604
 1969   1043    795    733    671   1007    759    697    635
 1970   1034    786    724    665    995    747    685    623
 1971    954    709    649    589    961    714    654    595
 1972   1009    763    704    646    979    731    670    610
 1973   1060    812    750    688   1054    806    744    682
 1974   1131    883    821    759    921    673    613    554
 1975   1065    818    757    697   1047    799    737    676
 1976   1077    829    767    708   1008    762    702    644
 1977   1115    867    805    743    943    696    636    577
 1978   1040    792    730    669   1007    760    700    640
 1979   1027    779    717    655   1012    766    705    646
 1980   1115    867    805    743   1054    806    744    682
 1981   1062    814    752    690    964    717    658    600
 1982   1094    846    784    722   1001    754    694    634
 1983   1134    886    824    762   1149    901    839    777
 1984   1043    795    733    671   1052    805    744    683
 1985   1045    797    735    673    945    697    636    578
 1986   1115    867    805    743    909    665    606    548
 1987   1105    857    795    733    921    677    619    562
 1988   1071    823    761    699   1060    817    757    699
 1989   1073    825    763    701   1007    760    699    639
 1990   1026    778    716    654   1016    768    706    646
 1991   1040    792    730    669   1001    753    691    630
 1992    921    673    611    551    855    611    553    498
 1993   1036    788    726    664   1004    756    694    633
 1994    986    738    676    615    942    696    637    579
 1995   1041    793    732    671   1114    866    804    742
 1996    980    732    671    610    966    718    656    594
 1997   1055    807    745    684    945    697    635    574
 1998   1066    818    756    694   1033    785    723    661
 1999   1103    855    793    731    949    701    639    577
 2000   1017    769    707    646   1017    769    707    645
 2001   1079    831    769    707   1001    753    691    629
 2002   1093    845    783    721    959    711    650    590
 2003   1010    762    700    638   1034    786    724    662
 2004    966    718    656    594    835    591    536    485
 2005   1061    813    751    689      0      0      0      0
     ****************************  ****************************
 MEAN 1045.3  797.5  735.7  674.4  967.3  724.7  665.1  606.3
 STDV   53.3   53.2   53.0   52.5  145.6  115.7  108.2  100.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    590    378    332    287    404    249    218    188
 1952    740    523    475    430    355    228    199    172
 1953    747    548    504    463    597    423    385    348
 1954    784    555    503    451    411    244    210    176
 1955    774    560    510    464    488    328    293    259
 1956    698    493    448    408    614    412    368    332
 1957    620    404    363    325    361    198    165    134
 1958    761    538    490    446    535    357    318    281
 1959    697    494    449    407    331    187    158    132
 1960    761    544    495    450    464    313    279    247
 1961    677    472    422    375    524    342    303    266
 1962    664    464    419    379    524    342    301    263
 1963    766    538    483    431    721    491    441    392
 1964    706    491    441    394    436    276    244    214
 1965    585    379    334    293    500    337    300    264
 1966    675    462    419    381    502    344    308    274
 1967    651    441    394    353    423    264    232    206
 1968    685    455    404    359    504    333    294    257
 1969    727    496    445    398    365    213    183    157
 1970    740    520    469    420    412    250    216    184
 1971    801    579    529    481    593    396    352    310
 1972    742    523    471    421    380    225    195    172
 1973    736    506    452    400    607    410    367    325
 1974    663    458    414    372    509    324    285    248
 1975    623    430    386    344    549    390    353    317
 1976    769    563    517    471    353    222    197    174
 1977    778    548    494    444    401    239    206    177
 1978    857    630    576    526    434    278    244    211
 1979    816    597    549    502    481    316    280    247
 1980    832    607    552    501    411    273    246    222
 1981    780    557    504    458    396    232    197    167
 1982    743    528    477    428    487    305    269    236
 1983    816    601    549    498    430    254    220    189
 1984    717    510    460    411    471    288    247    208
 1985    744    538    490    443    419    244    208    175
 1986    828    598    541    486    454    272    232    196
 1987    748    525    478    434    373    232    202    174
 1988    783    564    516    470    368    223    190    161
 1989    692    496    450    406    507    343    306    271
 1990    839    618    566    515    471    307    272    240
 1991    741    535    488    442    447    292    259    231
 1992    709    504    456    408    455    290    258    232
 1993    589    377    331    289    424    262    229    197
 1994    787    565    513    465    518    327    281    239
 1995    688    487    439    396    442    281    245    212
 1996    656    443    396    351    491    313    273    238
 1997    755    529    479    432    471    319    286    255
 1998    862    632    577    524    442    275    242    213
 1999    670    470    429    390    438    295    264    235
 2000    744    538    492    449    530    342    304    269
 2001    664    450    398    349    402    251    218    187
 2002    752    530    481    435    291    169    147    127
 2003    656    458    414    371    475    321    288    258
 2004    815    586    535    488    436    269    233    200
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  717.1  506.1  458.1  413.0  451.4  289.3  254.7  222.9
 STDV  119.6   93.2   86.9   80.8   99.9   74.9   69.1   63.4
