# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 34 10/18-->10/24    2.41   0.33   55(60)   15(16)   14(15)    7( 8)    1( 1)    0       92
 35 10/25-->10/31    2.55   0.28   58(62)   19(20)   14(15)    1( 1)    1( 1)    0       93
 36 11/1-->11/7      3.45   0.39   49(56)   15(17)   16(18)    5( 6)    2( 2)    0       87
 37 11/8-->11/14     1.64   0.27   40(61)   16(24)    8(12)    2( 3)    0( 0)    0       66
 38 11/15-->11/21    1.75   0.29   53(66)   14(18)    9(11)    4( 5)    0( 0)    0       80
 39 11/22-->11/28    0.99   0.20   54(71)   14(18)    8(11)    0( 0)    0( 0)    0       76
 40 11/29-->12/5     1.19   0.18   51(80)    7(11)    5( 8)    1( 2)    0( 0)    0       64
 41 12/6-->12/12     1.00   0.15   59(81)    9(12)    5( 7)    0( 0)    0( 0)    0       73
 42 12/13-->12/19    1.13   0.15   65(83)   10(13)    2( 3)    1( 1)    0( 0)    0       78
 43 12/20-->12/26    0.84   0.14   60(85)    8(11)    3( 4)    0( 0)    0( 0)    0       71
 44 12/27-->1/2      1.06   0.19   49(78)    8(13)    5( 8)    1( 2)    0( 0)    0       63
 45 1/3-->1/9        0.60   0.13   47(87)    5( 9)    2( 4)    0( 0)    0( 0)    0       54
 46 1/10-->1/16      1.23   0.14   52(83)    8(13)    1( 2)    2( 3)    0( 0)    0       63
 47 1/17-->1/23      0.86   0.14   57(85)    9(13)    1( 1)    0( 0)    0( 0)    0       67
 48 1/24-->1/30      1.12   0.11   77(93)    3( 4)    2( 2)    1( 1)    0( 0)    0       83
 49 1/31-->2/6       1.10   0.14   64(88)    5( 7)    3( 4)    1( 1)    0( 0)    0       73
 50 2/7-->2/13       1.02   0.14   59(82)   10(14)    2( 3)    1( 1)    0( 0)    0       72
 51 2/14-->2/20      0.98   0.21   60(74)   12(15)    9(11)    0( 0)    0( 0)    0       81
 52 2/21-->2/27      1.59   0.17   68(81)   12(14)    2( 2)    2( 2)    0( 0)    0       84
 53 2/28-->2/29      0.73   0.15    8(73)    2(18)    1( 9)    0( 0)    0( 0)    0       11
ANNUAL TOTALS        5.25   0.34 3149(61)  878(17)  661(12)  338( 6)   71( 1)    0     5097
