# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1354] CENTERVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1354 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1966   1097    849    787    725    891    644    586    529
 1967    982    736    677    619    903    662    604    549
 1968   1054    806    744    682   1024    776    714    654
 1969   1110    862    800    738   1055    807    745    683
 1970   1089    841    779    717   1036    788    726    664
 1971   1005    757    697    637   1017    769    708    647
 1972   1060    812    750    690   1011    763    701    640
 1973   1107    859    797    735   1100    852    790    728
 1974   1120    872    810    748    947    699    638    577
 1975   1066    819    759    699   1060    812    750    688
 1976   1087    839    777    716    997    749    687    626
 1977   1148    900    838    776   1009    761    699    638
 1978   1079    831    769    707   1011    763    702    642
 1979   1019    771    709    647   1000    752    691    630
 1980   1132    884    822    760   1085    837    775    713
 1981   1067    819    757    695    977    729    668    607
 1982   1066    818    756    694    971    723    662    603
 1983   1156    908    846    784   1170    922    860    798
 1984   1033    785    723    661   1066    818    756    697
 1985   1052    804    742    680    927    679    617    555
 1986   1131    883    821    759    921    676    616    556
 1987   1122    874    812    750   1003    755    693    631
 1988   1105    857    795    733   1101    853    793    733
 1989   1077    829    767    705   1017    769    707    646
 1990   1039    791    729    667   1044    796    734    672
 1991   1081    833    771    709   1055    807    745    683
 1992   1002    754    692    630    869    623    563    504
 1993   1064    816    754    692   1068    820    758    696
 1994   1025    777    715    653    993    745    684    624
 1995   1085    837    775    715   1149    901    839    777
 1996   1022    774    712    650   1005    757    695    633
 1997   1067    819    757    695   1006    758    696    634
 1998   1096    848    786    724   1085    837    775    713
 1999   1127    879    817    755    986    738    676    614
 2000   1041    793    731    669   1077    829    767    705
 2001   1105    857    795    733   1029    781    719    657
 2002   1119    871    809    747   1014    766    704    642
 2003   1057    809    747    685   1086    838    776    714
 2004    975    727    665    603    857    609    549    491
 2005   1084    836    774    712      0      0      0      0
     ****************************  ****************************
 MEAN 1072.5  824.6  762.7  701.0  999.7  756.6  696.3  636.6
 STDV   46.4   46.4   46.2   45.9  151.3  121.5  114.2  106.8

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    666    448    398    350    480    302    266    235
 1952    796    573    521    473    426    284    252    222
 1953    815    598    548    502    644    451    408    365
 1954    870    638    583    531    497    316    278    242
 1955    848    622    569    520    502    323    284    248
 1956    767    550    501    457    684    472    425    380
 1957    699    474    424    378    411    247    210    176
 1958    781    551    499    448    553    371    330    290
 1959    754    533    483    435    386    217    182    151
 1960    813    585    533    484    510    334    298    264
 1961    724    511    462    415    526    343    301    261
 1962    692    486    442    400    568    371    325    283
 1963    807    571    515    462    810    576    521    468
 1964    767    546    495    445    439    291    259    227
 1965    722    504    452    405    503    320    283    248
 1966    672    452    404    362    483    321    284    249
 1967    702    491    445    402    435    268    233    202
 1968    735    500    445    396    537    353    311    272
 1969    806    573    518    467    436    263    230    200
 1970    762    539    487    437    486    294    253    214
 1971    880    645    591    539    657    448    398    351
 1972    808    582    527    473    424    254    216    185
 1973    800    563    506    450    640    416    371    327
 1974    642    442    397    355    552    354    311    270
 1975    663    453    405    359    563    380    339    299
 1976    750    518    466    418    348    201    175    155
 1977    825    585    526    471    444    254    216    183
 1978    878    650    596    543    414    257    221    187
 1979    761    544    495    452    518    340    301    265
 1980    801    577    523    473    410    261    231    202
 1981    764    538    485    434    440    266    230    199
 1982    725    504    455    406    488    301    261    224
 1983    817    597    546    496    442    260    227    198
 1984    722    510    462    416    506    313    272    231
 1985    763    546    495    447    467    277    237    199
 1986    872    637    579    522    468    282    240    201
 1987    743    504    453    404    337    188    159    133
 1988    830    595    540    488    352    203    170    139
 1989    667    453    405    359    506    328    290    254
 1990    844    612    556    504    463    289    251    215
 1991    786    577    527    478    484    312    273    236
 1992    692    474    426    378    474    289    251    219
 1993    597    382    336    292    424    252    216    182
 1994    755    531    479    428    507    310    267    228
 1995    697    479    429    385    466    289    253    218
 1996    684    456    407    361    502    319    278    239
 1997    773    535    480    430    462    296    262    228
 1998    884    646    589    533    475    286    248    212
 1999    697    486    438    392    460    297    261    227
 2000    762    542    493    448    562    358    315    276
 2001    686    464    411    358    410    244    210    178
 2002    817    587    532    481    345    214    189    166
 2003    661    451    403    356    487    311    275    241
 2004    816    582    527    473    430    248    211    178
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  746.5  527.1  476.5  428.6  477.1  302.1  264.7  229.9
 STDV  122.8   95.2   88.4   82.0  108.1   81.5   75.1   68.6
