# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0200
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1997  0.62  1.11  1.92  3.64  2.41  3.65  3.95  1.54  2.21  3.59  1.51  0.71 26.86
 1998  0.83  1.43  2.81  3.18  3.63 10.79  2.68  3.70  0.93  4.02  0.90  0.16 35.06
 1999  0.85  0.63  0.97  8.15  5.90  7.29  6.36  5.96  2.40  0.34  0.93  0.52 40.30
 2000  0.56  1.63  0.44  0.82  4.74  4.08  2.84  1.33  1.01  1.95  2.38  1.59 23.37
 2001  1.11  1.28  1.10  3.78  7.49  1.96  1.90  2.91  5.87  2.56  1.43  0.38 31.77
 2002  0.26  1.03  0.40  3.73  5.11  3.17  5.90  8.21  1.48  3.12  0.22  0.00 32.63
 2003  0.29  0.50  1.15  4.42  4.81  5.90  6.60  1.00  3.93  0.94  4.31  1.21 35.06
 2004  0.76  1.41  3.77  2.40  8.18  3.59  1.96  5.19  1.34  1.79  3.01  0.49 33.89
 2005  1.01  1.84  1.38  3.24  4.38  4.87  4.10 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.73  0.89  2.02  3.45  4.51  4.99  4.01  4.12  3.13  2.36  1.70  0.93 32.23
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
