# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0753] BLOOMFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0753 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1985    775    536    480    428    863    625    568    512
 1986    745    511    457    407   1027    787    728    669
 1987    868    632    580    530   1019    779    720    661
 1988    830    593    538    486    986    746    688    632
 1989    664    456    409    364    891    652    595    538
 1990    608    388    339    296    977    738    679    620
 1991    860    629    573    519   1022    782    722    662
 1992    701    489    442    400    896    660    602    546
 1993    721    487    434    384    907    670    613    557
 1994    698    475    428    385    984    744    684    627
 1995    604    374    324    280    934    694    634    574
 1996    649    425    375    328    931    691    632    574
 1997    562    361    319    281    923    684    626    568
 1998    787    545    488    434    867    629    573    518
 1999    658    427    375    327    898    658    601    545
 2000    731    503    453    405    856    617    559    503
 2001    681    445    394    345    852    617    560    505
 2002    558    360    319    281    978    738    679    621
 2003    591    372    329    290    832    592    532    473
 2004    708    487    434    384    841    601    543    486
 2005    615    398    350    309    995    755    695    635
     ****************************  ****************************
 MEAN  694.0  473.0  423.9  377.9  922.5  684.0  625.9  568.9
 STDV   90.6   79.7   75.8   71.5   65.8   64.6   63.7   62.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1028    780    718    656    967    719    657    596
 1952   1060    812    750    688    961    714    654    596
 1953   1074    826    764    704   1023    775    713    652
 1954   1117    869    807    745   1020    772    710    648
 1955   1154    906    844    782   1076    828    766    704
 1956   1064    816    754    692   1052    805    745    685
 1957   1146    898    836    774   1022    774    713    654
 1958    992    744    682    620   1009    763    702    641
 1959   1025    777    716    655   1100    852    790    728
 1960    996    748    686    625   1022    774    712    650
 1961   1026    778    716    654    998    751    690    632
 1962   1017    769    708    648   1002    754    692    631
 1963   1042    794    732    671    957    709    649    591
 1964   1083    835    773    711    896    653    594    539
 1965    997    749    687    625    939    695    635    576
 1966   1066    818    756    695    879    635    576    520
 1967    963    716    657    600    902    661    605    549
 1968   1042    794    733    672   1002    754    694    634
 1969   1075    827    765    703    982    734    672    611
 1970   1047    799    737    676   1009    761    699    637
 1971    977    731    671    612    977    729    668    607
 1972   1046    800    740    680    993    745    684    623
 1973   1033    785    723    661   1040    792    730    668
 1974   1059    811    749    687    884    637    578    520
 1975    975    731    672    615    982    735    674    616
 1976   1076    828    766    705    965    717    657    598
 1977   1110    862    800    738    971    723    661    600
 1978   1073    825    763    701   1010    762    701    640
 1979   1031    783    721    660   1024    776    714    652
 1980   1145    897    835    773   1101    853    791    729
 1981   1064    816    754    693    995    747    685    625
 1982   1104    856    794    732    997    749    687    627
 1983   1144    896    834    772   1170    922    860    798
 1984   1044    796    734    673   1049    801    741    682
 1985   1077    829    767    705    956    708    646    585
 1986   1145    897    835    773    926    683    623    563
 1987   1145    897    835    773   1036    788    726    665
 1988   1101    853    791    729   1119    872    812    752
 1989   1116    868    806    744   1051    803    742    681
 1990   1057    809    747    685   1059    811    749    687
 1991   1092    844    782    720   1052    804    742    681
 1992   1029    781    719    657    874    628    569    513
 1993   1050    802    740    678   1066    818    756    694
 1994   1031    783    721    659   1009    761    699    638
 1995   1087    839    778    717   1152    904    842    780
 1996   1031    783    721    660   1014    766    704    642
 1997   1034    786    724    662    962    714    652    590
 1998   1083    835    773    711   1073    825    763    701
 1999   1130    882    820    758    989    741    679    617
 2000   1033    785    723    661   1070    822    760    698
 2001   1095    847    785    723   1020    772    710    648
 2002   1119    871    809    747   1010    762    700    638
 2003   1059    811    749    687   1073    825    763    701
 2004    971    723    661    599    855    607    547    490
 2005   1071    823    761    699      0      0      0      0
     ****************************  ****************************
 MEAN 1062.7  814.9  753.2  691.7  988.0  745.2  685.1  625.9
 STDV   48.5   48.3   48.0   47.4  150.9  121.4  114.2  106.8

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    647    433    384    340    487    307    271    239
 1952    740    520    470    424    420    285    254    223
 1953    779    568    521    475    606    429    388    351
 1954    836    608    555    504    494    321    284    248
 1955    846    613    559    508    482    311    275    241
 1956    796    576    525    478    669    463    417    376
 1957    699    475    423    375    409    246    210    178
 1958    758    531    480    431    528    351    312    273
 1959    768    540    488    438    360    203    168    137
 1960    775    556    507    459    479    314    279    245
 1961    703    493    446    401    505    325    284    247
 1962    669    465    421    380    550    356    313    271
 1963    758    539    488    439    749    532    482    435
 1964    741    525    474    426    442    288    256    224
 1965    708    490    443    397    478    311    273    237
 1966    665    452    407    365    489    325    289    254
 1967    688    479    434    390    460    298    263    231
 1968    734    507    456    411    520    350    312    275
 1969    739    520    471    424    412    251    217    186
 1970    770    545    493    441    463    280    242    207
 1971    831    610    560    511    663    449    400    354
 1972    824    601    547    494    429    260    225    194
 1973    741    511    458    408    572    383    343    306
 1974    609    419    374    333    498    311    272    234
 1975    641    435    389    346    551    375    337    302
 1976    741    519    469    425    361    212    183    159
 1977    774    539    484    432    411    241    205    171
 1978    893    662    607    554    454    279    242    207
 1979    791    568    518    471    543    356    315    277
 1980    816    593    540    490    442    287    256    226
 1981    779    551    497    446    485    300    261    226
 1982    759    535    485    435    540    346    305    269
 1983    825    603    550    498    514    321    282    245
 1984    764    550    500    450    541    351    308    267
 1985    789    568    518    470    494    303    263    226
 1986    906    670    613    556    515    321    278    237
 1987    788    548    491    442    403    249    215    185
 1988    848    614    559    509    386    229    194    161
 1989    702    494    447    401    539    355    318    283
 1990    873    643    590    538    515    336    297    259
 1991    813    602    551    504    511    337    297    259
 1992    727    512    464    417    481    298    262    230
 1993    642    424    375    331    457    283    244    207
 1994    788    558    504    455    566    366    321    281
 1995    716    498    449    403    500    320    280    243
 1996    703    479    430    384    521    337    295    258
 1997    785    550    497    446    480    314    280    247
 1998    879    646    590    535    468    286    248    213
 1999    692    483    437    393    444    288    254    223
 2000    771    555    506    461    554    351    309    270
 2001    676    459    406    354    410    241    208    176
 2002    822    593    541    492    360    228    201    178
 2003    675    459    410    363    484    312    275    240
 2004    807    578    523    473    427    247    210    176
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  745.6  528.4  478.6  431.4  482.2  309.4  272.2  237.6
 STDV  122.6   94.9   88.3   81.9   99.8   74.5   68.7   63.4
