# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5131] MAQUOKETA-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 38 11/15-->11/21    3.12   0.39   47(57)   14(17)   13(16)    7( 8)    2( 2)    0       83
 39 11/22-->11/28    1.57   0.26   68(65)   20(19)   14(13)    3( 3)    0( 0)    0      105
 40 11/29-->12/5     1.75   0.25   63(70)   15(17)    8( 9)    4( 4)    0( 0)    0       90
 41 12/6-->12/12     1.05   0.21   70(72)   19(20)    7( 7)    1( 1)    0( 0)    0       97
 42 12/13-->12/19    2.66   0.24   60(76)   11(14)    5( 6)    2( 3)    1( 1)    0       79
 43 12/20-->12/26    1.54   0.22   61(77)   11(14)    3( 4)    4( 5)    0( 0)    0       79
 44 12/27-->1/2      1.30   0.23   53(65)   17(21)   10(12)    1( 1)    0( 0)    0       81
 45 1/3-->1/9        0.72   0.18   59(75)   15(19)    5( 6)    0( 0)    0( 0)    0       79
 46 1/10-->1/16      2.21   0.20   64(77)   11(13)    6( 7)    1( 1)    1( 1)    0       83
 47 1/17-->1/23      1.30   0.21   65(74)   16(18)    5( 6)    2( 2)    0( 0)    0       88
 48 1/24-->1/30      1.17   0.17   71(80)   14(16)    3( 3)    1( 1)    0( 0)    0       89
 49 1/31-->2/6       0.58   0.16   68(78)   18(21)    1( 1)    0( 0)    0( 0)    0       87
 50 2/7-->2/13       2.06   0.20   55(75)   14(19)    3( 4)    0( 0)    1( 1)    0       73
 51 2/14-->2/20      0.93   0.22   51(64)   17(21)   12(15)    0( 0)    0( 0)    0       80
 52 2/21-->2/27      1.78   0.26   64(68)   14(15)   12(13)    4( 4)    0( 0)    0       94
 53 2/28-->2/29      0.46   0.11   11(92)    1( 8)    0( 0)    0( 0)    0( 0)    0       12
ANNUAL TOTALS        6.93   0.34 3259(59) 1000(18)  771(14)  340( 6)   63( 1)    0     5433
