# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia9067
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1981  0.00  2.09  0.04  4.89  0.78  5.51  3.76  5.52  4.85  2.78  2.53  1.38 34.13
 1982  2.21  0.33  2.53  3.11  5.19  8.45 10.08  2.82  4.24  3.11  3.19  3.35 48.61
 1983  0.69  1.17  2.23  4.47  4.38  1.89  3.25  1.84  4.72  2.80  6.32  1.91 35.67
 1984  0.89  0.89  1.78  4.82  5.69  6.02  4.91  1.07  3.57  7.82  3.06  1.59 42.11
 1985  0.87  1.74  2.84  1.02  3.83  3.71  3.79  2.68  4.63  4.28  3.71  2.14 35.24
 1986  0.46  1.84  2.77  4.00  8.88  5.75  4.83  7.18  6.75  3.32  0.85  1.07 47.70
 1987  0.30  0.32  2.80  1.10  3.44  4.57  3.73  8.76  1.62  1.08  3.47  3.15 34.34
 1988  0.87  0.08  0.89  1.05  1.21  0.61  0.67  5.53  2.08  1.58  4.10  0.54 19.21
 1989  0.61  0.33  1.14  1.83  3.10  3.91  2.49  2.98  6.56  1.42  0.01  0.09 24.47
 1990  1.15  0.41  4.83  2.00  7.84  9.46  6.47  9.43  1.86  2.91  3.17  0.44 49.97
 1991  1.07  0.26  4.81  3.98  4.03  3.90  0.17  2.42  1.45  1.70  5.61  1.85 31.25
 1992  1.05  1.69  1.75  3.41  0.58  1.60 15.09  3.02  7.34  0.44  6.57  1.95 44.49
 1993  1.45  0.84  3.76  6.02  6.67  6.72 12.10 10.74  6.55  0.61  1.04  0.72 57.22
 1994  0.69  1.77  0.60  1.67  2.99  6.84  2.71  3.73  3.27  0.53  2.93  1.24 28.97
 1995  0.91  0.05  1.84  6.55  5.33  5.31  2.60  2.28  2.54  1.35  3.35  0.37 32.48
 1996  2.35  0.43  1.04  1.66 13.77  2.20  2.49  1.67  2.96  3.61  1.24  0.77 34.19
 1997  1.21  3.24  1.65  1.33  6.17  4.35  1.50  3.44  2.46  4.48  0.71  1.68 32.22
 1998  1.09  1.89  4.25  3.34  5.63  6.02  2.06  6.70  3.71  7.09  1.24  0.63 43.65
 1999  1.22  1.13  1.08  5.35  4.21  4.73  3.27  3.80  2.77  1.14  1.60  0.62 30.92
 2000  1.07  0.99  1.08  3.62  4.27  9.17  5.08  2.40  4.19  1.38  1.88  2.02 37.15
 2001  1.83  4.14  1.47  4.05  7.05  4.33  2.03  3.51  3.07  3.04  0.77  1.01 36.30
 2002  0.28  0.82  1.47  4.76  3.99  2.70  4.39  4.07  1.69  6.22  0.07  0.16 30.62
 2003  0.47  0.63  0.38  2.56  2.20  4.73  4.69  0.64  4.39  1.59  4.26  1.69 28.23
 2004  0.98  1.12  3.38  1.18  6.07  2.14  4.04  6.72  0.56  2.69  2.11  0.89 31.88
 2005  1.46  0.99  0.76  4.14  2.39  2.63  1.31 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.04  0.99  2.06  3.50  4.44  4.60  4.26  4.25  3.67  2.58  2.28  1.29 34.46
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
