# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6305] OSAGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 42 12/13-->12/19    0.93   0.20   46(68)   18(26)    4( 6)    0( 0)    0( 0)    0       68
 43 12/20-->12/26    0.67   0.14   66(84)   11(14)    2( 3)    0( 0)    0( 0)    0       79
 44 12/27-->1/2      1.78   0.18   54(77)    9(13)    5( 7)    2( 3)    0( 0)    0       70
 45 1/3-->1/9        1.18   0.15   55(86)    7(11)    1( 2)    1( 2)    0( 0)    0       64
 46 1/10-->1/16      0.90   0.13   66(87)    7( 9)    3( 4)    0( 0)    0( 0)    0       76
 47 1/17-->1/23      1.19   0.19   63(78)    8(10)    9(11)    1( 1)    0( 0)    0       81
 48 1/24-->1/30      1.06   0.14   77(84)   10(11)    4( 4)    1( 1)    0( 0)    0       92
 49 1/31-->2/6       0.68   0.16   62(79)   12(15)    4( 5)    0( 0)    0( 0)    0       78
 50 2/7-->2/13       0.83   0.14   56(86)    6( 9)    3( 5)    0( 0)    0( 0)    0       65
 51 2/14-->2/20      1.30   0.22   41(64)   16(25)    6( 9)    1( 2)    0( 0)    0       64
 52 2/21-->2/27      0.93   0.18   54(78)    8(12)    7(10)    0( 0)    0( 0)    0       69
 53 2/28-->2/29      0.52   0.11   10(91)    0( 0)    1( 9)    0( 0)    0( 0)    0       11
ANNUAL TOTALS        6.37   0.35 3098(59)  921(17)  731(14)  344( 6)   73( 1)    0     5167
