# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5952] NEW-HAMPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5952 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1968    490    295    256    220    832    594    538    485
 1969    610    402    357    314    661    438    386    338
 1970    652    443    395    349    852    615    559    504
 1971    510    327    289    251    959    719    660    601
 1972    645    433    386    341    790    568    517    466
 1973    500    302    260    223    881    641    581    521
 1974    495    297    257    221    731    497    445    396
 1975    662    440    394    350    837    599    543    487
 1976    535    335    296    261    836    599    542    487
 1977    836    599    543    492    860    622    564    508
 1978    653    443    396    352    881    646    591    540
 1979    596    396    354    315    835    599    540    486
 1980    675    463    414    370    860    623    567    513
 1981    560    362    319    279    858    618    558    498
 1982    708    474    420    367    719    490    441    394
 1983    482    288    250    217    867    634    580    527
 1984    532    341    301    263    910    670    610    552
 1985    734    503    452    406    774    539    486    437
 1986    647    426    377    330    889    650    592    536
 1987    765    546    496    448    943    705    647    590
 1988    769    545    497    452    964    726    668    611
 1989    601    398    354    316    825    591    538    488
 1990    520    320    278    240    859    625    569    513
 1991    722    506    456    409    989    749    689    629
 1992    624    424    381    341    792    559    502    448
 1993    575    365    319    275    762    532    476    422
 1994    630    428    384    342    892    655    598    541
 1995    524    324    285    251    896    657    599    543
 1996    478    283    245    208    837    600    542    485
 1997    458    279    242    208    890    650    590    532
 1998    780    537    479    429    787    556    502    449
 1999    638    411    361    314    844    608    552    498
 2000    659    439    388    341    788    553    498    445
 2001    637    403    354    311    839    603    549    495
 2002    544    366    327    290    908    668    609    552
 2003    541    335    295    258    811    571    515    463
 2004    613    401    355    310    779    544    488    436
 2005    529    330    289    251    948    708    648    588
     ****************************  ****************************
 MEAN  599.3  393.4  349.3  308.4  836.0  600.7  544.8  490.9
 STDV   90.6   76.7   71.9   67.5   71.4   68.6   66.6   63.8

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    930    682    621    561    858    610    549    491
 1952    993    745    683    622    867    620    562    508
 1953    956    708    648    589    924    676    615    556
 1954   1013    765    703    641    896    649    588    528
 1955   1091    843    781    719   1011    764    703    642
 1956    876    628    566    505    912    669    610    553
 1957   1048    800    738    676    929    681    620    560
 1958    865    617    556    497    911    668    610    554
 1959    921    673    613    555   1011    763    701    639
 1960    902    656    597    541    925    678    617    556
 1961    902    654    592    532    925    677    616    557
 1962    828    584    526    469    853    608    550    495
 1963    905    657    595    534    804    567    512    461
 1964   1038    790    728    667    850    610    554    500
 1965    928    680    618    556    880    635    575    517
 1966   1012    764    702    640    843    597    537    480
 1967    875    631    573    518    799    560    504    451
 1968    944    696    635    574    921    673    612    555
 1969    987    739    677    617    955    707    645    583
 1970    968    721    660    602    912    664    603    544
 1971    854    609    550    492    859    613    553    496
 1972    902    656    596    537    924    678    618    559
 1973    985    737    675    613    957    709    647    587
 1974   1043    795    733    671    843    599    540    482
 1975    992    745    685    626    973    725    663    602
 1976   1010    762    701    642    903    656    596    539
 1977   1023    775    713    651    829    586    531    477
 1978    974    726    664    602    957    711    651    593
 1979    984    736    674    612    917    671    612    554
 1980   1054    806    744    682    984    736    674    612
 1981   1008    760    699    638    920    672    611    552
 1982   1035    787    725    663    930    682    622    565
 1983   1082    834    772    711   1084    836    774    712
 1984    951    704    643    582   1011    763    703    644
 1985    987    739    677    615    863    617    557    499
 1986   1062    814    752    690    836    595    537    480
 1987   1083    835    773    713    912    666    607    549
 1988   1051    803    741    680   1038    794    734    675
 1989   1046    798    736    674    971    723    662    601
 1990    966    718    656    594    965    717    655    593
 1991   1006    758    696    634    968    720    658    597
 1992    827    579    517    457    772    531    475    423
 1993    946    698    636    574    936    688    626    566
 1994    896    648    586    524    825    579    520    464
 1995    988    740    679    619   1071    823    761    699
 1996    912    665    604    543    902    654    592    531
 1997    963    716    656    596    866    618    556    494
 1998    993    745    683    621    983    735    673    611
 1999   1062    814    752    690    900    652    590    529
 2000    972    724    662    600    947    699    637    575
 2001   1028    780    718    657    969    721    659    598
 2002   1059    811    749    687    923    676    615    554
 2003    964    716    654    593    994    746    684    622
 2004    910    662    602    543    785    547    491    437
 2005   1009    761    699    638      0      0      0      0
     ****************************  ****************************
 MEAN  974.7  727.1  665.7  605.1  900.1  658.4  599.4  541.8
 STDV   67.1   66.6   66.0   65.1  141.3  112.3  105.0   97.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    564    361    316    276    392    241    212    183
 1952    666    468    424    382    297    182    158    135
 1953    624    439    400    362    538    367    327    291
 1954    685    463    411    363    356    210    176    145
 1955    707    494    447    404    415    262    228    196
 1956    590    397    356    318    539    345    307    273
 1957    580    377    333    291    330    177    145    116
 1958    640    435    394    353    463    295    257    224
 1959    636    435    392    350    245    123    100     78
 1960    650    448    403    358    373    231    198    172
 1961    593    397    352    311    414    251    218    188
 1962    516    341    302    264    417    248    214    184
 1963    649    442    396    353    625    426    381    339
 1964    617    413    366    321    340    198    169    145
 1965    523    315    273    233    396    232    196    163
 1966    608    398    356    319    378    233    200    170
 1967    592    394    352    311    345    210    182    156
 1968    633    413    366    322    429    264    229    197
 1969    633    419    375    331    302    167    142    121
 1970    625    411    363    319    382    213    180    149
 1971    707    495    447    399    527    333    291    252
 1972    650    432    381    334    291    158    133    110
 1973    629    410    363    317    516    331    292    254
 1974    557    371    330    291    397    229    194    164
 1975    540    343    300    258    498    331    296    261
 1976    632    436    394    356    292    171    148    131
 1977    680    454    402    353    323    176    147    118
 1978    799    574    523    473    352    197    163    130
 1979    717    498    451    406    372    212    178    146
 1980    722    499    449    400    299    167    142    118
 1981    649    433    386    341    345    188    157    127
 1982    659    452    403    356    419    247    212    177
 1983    715    501    453    406    382    214    180    150
 1984    681    477    428    383    456    276    234    196
 1985    687    486    440    395    369    200    165    132
 1986    716    488    434    382    388    215    181    150
 1987    690    462    413    369    298    161    133    110
 1988    741    519    470    424    278    151    124    102
 1989    623    421    377    334    447    285    250    217
 1990    761    540    490    442    367    214    183    154
 1991    650    450    404    359    357    211    182    161
 1992    624    425    378    333    355    208    182    157
 1993    504    307    266    228    344    203    174    147
 1994    726    498    446    395    411    235    198    162
 1995    609    409    365    326    347    201    172    146
 1996    624    409    364    321    389    229    196    167
 1997    701    472    421    375    425    276    243    215
 1998    808    577    524    471    389    216    180    148
 1999    622    422    379    340    395    246    217    191
 2000    708    498    452    410    486    302    266    230
 2001    622    415    368    325    345    193    161    134
 2002    745    524    475    427    256    134    114     95
 2003    647    445    397    352    403    259    229    200
 2004    779    553    503    454    381    217    187    161
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  641.0  435.5  390.1  346.8  379.5  226.6  195.0  166.1
 STDV  110.9   83.9   77.7   71.7   91.5   67.0   61.4   56.1
