# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8755] WAUKON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 43 12/20-->12/26    0.47   0.16   39(75)   13(25)    0( 0)    0( 0)    0( 0)    0       52
 44 12/27-->1/2      0.68   0.22   27(63)   12(28)    4( 9)    0( 0)    0( 0)    0       43
 45 1/3-->1/9        1.08   0.19   33(73)   10(22)    1( 2)    1( 2)    0( 0)    0       45
 46 1/10-->1/16      1.23   0.15   42(81)    8(15)    1( 2)    1( 2)    0( 0)    0       52
 47 1/17-->1/23      0.86   0.18   39(78)    7(14)    4( 8)    0( 0)    0( 0)    0       50
 48 1/24-->1/30      0.81   0.18   43(81)    5( 9)    5( 9)    0( 0)    0( 0)    0       53
 49 1/31-->2/6       0.55   0.17   33(80)    6(15)    2( 5)    0( 0)    0( 0)    0       41
 50 2/7-->2/13       1.22   0.22   27(71)    8(21)    2( 5)    1( 3)    0( 0)    0       38
 51 2/14-->2/20      0.89   0.21   29(67)   11(26)    3( 7)    0( 0)    0( 0)    0       43
 52 2/21-->2/27      1.40   0.21   41(72)   13(23)    2( 4)    1( 2)    0( 0)    0       57
 53 2/28-->2/29      0.20   0.11    6(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        6
ANNUAL TOTALS        4.72   0.39 2237(52)  984(23)  686(16)  311( 7)   59( 1)    0     4277
