# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6566
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1993  1.13  0.95  2.79  2.08  5.59  5.53  8.45  8.19  3.23  1.45  0.86  0.55 40.80
 1994  1.22  0.74  0.12  2.04  1.80  4.75  2.65  3.09  2.90  3.30  1.42  1.42 25.45
 1995  0.72  0.52  3.24  4.75  5.03  5.08  4.02  3.94  2.55  1.68  1.52  0.34 33.39
 1996  1.50  0.11  1.25  1.49  7.43  4.16  4.89  3.50  2.75  2.58  4.13  0.78 34.57
 1997  0.76  1.11  1.90  2.57  3.18  3.79  1.30  1.09  3.61  3.63  1.17  1.02 25.13
 1998  0.89  1.52  3.01  2.36  3.24  9.79  5.59  7.28  0.86  3.70  1.11  0.27 39.62
 1999  0.89  0.86  1.03  6.37  4.75  9.02  3.18  6.57  1.65  0.32  1.03  0.44 36.11
 2000  0.39  1.27  0.57  0.71  2.73  5.21  4.90  1.09  0.85  1.73  2.73  1.43 23.61
 2001  1.55  1.82  1.66  3.14  5.80  3.16  0.78  2.87  6.36  2.54  0.81  0.62 31.11
 2002  0.34  1.24  0.66  3.79  4.20  2.91  3.46  5.34  2.77  3.90  0.17  0.02 28.80
 2003  0.41  0.99  1.09  5.60  6.34  5.44  3.40  0.58  2.67  1.24  4.83  1.16 33.75
 2004  1.18  1.93  3.31  1.86  9.95  3.72  2.09  4.75  1.18  0.66  3.56  0.26 34.45
 2005  1.21  1.54  1.39  3.51  4.84  5.50  3.43 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.80  0.92  1.91  3.15  4.38  4.69  3.80  4.13  3.07  2.17  1.66  0.95 31.02
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
