# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7979 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1965    703    482    431    384    814    577    523    471
 1966    475    325    294    265    792    560    508    459
 1967    448    289    256    227    793    556    499    444
 1968    462    298    265    234    839    610    555    503
 1969    591    390    346    308    660    445    393    345
 1970    648    449    402    359    852    620    566    515
 1971    498    324    288    255    915    679    621    563
 1972    602    396    351    307    787    554    499    448
 1973    491    297    260    228    863    623    563    506
 1974    516    335    295    258    743    513    462    415
 1975    656    445    399    357    816    577    521    468
 1976    526    351    313    278    834    604    549    496
 1977    793    557    503    452    870    630    571    514
 1978    589    391    350    311    833    598    543    491
 1979    506    328    295    264    801    567    512    458
 1980    629    431    386    342    821    583    527    474
 1981    516    335    295    261    839    599    540    484
 1982    615    387    338    290    665    443    398    356
 1983    442    278    245    215    811    583    527    472
 1984    462    293    257    223    854    614    555    500
 1985    668    446    401    359    724    496    444    398
 1986    585    378    335    293    870    630    572    515
 1987    755    530    479    433    945    707    650    594
 1988    778    548    499    455    958    719    661    604
 1989    574    390    349    312    790    559    505    454
 1990    482    296    258    223    866    634    578    523
 1991    686    475    427    381    921    681    621    561
 1992    633    434    391    349    818    583    525    471
 1993    534    328    285    243    761    530    476    423
 1994    664    459    412    372    892    652    592    533
 1995    474    280    242    208    844    608    552    498
 1996    474    282    243    206    864    629    573    517
 1997    416    261    228    197    910    670    610    553
 1998    760    524    469    420    772    541    488    435
 1999    608    385    340    299    819    582    525    471
 2000    699    475    422    374    798    563    508    454
 2001    597    369    321    282    850    612    554    500
 2002    511    337    299    264    952    712    654    596
 2003    535    322    283    246    827    587    528    470
 2004    605    395    349    306    798    561    505    450
 2005    581    365    319    276    940    700    640    580
     ****************************  ****************************
 MEAN  584.9  385.0  342.2  302.9  832.8  598.0  542.1  488.3
 STDV   93.7   76.0   71.1   66.7   74.8   71.2   69.2   66.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    933    685    623    562    885    637    576    516
 1952   1007    759    698    637    886    638    577    520
 1953   1006    759    699    639    953    705    643    584
 1954   1056    808    746    684    938    690    628    566
 1955   1126    878    816    754   1059    811    749    688
 1956    961    713    651    589    992    749    691    633
 1957   1116    868    806    744    966    719    658    599
 1958    873    625    565    505    930    688    630    574
 1959    925    679    618    559   1021    773    712    652
 1960    956    708    648    589    922    674    612    550
 1961    957    709    647    585    935    687    625    565
 1962    921    673    613    554    901    653    591    533
 1963   1002    754    692    630    878    632    572    516
 1964    991    743    681    621    783    551    499    451
 1965    969    721    659    599    880    638    581    524
 1966   1016    768    706    646    809    566    509    455
 1967    914    673    618    563    837    600    544    493
 1968    953    705    645    585    898    650    589    532
 1969    986    738    676    616   1004    756    694    632
 1970    965    717    658    601    933    685    625    567
 1971    860    618    560    504    850    609    553    504
 1972    908    664    605    547    909    661    602    545
 1973    963    715    653    591    989    741    679    619
 1974   1050    802    740    680    820    573    514    458
 1975   1017    770    710    651    988    740    678    616
 1976   1011    763    702    643    936    689    630    573
 1977   1002    754    692    630    823    577    518    464
 1978    967    719    658    597    916    669    609    549
 1979    954    706    644    582    888    640    581    525
 1980    997    749    687    625    933    685    623    561
 1981    947    699    637    575    889    641    579    522
 1982    995    747    685    623    878    633    575    518
 1983   1063    815    753    691   1062    814    752    690
 1984    936    688    627    569    938    697    638    580
 1985    933    685    623    562    787    540    483    431
 1986   1001    753    691    630    787    555    499    446
 1987   1048    800    738    676    870    624    565    510
 1988   1012    764    702    641   1013    765    705    647
 1989   1020    772    710    648    942    694    632    572
 1990    950    702    640    580    943    695    634    574
 1991    973    725    663    602    927    679    617    557
 1992    821    573    512    452    772    527    471    418
 1993    943    695    633    571    935    687    625    566
 1994    855    607    546    486    844    601    545    490
 1995    982    735    674    614   1034    786    724    663
 1996    923    675    613    552    905    657    595    535
 1997   1010    762    700    639    907    660    599    540
 1998   1019    771    709    647    985    737    675    613
 1999   1068    820    758    696    909    662    601    541
 2000    977    729    668    608    977    729    667    605
 2001   1053    805    743    681    958    710    650    590
 2002   1087    839    777    715    931    685    625    565
 2003    993    745    683    621   1001    753    691    629
 2004    944    696    635    575    831    588    531    477
 2005   1054    806    744    683      0      0      0      0
     ****************************  ****************************
 MEAN  981.3  733.7  672.4  611.8  899.8  658.3  599.5  542.6
 STDV   61.6   61.2   60.6   59.9  141.8  112.9  105.5   97.8

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    543    340    295    256    377    227    197    171
 1952    741    526    475    428    347    217    190    164
 1953    731    519    472    428    557    374    335    297
 1954    740    513    460    410    330    172    142    115
 1955    735    526    480    435    465    298    261    225
 1956    707    498    454    413    576    386    346    310
 1957    590    385    341    302    322    167    138    113
 1958    674    475    432    390    459    300    267    236
 1959    641    437    394    356    237    121    100     83
 1960    670    462    418    378    408    272    239    211
 1961    556    362    321    283    413    259    228    199
 1962    549    370    332    295    465    292    256    223
 1963    665    443    394    348    621    429    391    356
 1964    582    397    359    322    348    217    188    164
 1965    430    253    218    186    439    287    252    218
 1966    588    409    369    331    393    254    223    195
 1967    585    389    344    308    363    224    200    177
 1968    599    384    339    301    409    261    231    202
 1969    647    431    383    345    280    160    139    118
 1970    639    432    389    347    343    201    172    147
 1971    660    456    413    373    472    307    273    241
 1972    612    407    363    320    290    168    145    127
 1973    615    403    355    309    490    310    271    236
 1974    566    381    342    306    412    259    227    197
 1975    556    372    332    294    461    310    279    250
 1976    665    461    418    378    291    186    165    148
 1977    689    459    406    360    307    169    143    118
 1978    783    567    520    473    353    208    178    150
 1979    708    499    453    409    356    219    189    162
 1980    678    465    414    368    313    189    166    145
 1981    658    451    406    365    298    165    139    113
 1982    615    410    362    318    362    217    187    160
 1983    677    471    425    383    330    189    161    133
 1984    582    393    352    315    382    226    191    160
 1985    601    404    361    322    326    188    158    131
 1986    672    449    396    349    370    215    183    153
 1987    692    458    407    365    290    163    138    115
 1988    704    476    431    388    291    159    134    110
 1989    630    432    388    345    438    289    258    229
 1990    764    547    498    449    365    225    194    165
 1991    664    472    428    384    343    209    184    162
 1992    605    417    373    330    379    233    207    183
 1993    509    311    268    233    349    204    175    149
 1994    716    497    447    397    420    245    209    176
 1995    579    391    349    311    335    195    167    142
 1996    578    389    348    310    404    259    229    201
 1997    715    495    447    401    432    286    255    226
 1998    815    593    539    488    420    246    213    182
 1999    627    442    403    365    401    258    227    199
 2000    691    488    445    404    458    285    251    219
 2001    643    428    376    328    374    225    192    164
 2002    707    495    445    400    238    137    118    101
 2003    647    441    393    350    458    296    265    236
 2004    798    571    517    466    387    228    196    166
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  637.0  435.3  390.7  349.4  377.2  232.5  202.9  175.9
 STDV  114.8   87.9   81.8   75.6   93.3   69.3   64.1   59.1
