# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3517] GUTTENBERG-L-AND-D-10
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 17 6/21-->6/27      3.44   0.51   65(50)   16(12)   32(25)    9( 7)    7( 5)    0      129
 18 6/28-->7/4       3.10   0.34   67(54)   28(23)   23(19)    5( 4)    1( 1)    0      124
 19 7/5-->7/11       3.21   0.45   55(48)   29(25)   15(13)   13(11)    2( 2)    0      114
 20 7/12-->7/18      5.70   0.59   49(46)   16(15)   25(23)   10( 9)    7( 7)    0      107
 21 7/19-->7/25      2.26   0.37   76(58)   20(15)   25(19)    9( 7)    2( 2)    0      132
 22 7/26-->8/1       4.04   0.49   49(47)   21(20)   24(23)    7( 7)    3( 3)    0      104
 23 8/2-->8/8        2.73   0.48   65(50)   25(19)   22(17)   12( 9)    5( 4)    0      129
 24 8/9-->8/15       1.80   0.32   59(61)   19(20)   13(13)    6( 6)    0( 0)    0       97
 25 8/16-->8/22      2.78   0.46   68(59)   17(15)   14(12)   10( 9)    6( 5)    0      115
 26 8/23-->8/29      2.71   0.42   54(48)   19(17)   28(25)   10( 9)    2( 2)    0      113
 27 8/30-->9/5       2.40   0.34   65(66)   11(11)   12(12)    8( 8)    2( 2)    0       98
 28 9/6-->9/12       1.63   0.34   56(64)    6( 7)   17(20)    8( 9)    0( 0)    0       87
 29 9/13-->9/19      4.32   0.37   77(63)   19(16)   15(12)    9( 7)    2( 2)    0      122
 30 9/20-->9/26      2.06   0.33   77(60)   22(17)   21(16)    6( 5)    2( 2)    0      128
 31 9/27-->10/3      1.79   0.29   61(66)   12(13)   13(14)    7( 8)    0( 0)    0       93
 32 10/4-->10/10     2.04   0.29   64(61)   22(21)   15(14)    3( 3)    1( 1)    0      105
 33 10/11-->10/17    1.67   0.27   62(69)   11(12)   10(11)    7( 8)    0( 0)    0       90
 34 10/18-->10/24    1.30   0.29   56(55)   23(23)   18(18)    4( 4)    0( 0)    0      101
 35 10/25-->10/31    1.39   0.28   53(55)   28(29)   11(11)    4( 4)    0( 0)    0       96
 36 11/1-->11/7      3.72   0.33   69(66)   14(13)   11(11)    9( 9)    1( 1)    0      104
 37 11/8-->11/14     1.59   0.19   68(77)   10(11)    8( 9)    2( 2)    0( 0)    0       88
 38 11/15-->11/21    1.77   0.25   80(71)   16(14)   10( 9)    6( 5)    0( 0)    0      112
 39 11/22-->11/28    1.75   0.22   68(69)   24(24)    5( 5)    2( 2)    0( 0)    0       99
 40 11/29-->12/5     1.34   0.16   76(81)   12(13)    5( 5)    1( 1)    0( 0)    0       94
 41 12/6-->12/12     1.06   0.19   66(75)   15(17)    6( 7)    1( 1)    0( 0)    0       88
 42 12/13-->12/19    1.08   0.17   72(80)   11(12)    6( 7)    1( 1)    0( 0)    0       90
 43 12/20-->12/26    1.27   0.13   84(83)   15(15)    1( 1)    1( 1)    0( 0)    0      101
 44 12/27-->1/2      0.90   0.19   62(77)    8(10)   11(14)    0( 0)    0( 0)    0       81
 45 1/3-->1/9        0.75   0.15   66(84)    8(10)    5( 6)    0( 0)    0( 0)    0       79
 46 1/10-->1/16      0.80   0.13   73(89)    3( 4)    6( 7)    0( 0)    0( 0)    0       82
 47 1/17-->1/23      1.03   0.13   85(85)   12(12)    2( 2)    1( 1)    0( 0)    0      100
 48 1/24-->1/30      0.87   0.12   96(91)    6( 6)    4( 4)    0( 0)    0( 0)    0      106
 49 1/31-->2/6       1.22   0.15   74(89)    4( 5)    4( 5)    1( 1)    0( 0)    0       83
 50 2/7-->2/13       1.17   0.14   65(86)    7( 9)    3( 4)    1( 1)    0( 0)    0       76
 51 2/14-->2/20      1.15   0.18   65(79)   11(13)    5( 6)    1( 1)    0( 0)    0       82
 52 2/21-->2/27      1.02   0.20   67(71)   20(21)    7( 7)    1( 1)    0( 0)    0       95
 53 2/28-->2/29      0.29   0.09   11(92)    1( 8)    0( 0)    0( 0)    0( 0)    0       12
ANNUAL TOTALS        5.70   0.31 3667(64)  948(16)  748(13)  281( 4)   61( 1)    0     5705
