# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6103] NORTHWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 22 7/26-->8/1       3.56   0.47   53(50)   23(22)   17(16)    7( 7)    5( 5)    0      105
 23 8/2-->8/8        3.37   0.52   66(55)   16(13)   20(17)   13(11)    6( 5)    0      121
 24 8/9-->8/15       3.05   0.45   47(56)   12(14)   12(14)   10(12)    3( 4)    0       84
 25 8/16-->8/22      6.65   0.52   46(46)   20(20)   24(24)    5( 5)    4( 4)    0       99
 26 8/23-->8/29      3.02   0.52   52(47)   20(18)   21(19)   12(11)    5( 5)    0      110
 27 8/30-->9/5       4.47   0.37   61(60)   14(14)   18(18)    7( 7)    1( 1)    0      101
 28 9/6-->9/12       2.79   0.37   60(64)   12(13)   15(16)    5( 5)    2( 2)    0       94
 29 9/13-->9/19      5.24   0.52   62(61)   12(12)   12(12)   11(11)    5( 5)    0      102
 30 9/20-->9/26      2.07   0.36   68(57)   22(18)   21(18)    7( 6)    1( 1)    0      119
 31 9/27-->10/3      2.58   0.37   48(55)   15(17)   20(23)    3( 3)    2( 2)    0       88
 32 10/4-->10/10     2.32   0.33   58(60)   17(18)   16(17)    4( 4)    1( 1)    0       96
 33 10/11-->10/17    2.13   0.34   46(61)   12(16)   11(15)    5( 7)    1( 1)    0       75
 34 10/18-->10/24    2.30   0.30   47(63)   15(20)    9(12)    3( 4)    1( 1)    0       75
 35 10/25-->10/31    1.66   0.29   49(63)   15(19)   10(13)    4( 5)    0( 0)    0       78
 36 11/1-->11/7      1.95   0.29   45(63)   13(18)    8(11)    5( 7)    0( 0)    0       71
 37 11/8-->11/14     1.92   0.24   48(74)    8(12)    7(11)    2( 3)    0( 0)    0       65
 38 11/15-->11/21    1.76   0.34   43(57)   14(19)   11(15)    7( 9)    0( 0)    0       75
 39 11/22-->11/28    1.38   0.24   53(68)   15(19)    9(12)    1( 1)    0( 0)    0       78
 40 11/29-->12/5     1.62   0.22   52(80)    4( 6)    6( 9)    3( 5)    0( 0)    0       65
 41 12/6-->12/12     1.00   0.18   57(80)    6( 8)    8(11)    0( 0)    0( 0)    0       71
 42 12/13-->12/19    0.98   0.18   51(77)   11(17)    4( 6)    0( 0)    0( 0)    0       66
 43 12/20-->12/26    0.77   0.16   55(81)    9(13)    4( 6)    0( 0)    0( 0)    0       68
 44 12/27-->1/2      1.27   0.20   49(74)   10(15)    5( 8)    2( 3)    0( 0)    0       66
 45 1/3-->1/9        1.80   0.16   56(85)    5( 8)    4( 6)    1( 2)    0( 0)    0       66
 46 1/10-->1/16      0.94   0.14   55(85)    7(11)    3( 5)    0( 0)    0( 0)    0       65
 47 1/17-->1/23      0.92   0.20   49(73)   10(15)    8(12)    0( 0)    0( 0)    0       67
 48 1/24-->1/30      0.94   0.17   60(81)   10(14)    4( 5)    0( 0)    0( 0)    0       74
 49 1/31-->2/6       0.80   0.15   51(84)    7(11)    3( 5)    0( 0)    0( 0)    0       61
 50 2/7-->2/13       0.92   0.14   47(84)    5( 9)    4( 7)    0( 0)    0( 0)    0       56
 51 2/14-->2/20      1.00   0.24   37(70)    7(13)    9(17)    0( 0)    0( 0)    0       53
 52 2/21-->2/27      0.91   0.17   53(78)   10(15)    5( 7)    0( 0)    0( 0)    0       68
 53 2/28-->2/29      0.16   0.07    9(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        6.65   0.36 2929(60)  810(16)  738(15)  319( 6)   81( 1)    0     4877
