# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4038] IDA-GROVE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4038 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1962    766    536    484    434    820    584    528    473
 1963    608    397    352    313    930    690    632    576
 1964    714    498    452    408    830    604    550    497
 1965    728    510    460    413    874    637    581    528
 1966    559    398    360    324    854    624    571    521
 1967    510    330    294    260    848    613    556    501
 1968    529    355    318    282    916    681    626    573
 1969    669    459    412    366    731    515    466    418
 1970    737    529    479    431    906    671    615    562
 1971    565    368    327    289    980    742    683    624
 1972    657    447    400    355    875    641    583    529
 1973    587    384    339    297    913    673    614    558
 1974    604    399    355    313    826    594    538    485
 1975    729    513    464    417    860    623    566    511
 1976    599    407    365    326    903    669    613    560
 1977    865    622    565    511    926    687    629    571
 1978    657    459    414    370    905    671    616    565
 1979    615    422    380    341    898    663    607    553
 1980    687    485    440    400    913    676    618    562
 1981    617    420    381    343    937    697    639    581
 1982    672    443    391    341    752    529    479    431
 1983    467    298    263    229    847    624    569    518
 1984    563    374    331    292    929    690    631    573
 1985    769    541    492    448    805    577    526    477
 1986    675    456    408    361    956    716    656    599
 1987    809    578    525    474    956    721    666    611
 1988    815    579    526    477    981    742    683    625
 1989    612    410    367    329    826    590    533    480
 1990    508    321    281    245    893    662    605    548
 1991    707    496    447    399    948    708    648    588
 1992    644    442    399    358    824    585    527    473
 1993    549    341    298    259    790    558    504    451
 1994    675    465    419    375    912    673    614    556
 1995    483    286    247    214    856    620    562    507
 1996    490    301    261    225    885    648    591    535
 1997    443    276    242    209    948    708    648    589
 1998    757    517    464    414    777    547    494    442
 1999    626    400    352    308    822    584    527    473
 2000    713    482    432    384    819    583    527    474
 2001    625    394    345    303    860    623    566    511
 2002    514    346    311    278    971    731    671    611
 2003    550    336    294    256    819    579    520    464
 2004    623    409    364    321    792    555    499    446
 2005    594    389    345    304    936    696    636    576
     ****************************  ****************************
 MEAN  633.4  428.1  383.3  341.3  873.7  639.1  582.9  528.6
 STDV   92.4   77.9   73.7   69.3   70.8   67.5   65.6   63.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    961    713    652    591    924    680    619    560
 1952   1015    770    710    650    913    669    612    558
 1953   1045    800    742    684    992    745    685    626
 1954   1091    843    781    719    993    745    683    622
 1955   1144    896    834    772   1047    800    739    679
 1956    989    741    679    620    995    753    695    637
 1957   1090    842    780    718    965    720    661    604
 1958    895    649    590    532    967    725    667    610
 1959    953    706    647    591   1080    833    773    713
 1960    963    718    660    604   1000    752    690    629
 1961    985    737    675    614    979    731    669    609
 1962    941    697    638    581    932    689    630    573
 1963   1033    785    723    661    928    684    624    568
 1964   1031    783    721    660    813    582    529    478
 1965   1008    760    699    639    915    670    612    555
 1966   1077    829    767    706    869    623    565    512
 1967    971    727    668    611    900    663    607    554
 1968    976    729    669    612    952    705    645    589
 1969   1021    773    711    650    980    732    670    609
 1970   1020    772    711    652    974    727    668    609
 1971    928    684    626    568    940    698    640    583
 1972    954    710    651    592    924    677    618    560
 1973   1018    770    708    646   1033    785    724    664
 1974   1075    828    767    707    888    642    584    529
 1975   1048    800    739    680   1051    803    741    679
 1976   1051    803    741    682    997    754    695    637
 1977   1073    825    763    701    916    670    611    554
 1978   1027    779    717    656    979    733    672    614
 1979   1015    768    707    646    972    724    663    604
 1980   1086    838    776    715   1032    784    722    660
 1981   1043    795    733    671    942    696    638    582
 1982   1057    809    747    685    902    657    599    542
 1983   1101    853    791    729   1096    848    786    724
 1984    992    744    683    623   1001    758    699    642
 1985    983    735    673    614    902    656    596    538
 1986   1080    832    770    708    869    629    573    520
 1987   1090    842    780    719    907    663    604    548
 1988   1042    794    732    670   1030    783    723    664
 1989   1052    804    742    680    954    706    646    586
 1990    964    716    654    592    965    717    655    595
 1991   1008    760    698    637    966    718    656    594
 1992    835    587    525    465    793    545    488    435
 1993    968    720    658    596    946    698    637    577
 1994    920    672    610    549    892    645    584    526
 1995   1009    761    700    640   1062    814    752    691
 1996    939    691    629    567    927    679    617    555
 1997   1016    768    706    645    917    669    607    547
 1998   1032    784    722    660    996    748    686    624
 1999   1073    825    763    701    920    672    610    548
 2000   1007    759    697    636   1017    769    707    645
 2001   1079    831    769    707    986    738    676    614
 2002   1082    834    772    710    951    703    641    579
 2003   1018    770    708    646   1016    768    706    644
 2004    957    709    647    586    835    591    537    484
 2005   1064    816    755    694      0      0      0      0
     ****************************  ****************************
 MEAN 1016.3  768.8  707.6  647.1  938.9  697.6  638.8  581.5
 STDV   58.9   58.4   58.0   57.2  143.4  113.8  106.3   98.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    598    403    359    318    414    267    238    210
 1952    768    568    522    478    373    244    216    188
 1953    748    557    516    476    604    428    389    352
 1954    779    557    508    459    368    209    177    150
 1955    750    549    504    459    476    315    278    244
 1956    688    492    449    409    599    402    359    322
 1957    586    385    344    306    345    184    153    126
 1958    733    526    481    438    517    343    305    272
 1959    667    473    429    389    308    166    138    115
 1960    719    505    457    409    447    300    267    236
 1961    651    444    398    355    463    294    258    223
 1962    581    398    360    322    475    308    271    235
 1963    731    508    455    404    616    428    388    352
 1964    626    436    393    352    393    252    219    189
 1965    501    308    267    232    463    301    264    228
 1966    612    423    380    338    439    284    251    221
 1967    652    448    402    362    395    245    217    190
 1968    673    456    409    367    449    288    253    221
 1969    694    477    432    390    320    195    167    143
 1970    705    491    443    400    365    221    192    164
 1971    728    523    477    433    513    335    298    264
 1972    692    475    428    383    329    194    169    147
 1973    678    460    411    364    525    344    302    263
 1974    606    414    373    333    477    304    268    232
 1975    597    407    365    323    541    377    340    303
 1976    711    510    465    421    325    205    181    160
 1977    743    518    467    419    387    225    193    165
 1978    844    617    566    517    424    272    238    206
 1979    774    565    517    471    425    279    246    216
 1980    791    568    518    471    390    257    232    208
 1981    747    537    491    447    376    226    194    164
 1982    656    443    395    350    432    262    229    201
 1983    767    558    510    464    420    262    228    198
 1984    674    477    434    393    442    266    226    188
 1985    692    482    435    390    394    240    207    175
 1986    755    528    473    420    419    253    219    189
 1987    696    485    441    398    339    199    170    143
 1988    707    480    430    383    326    190    164    140
 1989    663    457    411    366    440    288    255    227
 1990    775    560    511    463    376    237    206    178
 1991    685    490    445    402    360    223    195    173
 1992    625    429    385    342    400    246    217    194
 1993    526    330    287    249    344    200    172    147
 1994    734    514    463    416    433    258    220    187
 1995    615    418    373    332    361    211    182    155
 1996    602    397    355    316    426    276    243    212
 1997    727    501    452    407    450    300    268    238
 1998    847    613    556    502    435    261    226    195
 1999    641    439    396    358    395    253    225    199
 2000    717    511    466    422    490    303    265    230
 2001    634    413    362    315    376    228    194    164
 2002    730    508    457    410    248    151    131    113
 2003    623    417    374    333    469    313    279    250
 2004    831    603    547    496    411    247    212    181
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  678.1  473.7  428.1  384.9  413.2  261.1  229.0  199.7
 STDV  119.0   92.9   86.8   80.9   93.2   69.6   64.3   59.2
