# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0200 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 STDV   53.5   53.3   53.0   52.4  143.6  114.0  106.6   99.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    601    395    349    305    406    250    217    187
 1952    724    511    467    424    355    230    202    175
 1953    728    526    482    441    580    406    365    326
 1954    783    555    501    449    414    247    212    178
 1955    764    546    497    451    461    306    272    238
 1956    703    492    446    402    592    391    348    309
 1957    614    401    358    319    358    194    161    131
 1958    730    504    455    410    504    334    296    259
 1959    684    474    427    385    310    164    134    108
 1960    722    501    452    404    420    268    234    202
 1961    651    440    391    347    490    314    275    238
 1962    631    432    388    346    504    314    272    233
 1963    751    524    470    420    710    485    437    389
 1964    689    481    432    385    404    259    229    201
 1965    604    394    348    305    477    309    271    235
 1966    660    447    404    366    487    328    293    259
 1967    640    433    390    347    412    257    228    202
 1968    678    452    403    362    497    330    293    256
 1969    718    490    441    395    358    209    181    155
 1970    712    496    446    398    414    252    218    185
 1971    791    571    522    473    571    380    337    297
 1972    734    516    463    413    367    213    185    161
 1973    686    458    406    358    557    368    326    287
 1974    601    407    367    330    466    286    248    213
 1975    603    408    364    322    517    360    325    291
 1976    713    508    462    421    333    203    177    156
 1977    767    531    476    426    355    202    172    144
 1978    844    616    563    513    387    247    214    183
 1979    751    533    485    440    443    280    246    213
 1980    775    554    502    455    372    237    210    186
 1981    726    504    454    411    380    215    182    153
 1982    691    480    430    382    445    269    235    204
 1983    764    546    495    448    405    237    203    173
 1984    690    487    437    390    447    265    226    187
 1985    722    517    469    424    398    229    193    161
 1986    806    575    518    464    414    239    204    173
 1987    724    494    444    397    353    213    183    154
 1988    776    550    499    451    350    202    170    141
 1989    658    460    416    373    485    326    290    256
 1990    823    598    545    493    452    290    254    220
 1991    724    518    470    425    425    271    241    214
 1992    688    488    441    395    426    265    236    210
 1993    563    356    311    269    402    244    210    178
 1994    770    545    491    440    490    302    261    221
 1995    658    461    416    372    417    253    219    187
 1996    636    426    379    337    467    292    254    218
 1997    774    544    494    446    474    315    281    248
 1998    885    649    594    540    456    275    238    203
 1999    675    475    431    389    480    322    287    256
 2000    785    567    518    471    554    352    311    273
 2001    680    463    412    363    425    259    225    191
 2002    800    575    522    473    309    179    156    135
 2003    683    475    425    378    490    324    290    258
 2004    824    593    540    490    458    275    238    205
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  701.4  489.9  442.0  397.0  435.0  273.4  239.4  207.6
 STDV  118.1   90.5   84.0   77.7   96.6   72.1   66.5   60.8
