# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7708 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    677    459    410    363    756    520    464    411
 1952    621    404    358    316   1005    765    705    647
 1953    618    416    374    336    985    746    687    629
 1954    543    358    319    280    949    713    655    599
 1955    786    551    498    448    841    602    544    490
 1956    707    486    438    394   1025    789    731    673
 1957    604    385    340    298    881    641    582    524
 1958    755    531    479    432    808    571    514    458
 1959    668    441    391    345    978    738    679    622
 1960    651    436    387    344    841    601    543    486
 1961    600    386    341    299    902    662    604    548
 1962    846    606    547    491    881    642    583    526
 1963    689    462    411    363   1007    767    707    647
 1964    789    552    497    445    887    653    597    542
 1965    778    549    497    445    880    640    580    521
 1966    593    406    369    335    899    659    600    546
 1967    520    329    289    255    859    619    561    503
 1968    548    351    312    275    922    683    626    571
 1969    682    466    418    372    746    520    470    421
 1970    777    557    507    459    933    693    635    578
 1971    615    404    359    317   1025    786    727    668
 1972    697    473    422    374    936    698    640    582
 1973    631    424    378    334    937    697    637    578
 1974    690    463    414    369    860    622    565    510
 1975    756    525    474    427    880    642    585    529
 1976    595    401    360    321    887    653    597    544
 1977    846    600    541    485    908    668    608    550
 1978    630    426    381    337    890    657    601    549
 1979    562    371    330    291    878    644    587    532
 1980    663    453    408    367    903    664    605    547
 1981    603    397    352    313    922    682    623    564
 1982    696    461    406    354    755    523    470    420
 1983    520    325    287    250    837    608    554    501
 1984    562    354    309    268    908    668    609    551
 1985    758    516    464    415    811    572    516    463
 1986    679    450    401    355    965    725    665    606
 1987    799    565    511    459    976    737    678    621
 1988    838    603    551    502   1006    767    708    649
 1989    663    457    411    369    859    626    571    518
 1990    577    374    329    288    960    724    666    608
 1991    770    549    497    447    981    741    681    621
 1992    651    442    397    355    839    601    542    485
 1993    600    389    342    298    822    584    527    473
 1994    737    520    472    425    961    721    661    602
 1995    532    321    279    242    867    631    574    520
 1996    532    324    282    242    912    679    623    569
 1997    513    332    293    257    932    692    633    576
 1998    767    537    485    436    787    555    501    452
 1999    663    439    390    344    837    601    545    491
 2000    747    525    475    430    827    590    536    485
 2001    653    424    375    330    879    640    583    527
 2002    578    399    359    320    992    752    693    635
 2003    563    360    321    286    844    604    545    489
 2004    672    453    406    361    803    568    515    464
 2005    676    463    417    377   1008    768    708    648
     ****************************  ****************************
 MEAN  663.4  448.2  401.1  357.1  897.8  660.3  602.7  546.7
 STDV   90.7   77.7   73.2   68.7   71.6   70.0   68.5   66.4

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    979    732    671    610    969    721    659    598
 1952   1016    768    707    646    941    693    632    571
 1953   1053    805    744    683   1012    764    702    640
 1954   1118    870    808    746   1019    771    709    647
 1955   1172    924    862    800   1110    862    800    738
 1956   1030    782    720    658   1023    775    715    656
 1957   1147    899    837    775   1023    775    713    652
 1958    957    709    647    585   1018    771    711    652
 1959   1024    776    714    653   1108    860    798    736
 1960   1044    796    734    672   1035    787    725    663
 1961   1040    792    730    668   1013    765    703    641
 1962   1015    767    705    644    996    748    687    626
 1963   1099    851    789    727    993    745    683    622
 1964   1125    877    815    753    872    626    567    511
 1965   1060    812    750    688    960    712    652    593
 1966   1125    877    815    753    920    673    612    552
 1967   1000    753    693    634    935    693    634    576
 1968   1037    789    729    669   1017    769    707    645
 1969   1079    831    769    707   1028    780    718    656
 1970   1041    793    731    670   1034    786    724    663
 1971    989    744    684    625   1005    759    698    639
 1972   1023    776    715    654    977    729    667    606
 1973   1052    804    742    680   1099    851    789    727
 1974   1148    900    838    777    940    692    630    570
 1975   1077    829    767    706   1068    820    758    696
 1976   1067    819    757    696    993    746    686    627
 1977   1062    814    752    690    907    659    597    537
 1978   1008    760    698    636    964    717    656    595
 1979   1038    790    728    666    979    731    669    608
 1980   1094    846    784    722   1020    772    710    648
 1981   1041    793    731    669    957    709    647    586
 1982   1090    842    780    718    985    737    676    615
 1983   1093    845    783    721   1180    932    870    808
 1984   1023    775    713    652   1050    802    741    680
 1985   1033    785    723    661    901    654    594    535
 1986   1092    844    782    720    882    639    579    520
 1987   1094    846    784    722    918    671    610    550
 1988   1060    812    750    688   1041    794    735    678
 1989   1092    844    782    720   1001    753    692    632
 1990   1002    754    692    631   1015    767    705    644
 1991   1036    788    726    664   1013    765    703    641
 1992    884    636    574    513    827    581    523    467
 1993   1020    772    710    648    988    740    679    619
 1994    951    703    641    580    915    667    606    548
 1995   1011    765    704    643   1092    844    782    720
 1996    936    690    629    568    934    686    624    563
 1997   1032    784    724    665    931    683    623    564
 1998   1048    800    738    677   1021    773    711    649
 1999   1112    864    802    740    949    701    639    578
 2000   1029    781    720    659   1017    769    707    645
 2001   1080    832    770    708    956    708    647    588
 2002   1107    859    797    735    970    723    662    603
 2003   1035    787    725    664   1020    772    710    648
 2004    969    722    662    602    868    627    572    519
 2005   1097    849    787    726      0      0      0      0
     ****************************  ****************************
 MEAN 1048.8  801.0  739.3  677.9  971.1  728.2  668.1  608.9
 STDV   55.4   55.2   54.9   54.6  148.7  119.3  112.1  104.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    582    380    334    291    396    246    217    191
 1952    761    551    506    461    372    249    221    196
 1953    722    517    475    435    562    387    349    312
 1954    789    560    506    455    362    195    162    133
 1955    776    552    503    458    493    326    289    254
 1956    717    507    461    416    621    424    381    339
 1957    644    420    372    330    380    208    174    145
 1958    769    547    495    448    529    349    309    272
 1959    687    471    424    383    312    173    147    123
 1960    750    531    482    438    489    336    305    275
 1961    648    444    395    349    495    321    284    250
 1962    627    418    373    332    510    331    292    257
 1963    805    573    519    465    669    448    399    358
 1964    691    472    425    379    434    276    242    209
 1965    516    310    265    224    526    357    320    285
 1966    670    449    403    360    452    305    273    241
 1967    682    469    419    374    412    257    226    197
 1968    689    463    412    366    454    288    255    223
 1969    743    514    461    411    282    162    139    120
 1970    702    484    437    391    363    224    195    168
 1971    735    525    478    432    541    366    328    293
 1972    719    501    450    404    348    204    176    152
 1973    696    468    418    368    552    361    320    281
 1974    621    428    387    347    507    328    289    255
 1975    595    406    363    321    519    358    325    292
 1976    708    499    450    404    311    193    171    151
 1977    743    510    457    408    384    219    189    161
 1978    820    591    541    492    392    249    217    185
 1979    754    535    486    442    373    224    195    169
 1980    723    513    465    420    355    226    200    178
 1981    738    518    469    422    362    212    183    156
 1982    695    478    429    382    442    268    234    203
 1983    772    555    504    455    415    236    200    168
 1984    633    428    380    336    424    253    215    180
 1985    645    440    391    346    389    236    203    171
 1986    720    492    436    382    409    235    202    171
 1987    717    490    444    401    318    183    158    134
 1988    740    516    465    418    331    195    168    143
 1989    670    471    428    385    466    305    275    247
 1990    800    581    530    483    414    273    242    211
 1991    736    534    488    442    385    245    217    193
 1992    667    464    419    377    399    241    214    192
 1993    566    365    321    280    374    234    203    174
 1994    791    565    514    464    473    293    253    214
 1995    638    447    404    364    367    228    201    175
 1996    622    416    372    331    432    283    252    224
 1997    742    529    480    434    464    315    282    251
 1998    870    636    581    527    469    291    256    224
 1999    647    458    417    378    432    295    263    233
 2000    715    520    475    434    471    294    259    228
 2001    653    445    397    350    403    252    219    188
 2002    735    521    472    424    266    160    139    119
 2003    620    433    391    353    468    325    295    267
 2004    832    607    554    503    435    280    245    213
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  691.8  482.1  435.0  390.5  421.9  267.7  235.8  206.3
 STDV  117.9   90.8   84.8   78.9   99.4   74.1   68.3   62.8
