# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4038] IDA-GROVE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 45 1/3-->1/9        0.77   0.16   40(82)    5(10)    4( 8)    0( 0)    0( 0)    0       49
 46 1/10-->1/16      1.09   0.22   36(75)    6(13)    5(10)    1( 2)    0( 0)    0       48
 47 1/17-->1/23      1.03   0.23   32(70)    9(20)    4( 9)    1( 2)    0( 0)    0       46
 48 1/24-->1/30      0.80   0.14   51(84)    7(11)    3( 5)    0( 0)    0( 0)    0       61
 49 1/31-->2/6       0.59   0.18   31(74)    9(21)    2( 5)    0( 0)    0( 0)    0       42
 50 2/7-->2/13       0.74   0.17   46(82)    7(13)    3( 5)    0( 0)    0( 0)    0       56
 51 2/14-->2/20      1.33   0.22   51(76)    8(12)    6( 9)    2( 3)    0( 0)    0       67
 52 2/21-->2/27      0.86   0.19   44(75)   10(17)    5( 8)    0( 0)    0( 0)    0       59
 53 2/28-->2/29      1.19   0.48    3(60)    0( 0)    0( 0)    2(40)    0( 0)    0        5
ANNUAL TOTALS        11.01   0.38 2545(58)  786(18)  648(14)  302( 6)   73( 1)    0     4354
