# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3509] GUTHRIE-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 31 9/27-->10/3      3.03   0.38   38(54)   17(24)   11(16)    3( 4)    1( 1)    0       70
 32 10/4-->10/10     1.90   0.39   38(49)   19(25)   13(17)    7( 9)    0( 0)    0       77
 33 10/11-->10/17    2.15   0.42   36(53)   12(18)   12(18)    7(10)    1( 1)    0       68
 34 10/18-->10/24    2.50   0.44   33(49)   12(18)   15(22)    6( 9)    1( 1)    0       67
 35 10/25-->10/31    1.72   0.34   41(59)   14(20)    9(13)    5( 7)    0( 0)    0       69
 36 11/1-->11/7      2.72   0.41   46(58)   13(16)   11(14)    6( 8)    3( 4)    0       79
 37 11/8-->11/14     1.20   0.27   36(62)   10(17)   11(19)    1( 2)    0( 0)    0       58
 38 11/15-->11/21    3.12   0.45   27(44)   14(23)   14(23)    5( 8)    1( 2)    0       61
 39 11/22-->11/28    0.93   0.22   42(75)    8(14)    6(11)    0( 0)    0( 0)    0       56
 40 11/29-->12/5     1.50   0.24   41(69)   10(17)    7(12)    1( 2)    0( 0)    0       59
 41 12/6-->12/12     1.36   0.27   36(71)    7(14)    7(14)    1( 2)    0( 0)    0       51
 42 12/13-->12/19    1.26   0.21   41(75)   10(18)    3( 5)    1( 2)    0( 0)    0       55
 43 12/20-->12/26    1.38   0.22   32(68)   10(21)    3( 6)    2( 4)    0( 0)    0       47
 44 12/27-->1/2      2.12   0.26   34(74)    7(15)    2( 4)    2( 4)    1( 2)    0       46
 45 1/3-->1/9        1.00   0.19   34(81)    4(10)    4(10)    0( 0)    0( 0)    0       42
 46 1/10-->1/16      1.10   0.20   39(76)    9(18)    2( 4)    1( 2)    0( 0)    0       51
 47 1/17-->1/23      0.65   0.17   48(80)    7(12)    5( 8)    0( 0)    0( 0)    0       60
 48 1/24-->1/30      0.65   0.15   50(83)    9(15)    1( 2)    0( 0)    0( 0)    0       60
 49 1/31-->2/6       1.46   0.20   46(77)   10(17)    3( 5)    1( 2)    0( 0)    0       60
 50 2/7-->2/13       0.65   0.23   25(61)   11(27)    5(12)    0( 0)    0( 0)    0       41
 51 2/14-->2/20      0.97   0.23   47(72)    9(14)    9(14)    0( 0)    0( 0)    0       65
 52 2/21-->2/27      1.98   0.28   37(63)   14(24)    7(12)    1( 2)    0( 0)    0       59
 53 2/28-->2/29      0.83   0.21    7(78)    0( 0)    2(22)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        6.69   0.41 2378(55)  822(19)  667(15)  319( 7)   96( 2)    0     4282
