# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7979
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1976  0.17  0.57  2.67  1.30  2.14  2.95  0.63  0.25  1.86  0.95  0.00  0.39 13.88
 1977  0.15  0.72  4.87  4.41  2.83  3.29  5.18  5.19  4.68  3.16  3.39  0.48 38.35
 1978  0.64  0.59  0.53  3.32  1.79  5.70  6.61  4.60  8.00  1.04  1.14  0.84 34.80
 1979  1.11  0.42  5.02  1.67  2.22  3.08  5.34 10.28  1.90  4.10  1.98  0.11 37.23
 1980  0.88  0.39  0.78  1.33  2.61  1.83  3.99  8.57  2.22  2.27  0.07  0.20 25.14
 1981  0.02  0.48  0.88  0.76  3.84  3.83  6.65  4.34  1.15  2.57  0.80  1.16 26.48
 1982  1.46  0.23  1.84  1.45  6.39  2.28 10.79  3.54  6.20  3.89  2.41  2.43 42.91
 1983  0.84  1.08  5.51  3.50  4.94 10.40  2.19  4.28  3.25  2.76  4.18  0.44 43.37
 1984  0.29  0.88  1.25  8.49  5.72  8.21  2.56  1.46  1.01  5.33  2.52  2.45 40.17
 1985  0.29  0.06  2.44  3.99  5.15  3.10  2.47  4.27  5.44  2.13  1.58  1.04 31.96
 1986  0.10  0.79  2.73  9.33  6.00  3.55  4.72  5.09  7.98  3.18  1.52  0.36 45.35
 1987  0.10  0.03  4.01  2.11  3.91  1.92  9.64  5.17  5.22  0.83  1.14  0.72 34.80
 1988  0.68  0.30  0.49  3.01  1.81  4.12  2.47  7.90  5.59  0.49  2.77  0.80 30.43
 1989  0.89  0.19  1.24  1.92  2.27  3.19  3.75  1.88  4.75  0.63  0.17  0.24 21.12
 1990  0.20  0.25  3.41  2.63  7.77 11.89  5.17  2.41  2.65  1.92  0.76  1.53 40.59
 1991  0.49  0.58  3.77  6.17  6.98  5.91  3.16  6.92  2.47  2.46  2.88  0.99 42.78
 1992  1.41  0.64  3.51  4.29  2.78  3.82 11.46  4.84  3.49  3.83  2.74  1.04 43.85
 1993  0.78  1.24  1.59  4.81  4.57  7.51  6.74  7.73  1.36  1.67  0.83  1.18 40.01
 1994  1.17  0.47  0.06  2.25  1.62  5.39  3.50  4.39  5.41  2.49  2.15  1.07 29.97
 1995  0.41  0.16  2.54  4.96  6.18  3.23  1.24  5.15  4.69  3.07  0.66  0.30 32.59
 1996  1.47  0.07  1.88  0.96  4.99  6.85  2.99  9.34  3.30  2.92  3.48  0.98 39.23
 1997  0.75  1.02  1.49  2.82  3.37  9.28  4.51  1.54  4.96  1.87  0.71  0.32 32.64
 1998  1.01  1.39  3.00  7.02  3.97  9.39  4.24  4.48  1.29  5.39  0.82  0.33 42.33
 1999  1.02  0.74  0.67  8.31  2.18  6.46  5.32  1.16  1.15  0.58  0.85  0.38 28.82
 2000  0.79  1.38  0.98  0.46  2.90  2.25  1.92  3.63  1.55  1.98  2.43  1.51 21.78
 2001  1.22  1.07  0.66  2.50  4.57  3.52  3.22  4.61  2.90  1.14  1.97  0.67 28.05
 2002  0.15  0.57  1.54  2.61  3.40  2.75  3.26 10.82  1.17  3.05  0.13  0.05 29.50
 2003  0.19  0.82  1.60  3.81  3.26  6.31  7.82  0.62  1.62  0.63  1.19  1.10 28.97
 2004  1.23  1.08  3.78  2.68  5.03  2.89  2.32  3.20  5.17  0.62  3.16  0.18 31.34
 2005  0.81  1.53  0.30  3.32  4.22  8.94  2.04 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.61  0.77  1.86  3.10  4.03  4.85  4.08  4.34  3.23  2.02  1.35  0.75 30.39
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
