# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6305] OSAGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6305
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1989  0.19  0.27  1.52  2.23  1.52  1.66  3.28  2.92  2.85  2.32  0.51  0.11 19.38
 1990  0.90  0.42  4.40  4.76  4.06  7.01  5.55  7.61  1.28  1.59  0.54  2.41 40.53
 1991  0.59  0.15  2.60  6.72  6.36  1.74  3.25  3.94  4.11  1.40  4.73  1.80 37.39
 1992  1.83  1.19  2.63  3.43  2.69  2.38  6.70  2.48  4.51  1.32  4.91  1.75 35.82
 1993  0.95  1.39  2.46  4.33  5.10  9.94  7.09  9.81  1.57  0.68  0.73  0.96 45.01
 1994  1.58  1.13  0.03  2.27  3.17  4.91  5.22  5.48  3.12  3.59  1.88  0.85 33.23
 1995  0.79  0.00  2.39  3.86  4.70  6.21  6.00  3.20  3.40  2.86  0.86  0.32 34.59
 1996  2.16  0.03  1.94  1.03  2.67  6.29  0.95  6.55  1.82  2.57  4.07  1.20 31.28
 1997  1.28  1.09  1.63  1.45  4.18  3.94  7.41  2.78  2.22  4.07  0.20  0.79 31.04
 1998  1.31  1.20  1.97  3.67  3.90  6.89  1.56  5.26  2.68  4.38  1.15  0.31 34.28
 1999  1.31  0.77  1.11  6.96  6.19  4.80 15.67  2.98  2.70  1.37  0.78  1.08 45.72
 2000  0.71  0.65  1.68  1.12  4.22 11.22  4.34  2.04  1.11  2.53  3.37  1.69 34.68
 2001  1.59  1.40  1.60  5.14  7.56  3.58  4.14  3.45  3.00  1.80  1.20  1.01 35.47
 2002  0.24  2.07  0.95  3.85  2.24  3.77  6.37  5.64  1.82  2.83  0.11  0.50 30.39
 2003  0.48  0.41  2.11  2.72  4.86  4.87  4.10  0.51  2.06  0.39  2.09  0.72 25.32
 2004  0.50  1.32  3.05  2.43 11.42  3.56  9.62  4.41  3.56  1.85  1.77  0.47 43.96
 2005  1.65  1.48  1.51  3.72  5.59  6.57  4.80 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.95  0.89  2.09  3.26  4.18  4.67  4.65  4.41  3.44  2.29  1.63  1.12 32.87
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
