# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1954] CRESCO-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1954 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1991     93     40     31     24    311    185    159    134
 1992     74     23     15      8    174     89     73     58
 1993     25      6      5      4    187     86     67     54
 1994     84     35     29     24    291    181    157    135
 1995    133     65     52     40    170     86     69     53
 1996     62     19     13      9    200    110     95     80
 1997     64     25     21     18    241    146    123    100
 1998     95     56     48     41    314    184    158    134
 1999    101     39     30     22    281    154    128    104
 2000    196    107     89     73    282    178    157    138
 2001     16      0      0      0    336    208    182    158
 2002     46     12      9      6    275    165    144    125
 2003    117     67     57     47    297    193    173    153
 2004    121     55     44     35    333    202    175    149
 2005     84     48     43     38    372    232    202    174
     ****************************  ****************************
 MEAN   71.9   30.5   24.1   19.0  276.7  159.6  136.5  115.3
 STDV   49.0   28.4   24.0   20.2   74.0   55.0   50.7   46.2

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    648    432    381    333    690    462    410    360
 1952    516    317    276    239    867    630    572    517
 1953    558    360    323    288    867    629    571    514
 1954    441    277    241    209    911    675    618    562
 1955    687    466    421    379    767    535    479    427
 1956    600    409    367    329    934    700    644    588
 1957    536    335    294    258    819    583    526    471
 1958    636    436    390    348    694    463    411    365
 1959    675    460    413    367    862    622    565    513
 1960    581    370    322    281    741    510    456    407
 1961    491    319    282    247    811    585    537    489
 1962    691    466    414    368    760    527    472    419
 1963    511    330    292    257    873    641    586    534
 1964    725    491    439    389    860    623    568    514
 1965    645    430    385    344    784    544    486    432
 1966    486    307    274    244    836    598    541    485
 1967    458    284    250    219    824    585    526    469
 1968    470    284    248    216    822    584    528    474
 1969    597    393    349    306    631    408    359    315
 1970    616    404    358    315    843    605    549    494
 1971    500    322    283    248    947    708    649    590
 1972    624    419    372    327    758    533    481    431
 1973    440    252    213    178    868    628    568    508
 1974    428    244    207    175    693    457    404    353
 1975    649    429    382    336    837    598    541    487
 1976    491    310    270    233    822    590    536    484
 1977    799    569    515    462    798    566    512    459
 1978    575    378    336    296    801    570    515    463
 1979    482    310    272    238    758    523    468    416
 1980    595    404    364    326    782    552    499    448
 1981    487    311    270    234    771    534    479    425
 1982    606    389    341    295    620    408    363    319
 1983    394    224    192    162    779    553    502    453
 1984    430    258    225    195    795    558    503    450
 1985    644    434    388    346    678    449    400    356
 1986    585    378    332    290    833    597    540    486
 1987    682    481    435    391    887    651    593    539
 1988    693    497    455    415    890    663    609    557
 1989    523    346    309    275    742    526    477    428
 1990    432    266    231    200    808    578    523    471
 1991    657    452    406    362    923    685    627    571
 1992    563    387    349    311    708    493    446    402
 1993    498    304    263    224    720    492    437    385
 1994    557    385    347    311    843    616    562    509
 1995    463    282    244    212    857    624    568    514
 1996    437    257    221    188    788    552    495    441
 1997    388    230    197    166    844    615    563    514
 1998    706    482    436    391    735    511    458    406
 1999    597    383    338    295    801    572    518    466
 2000    623    412    363    318    751    521    467    414
 2001    561    357    314    277    765    540    489    440
 2002    480    313    277    243    869    631    575    520
 2003    484    315    282    249    745    516    465    418
 2004    527    335    295    259    727    501    451    401
 2005    457    279    243    212    909    673    617    561
     ****************************  ****************************
 MEAN  556.8  363.0  321.6  283.2  800.9  569.0  514.6  462.4
 STDV   95.5   79.2   74.6   69.6   74.2   70.4   68.2   65.6

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    910    662    602    542    798    552    494    440
 1952    969    721    660    603    834    589    531    477
 1953    939    692    632    573    920    672    610    548
 1954   1035    787    725    663    883    638    578    518
 1955   1092    844    782    720   1031    784    723    663
 1956    906    658    596    535    935    692    635    578
 1957   1040    792    730    668    897    650    590    530
 1958    891    643    582    523    937    692    633    575
 1959    941    693    632    573   1023    775    713    651
 1960    934    686    625    567    934    686    625    564
 1961    891    643    582    523    910    662    602    548
 1962    861    614    553    493    894    646    585    527
 1963    954    706    644    582    835    600    546    494
 1964   1057    809    747    686    886    642    584    528
 1965    934    686    625    564    874    629    569    511
 1966   1021    773    711    649    853    607    547    490
 1967    888    642    583    526    811    565    506    453
 1968    927    679    617    558    908    661    601    542
 1969    964    716    655    594    981    733    671    609
 1970    994    746    685    624    928    680    618    557
 1971    860    617    559    502    883    638    580    525
 1972    888    642    581    520    900    652    592    532
 1973    977    729    667    605    921    673    611    550
 1974   1008    760    698    637    799    555    497    441
 1975    986    745    687    629    971    723    661    600
 1976    957    709    648    589    849    615    561    509
 1977    990    742    680    619    768    527    471    418
 1978    894    648    588    529    868    625    566    513
 1979    915    668    608    548    802    569    515    463
 1980    935    689    630    571    873    625    565    506
 1981    889    643    583    527    844    609    553    498
 1982    947    699    637    575    821    583    528    476
 1983   1033    786    725    664    992    744    682    621
 1984    841    598    540    483    898    656    597    542
 1985    899    653    594    536    781    541    486    433
 1986    971    723    661    599    768    533    479    425
 1987   1037    790    730    671    837    598    542    488
 1988   1000    756    695    636    983    741    683    626
 1989    981    733    671    610    892    646    589    533
 1990    912    665    604    545    901    653    593    535
 1991    929    683    624    566    892    646    586    529
 1992    753    510    454    400    720    498    448    401
 1993    891    643    581    520    889    642    583    526
 1994    851    604    544    485    780    539    484    429
 1995    949    704    644    585   1041    793    731    669
 1996    874    627    566    506    848    602    546    494
 1997    908    666    610    555    806    561    503    447
 1998    952    704    643    584    929    681    619    559
 1999   1031    783    722    662    853    606    545    484
 2000    927    679    618    559    912    664    603    543
 2001    978    734    675    617    931    684    624    568
 2002   1040    792    731    671    870    623    564    508
 2003    936    689    629    570    959    711    650    591
 2004    883    637    578    520    747    521    470    420
 2005    956    708    647    588      0      0      0      0
     ****************************  ****************************
 MEAN  944.1  697.3  636.7  577.3  865.5  626.0  568.5  512.8
 STDV   63.6   63.0   62.2   61.2  138.6  109.4  101.9   94.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    497    304    263    227    330    187    158    133
 1952    628    433    390    348    278    168    143    120
 1953    632    431    389    349    536    360    323    287
 1954    697    476    424    375    333    179    148    122
 1955    708    493    446    403    390    241    208    179
 1956    589    391    349    310    519    326    286    249
 1957    561    356    313    275    307    158    127     99
 1958    641    425    379    338    446    277    238    201
 1959    638    432    385    345    228    102     81     62
 1960    668    448    401    357    370    221    190    161
 1961    609    413    366    323    404    250    216    186
 1962    543    356    314    274    430    259    223    189
 1963    649    437    389    345    611    408    362    317
 1964    626    420    371    324    316    181    154    131
 1965    505    305    264    224    380    215    180    146
 1966    629    416    372    331    382    230    197    165
 1967    616    406    360    318    332    194    167    141
 1968    637    413    364    320    435    264    228    196
 1969    648    429    384    341    292    164    141    120
 1970    578    381    339    299    350    188    157    127
 1971    712    495    446    400    479    294    254    216
 1972    600    388    339    297    237    128    107     88
 1973    601    389    338    293    457    274    238    202
 1974    480    317    280    244    345    189    159    132
 1975    518    329    288    248    426    273    238    208
 1976    566    392    354    316    250    150    133    119
 1977    614    396    347    303    267    134    107     82
 1978    719    506    455    407    295    151    120     96
 1979    628    438    397    356    294    159    132    110
 1980    596    394    348    305    228    122    101     83
 1981    537    347    308    273    255    132    108     85
 1982    553    365    320    276    324    188    157    129
 1983    610    415    371    330    295    155    124     96
 1984    526    337    297    263    370    216    182    148
 1985    622    428    383    341    298    162    132    105
 1986    608    390    341    300    340    187    157    131
 1987    628    418    375    334    236    116     95     78
 1988    651    455    411    369    254    134    110     90
 1989    574    391    351    312    387    242    213    185
 1990    686    489    444    401    310    181    153    127
 1991    563    384    345    309    296    171    151    131
 1992    539    361    319    278    334    200    173    150
 1993    433    258    221    188    314    184    156    131
 1994    688    468    419    374    383    216    182    151
 1995    539    362    321    283    321    191    164    140
 1996    578    388    345    306    355    216    186    159
 1997    623    424    379    336    374    238    210    186
 1998    741    530    483    440    348    198    165    136
 1999    588    401    361    322    327    198    173    149
 2000    631    445    404    365    442    284    251    218
 2001    558    371    332    295    297    174    148    123
 2002    690    487    442    399    245    133    112     93
 2003    604    420    380    340    375    243    213    185
 2004    724    515    467    422    333    192    166    141
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  596.9  401.1  357.7  317.3  341.1  199.9  170.9  144.3
 STDV  104.4   78.2   72.5   67.1   92.6   66.7   60.7   54.8
