# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7312] SAC-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 21 7/19-->7/25      1.75   0.31   69(60)   24(21)   14(12)    8( 7)    0( 0)    0      115
 22 7/26-->8/1       2.25   0.40   51(52)   23(23)   15(15)    8( 8)    2( 2)    0       99
 23 8/2-->8/8        3.91   0.44   75(63)   14(12)   14(12)   13(11)    4( 3)    0      120
 24 8/9-->8/15       2.99   0.38   55(59)   18(19)   11(12)    8( 9)    2( 2)    0       94
 25 8/16-->8/22      3.95   0.42   63(54)   21(18)   20(17)    9( 8)    3( 3)    0      116
 26 8/23-->8/29      2.50   0.45   53(50)   21(20)   20(19)   10( 9)    2( 2)    0      106
 27 8/30-->9/5       5.85   0.44   56(57)   19(19)   15(15)    6( 6)    3( 3)    0       99
 28 9/6-->9/12       1.87   0.39   49(52)   20(21)   15(16)   10(11)    0( 0)    0       94
 29 9/13-->9/19      4.63   0.43   61(54)   20(18)   18(16)   10( 9)    3( 3)    0      112
 30 9/20-->9/26      3.67   0.32   65(60)   17(16)   22(20)    3( 3)    1( 1)    0      108
 31 9/27-->10/3      2.84   0.35   52(60)   17(20)   11(13)    6( 7)    1( 1)    0       87
 32 10/4-->10/10     2.10   0.39   59(61)   11(11)   13(13)   13(13)    1( 1)    0       97
 33 10/11-->10/17    2.30   0.34   46(63)    8(11)   14(19)    4( 5)    1( 1)    0       73
 34 10/18-->10/24    1.45   0.31   48(61)   13(16)   15(19)    3( 4)    0( 0)    0       79
 35 10/25-->10/31    2.23   0.28   48(65)   13(18)   12(16)    0( 0)    1( 1)    0       74
 36 11/1-->11/7      1.78   0.30   54(72)    6( 8)    9(12)    6( 8)    0( 0)    0       75
 37 11/8-->11/14     1.72   0.27   45(68)   13(20)    4( 6)    4( 6)    0( 0)    0       66
 38 11/15-->11/21    1.76   0.26   58(71)    9(11)   13(16)    2( 2)    0( 0)    0       82
 39 11/22-->11/28    1.01   0.17   60(78)   12(16)    4( 5)    1( 1)    0( 0)    0       77
 40 11/29-->12/5     2.59   0.23   47(75)    9(14)    5( 8)    1( 2)    1( 2)    0       63
 41 12/6-->12/12     0.98   0.18   53(77)   10(14)    6( 9)    0( 0)    0( 0)    0       69
 42 12/13-->12/19    1.30   0.20   48(76)    9(14)    4( 6)    2( 3)    0( 0)    0       63
 43 12/20-->12/26    0.83   0.17   50(85)    4( 7)    5( 8)    0( 0)    0( 0)    0       59
 44 12/27-->1/2      1.60   0.18   52(81)    7(11)    3( 5)    2( 3)    0( 0)    0       64
 45 1/3-->1/9        0.82   0.15   40(82)    7(14)    2( 4)    0( 0)    0( 0)    0       49
 46 1/10-->1/16      0.90   0.15   51(84)    6(10)    4( 7)    0( 0)    0( 0)    0       61
 47 1/17-->1/23      0.98   0.18   46(74)   11(18)    5( 8)    0( 0)    0( 0)    0       62
 48 1/24-->1/30      0.83   0.13   62(89)    7(10)    1( 1)    0( 0)    0( 0)    0       70
 49 1/31-->2/6       0.70   0.17   44(79)    8(14)    4( 7)    0( 0)    0( 0)    0       56
 50 2/7-->2/13       0.90   0.17   46(77)    9(15)    5( 8)    0( 0)    0( 0)    0       60
 51 2/14-->2/20      1.34   0.23   57(77)    6( 8)    9(12)    2( 3)    0( 0)    0       74
 52 2/21-->2/27      0.85   0.17   56(76)   13(18)    5( 7)    0( 0)    0( 0)    0       74
 53 2/28-->2/29      0.70   0.21    6(75)    0( 0)    2(25)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        5.85   0.34 3082(61)  863(17)  681(13)  301( 6)   73( 1)    0     5000
