# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5769] MOUNT-AYR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5769
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1993  1.21  1.06  2.08  2.44  6.42  8.45 17.87  3.80  6.67  3.09  0.96  0.97 55.02
 1994  0.50  1.07  0.13  1.53  3.09  4.96  2.96  5.60  2.47  2.32  2.08  1.62 28.33
 1995  0.80  0.70  1.73  4.52  8.65  7.16  4.82  1.48  3.31  1.40  1.91  0.83 37.31
 1996  1.81  0.53  1.20  1.58 10.62  7.79  2.25  4.00  3.41  4.84  2.55  0.14 40.72
 1997  0.68  3.49  0.62  4.49  4.73  2.69  1.71  2.86  2.79  4.41  1.66  1.40 31.53
 1998  0.65  1.69  5.16  5.38  3.25  5.48  2.37  1.30  1.62  3.67  3.60  0.50 34.67
 1999  0.44  1.86  0.93  4.73  5.27  4.42  2.91  4.65  2.48  0.35  1.30  0.44 29.78
 2000  0.24  1.34  1.06  1.04  1.19  6.80  2.61  2.26  2.46  2.29  1.87  1.74 24.90
 2001  2.16  2.92  2.30  4.93  6.03  5.60  3.29  0.55  4.50  3.87  0.41  0.63 37.19
 2002  0.71  0.56  1.29  2.82  5.85  1.47  3.55  4.69  0.69  4.01  0.21  0.00 25.85
 2003  0.47  1.03  1.08  3.37  4.23  3.78  3.57  0.43  3.65  0.98  5.83  0.81 29.23
 2004  0.84  0.95  3.86  1.79  7.34  4.53  3.12  6.77  1.87  0.84  2.23  0.33 34.47
 2005  1.55  1.57  0.62  4.94  3.46  5.66  4.80 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.77  1.01  2.08  3.16  4.33  4.38  4.26  3.94  3.67  2.61  1.97  0.92 32.44
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
