# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5131] MAQUOKETA-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5131
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1983  0.52  1.55  1.94  3.34  5.00  2.90  2.27  1.68  2.96  1.47  3.38  1.78 28.79
 1984  0.79  0.91  1.25  3.98  3.78  5.07  2.03  1.13  3.09  7.38  2.91  2.00 34.32
 1985  0.93  2.64  3.61  0.73  3.13  1.73  3.53  3.21  3.61  4.85  5.40  2.29 35.66
 1986  0.56  2.06  1.96  2.43  6.25  6.35  4.80  3.02 12.05  3.21  1.34  0.85 44.88
 1987  0.53  0.06  2.74  1.28  4.15  1.33  1.25 10.86  1.95  0.65  3.95  2.96 31.71
 1988  1.20  0.34  1.52  2.17  1.57  1.13  1.46  2.57  1.14  1.65  0.93  1.30 16.98
 1989  1.05  0.58  1.65  3.29  1.73  4.54  3.73  4.55  4.78  1.35  0.44  0.39 28.08
 1990  1.08  1.68  4.78  2.05  5.37  8.68  3.16  7.27  0.60  2.03  2.84  2.06 41.60
 1991  0.72  0.26  5.37  2.39  2.43  1.68  1.45  3.56  3.26  4.00  5.14  1.42 31.68
 1992  1.03  1.60  1.78  4.46  0.39  0.62  8.72  2.22  7.76  0.69  6.06  2.63 37.96
 1993  1.83  0.96  3.08  4.74  5.91  8.22  7.06  8.25  4.93  0.55  1.44  1.39 48.36
 1994  1.01  1.84  0.51  1.20  1.44  5.52  2.53  3.54  2.48  0.73  2.88  0.98 24.66
 1995  0.69  0.06  1.79  5.29  5.44  1.80  4.67  3.95  0.91  2.11  2.61  0.32 29.64
 1996  1.87  0.22  0.47  2.00 10.32  3.88  3.48  3.37  2.34  4.28  1.45  1.44 35.12
 1997  1.79  3.10  1.48  1.41  4.59  3.29  1.85  3.48  2.46  2.05  1.17  1.09 27.76
 1998  1.44  3.21  3.80  4.50  3.08  6.38  1.24  6.16  4.73  5.81  1.41  0.83 42.59
 1999  1.90  1.21  0.78  6.55  3.72  3.57  5.49  4.45  1.91  1.30  0.57  1.17 32.62
 2000  1.04  1.82  0.84  3.38  3.04  9.32  3.34  3.26  5.66  0.82  1.53  1.93 35.98
 2001  1.80  3.77  1.24  2.99  5.45  4.18  2.54  3.31  4.07  3.11  2.37  1.48 36.31
 2002  0.53  1.24  1.55  4.83  5.29  8.27  7.45  4.50  1.94  6.55  0.23  0.75 43.13
 2003  0.31  0.41  1.40  2.42  2.81  2.57  4.46  1.56  3.32  1.43  4.42  1.63 26.75
 2004  0.86  1.65  4.54  1.42  6.28  6.39  2.66  4.40  0.55  5.39  2.42  0.96 37.53
 2005  3.36  1.15  0.80  1.26  1.97  1.93  0.74 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.27  1.27  2.25  3.21  3.88  4.46  3.59  4.24  3.60  2.62  2.23  1.60 33.76
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
