# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6719] POCAHONTAS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6719 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1997    424    260    226    195    914    674    615    559
 1998    759    522    468    420    777    548    494    440
 1999    600    377    334    293    836    599    541    487
 2000    691    472    424    378    801    566    511    457
 2001    598    370    321    280    832    596    540    487
 2002    531    358    321    286    960    720    661    602
 2003    547    335    296    260    836    596    537    479
 2004    629    419    372    329    807    571    515    461
 2005    575    367    323    282    961    721    661    601
     ****************************  ****************************
 MEAN  622.4  418.1  374.4  333.6  866.4  630.5  573.9  519.2
 STDV   95.8   81.3   76.9   72.5   69.6   66.7   65.0   62.6

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    951    703    641    580    898    650    589    531
 1952   1007    760    699    638    881    634    577    521
 1953   1003    755    695    637    942    694    633    575
 1954   1052    804    742    680    948    700    638    578
 1955   1152    904    842    780   1061    813    752    693
 1956    955    707    645    583    973    729    672    615
 1957   1121    873    811    749    977    730    669    608
 1958    921    675    615    555    984    738    678    619
 1959    988    740    678    619   1074    826    764    703
 1960    981    733    673    616    994    746    684    623
 1961    997    749    687    625    984    736    674    612
 1962    957    709    649    590    956    708    647    587
 1963   1048    800    738    676    950    702    642    584
 1964   1056    808    746    684    862    620    562    507
 1965   1019    771    709    647    904    658    598    540
 1966   1086    838    776    714    868    622    563    509
 1967    955    710    650    594    885    645    589    535
 1968   1002    754    692    632    951    703    642    583
 1969   1030    782    720    658    995    747    685    623
 1970   1018    770    709    649    956    708    646    585
 1971    929    684    625    568    921    675    617    561
 1972    923    678    618    560    897    650    591    532
 1973    985    737    675    614    973    725    663    602
 1974   1063    815    753    692    829    583    526    471
 1975   1021    774    714    655    989    741    679    618
 1976   1005    757    696    636    912    669    610    554
 1977   1028    780    718    656    855    612    553    497
 1978    982    734    672    611    923    677    617    561
 1979    971    723    662    601    937    690    629    571
 1980   1043    795    733    672    952    704    642    581
 1981    976    728    666    604    920    675    615    560
 1982    984    736    674    614    877    632    574    519
 1983   1044    796    734    672   1045    797    737    677
 1984    937    693    634    578    928    686    629    574
 1985    933    686    626    568    795    553    501    453
 1986   1012    764    702    640    826    585    527    471
 1987   1059    811    750    689    877    630    571    515
 1988   1007    759    697    636    983    741    683    626
 1989   1031    783    721    659    942    694    633    572
 1990    984    736    674    612    957    709    647    587
 1991    991    743    682    621    946    698    636    576
 1992    846    598    536    476    784    544    490    440
 1993    975    727    665    603    960    712    650    589
 1994    907    659    597    535    854    608    551    495
 1995    993    745    683    622   1027    779    717    655
 1996    913    665    604    544    880    632    570    511
 1997    990    742    681    622    883    635    574    513
 1998   1018    770    708    646    987    739    677    615
 1999   1063    815    753    691    906    659    598    538
 2000    987    739    677    616    959    711    649    587
 2001   1048    800    738    676    972    724    663    602
 2002   1086    838    776    714    936    690    629    569
 2003   1007    759    697    635   1012    764    702    640
 2004    951    703    642    582    807    572    520    470
 2005   1061    813    751    689      0      0      0      0
     ****************************  ****************************
 MEAN 1000.9  753.3  691.8  631.2  914.4  672.8  614.1  557.0
 STDV   55.5   55.2   54.8   54.0  140.8  111.3  103.7   95.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    551    353    311    270    392    247    218    190
 1952    721    512    468    425    353    234    207    181
 1953    695    514    474    437    548    383    346    311
 1954    738    512    462    413    345    193    162    133
 1955    767    559    512    466    472    301    265    231
 1956    697    492    449    409    606    406    364    328
 1957    622    409    365    326    348    188    156    128
 1958    742    525    477    433    512    335    298    263
 1959    675    469    427    387    287    156    131    109
 1960    703    488    441    395    450    303    269    237
 1961    647    441    397    353    479    309    272    239
 1962    615    420    379    340    518    337    297    259
 1963    761    534    480    426    685    462    415    370
 1964    640    434    388    343    415    265    234    204
 1965    511    310    268    231    460    295    259    223
 1966    659    454    412    370    438    286    251    221
 1967    631    425    382    342    384    241    214    188
 1968    658    435    387    343    461    291    255    219
 1969    703    488    439    391    348    202    174    150
 1970    698    483    437    394    367    221    190    161
 1971    735    520    473    426    491    311    272    239
 1972    635    429    383    342    293    178    156    136
 1973    634    419    371    326    493    324    286    251
 1974    566    385    346    310    413    260    228    197
 1975    558    376    335    295    467    318    286    256
 1976    648    459    417    377    283    176    156    138
 1977    684    459    411    366    310    176    148    123
 1978    773    556    507    459    340    209    179    153
 1979    714    505    461    419    353    224    193    166
 1980    671    474    426    379    315    196    173    151
 1981    666    467    426    387    290    170    145    120
 1982    650    441    394    350    367    228    198    170
 1983    689    493    449    410    329    194    165    140
 1984    620    425    382    345    402    247    214    182
 1985    609    413    371    331    355    209    179    151
 1986    702    485    433    384    382    227    196    166
 1987    682    455    407    365    289    163    136    112
 1988    694    484    438    394    303    170    142    119
 1989    641    448    404    364    448    304    274    244
 1990    768    552    504    457    378    245    215    185
 1991    657    466    421    378    342    219    194    173
 1992    618    435    392    349    391    244    218    196
 1993    515    321    280    242    335    201    174    149
 1994    706    492    443    397    444    268    231    197
 1995    574    388    346    308    349    214    185    158
 1996    578    385    344    305    407    259    229    200
 1997    698    489    445    402    431    294    264    234
 1998    802    578    529    481    395    239    208    179
 1999    614    431    393    355    382    252    223    197
 2000    672    483    443    404    458    285    252    222
 2001    647    436    385    339    378    226    194    166
 2002    726    511    462    417    248    143    124    106
 2003    637    442    397    358    447    303    272    244
 2004    799    577    527    478    401    240    208    179
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  654.8  453.4  409.1  367.1  392.3  246.7  216.3  188.1
 STDV  111.4   85.2   79.5   73.8   99.3   72.7   66.8   61.3
