# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2689] EMMETSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2689 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    929    681    619    558    867    619    557    498
 1952   1009    762    701    641    873    625    565    509
 1953   1000    752    690    630    945    697    635    574
 1954   1041    793    731    669    915    667    606    546
 1955   1109    861    799    737   1024    776    714    654
 1956    929    681    619    558    955    711    652    595
 1957   1110    862    800    738    958    710    649    589
 1958    919    671    610    551    985    740    680    621
 1959    982    734    672    611   1052    804    742    681
 1960    971    723    662    601    977    729    667    605
 1961    973    725    663    602    987    739    677    616
 1962    942    694    633    574    944    696    634    575
 1963   1012    764    702    640    917    672    614    557
 1964   1039    791    729    667    826    589    533    479
 1965   1005    757    695    633    891    645    586    528
 1966   1077    829    767    706    861    615    554    497
 1967    945    701    642    586    882    642    586    532
 1968    964    716    655    596    901    654    594    536
 1969   1011    763    701    640    960    712    650    589
 1970   1006    758    696    637    957    710    649    588
 1971    909    663    603    546    916    669    610    554
 1972    913    668    608    550    905    657    596    538
 1973   1005    757    695    633    996    748    686    624
 1974   1071    823    761    699    877    631    571    514
 1975   1031    783    722    663    998    750    688    626
 1976   1032    784    723    663    970    723    662    602
 1977   1059    811    749    687    887    640    581    524
 1978    989    741    679    617    962    715    656    599
 1979   1002    754    692    630    882    635    574    517
 1980   1051    803    741    679    954    706    645    584
 1981   1009    761    699    637    899    652    592    535
 1982   1024    776    714    652    909    664    606    551
 1983   1087    839    777    715   1069    821    759    697
 1984    976    729    668    608    982    737    679    621
 1985    970    722    661    601    836    589    531    477
 1986   1063    815    753    691    852    608    550    493
 1987   1085    837    775    713    896    649    589    532
 1988   1036    788    726    665   1025    779    720    662
 1989   1056    808    746    684    981    733    671    609
 1990    981    733    671    609    977    729    667    606
 1991   1011    763    701    639    973    725    663    601
 1992    831    583    521    460    816    571    514    457
 1993    982    734    672    610    960    712    650    589
 1994    931    683    621    559    867    621    561    503
 1995   1020    772    710    649   1078    830    768    706
 1996    936    688    626    565    930    682    620    559
 1997   1011    763    701    642    899    651    589    527
 1998   1006    758    696    634    972    724    662    600
 1999   1065    817    755    693    902    655    595    535
 2000    965    717    656    597    978    730    668    606
 2001   1075    827    765    703    987    742    681    621
 2002   1107    859    797    735    953    705    644    583
 2003   1024    776    714    652   1029    781    719    657
 2004    976    728    667    606    834    594    538    485
 2005   1067    819    757    696      0      0      0      0
     ****************************  ****************************
 MEAN 1006.0  758.2  696.5  635.6  920.5  678.4  619.1  561.1
 STDV   57.6   57.4   57.1   56.4  140.6  111.0  103.7   96.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    539    340    296    255    367    223    194    169
 1952    704    497    451    407    340    221    195    169
 1953    671    472    427    384    545    368    333    298
 1954    684    460    409    361    317    163    133    105
 1955    714    507    462    421    441    289    255    222
 1956    630    441    401    364    553    371    336    303
 1957    582    379    339    301    326    167    137    110
 1958    716    500    454    411    501    324    287    251
 1959    658    451    410    370    259    137    115     96
 1960    672    458    411    366    417    278    246    216
 1961    618    415    370    327    434    274    239    209
 1962    595    396    353    313    465    288    251    216
 1963    704    486    434    385    616    417    378    342
 1964    616    417    372    332    411    259    226    195
 1965    441    254    216    183    441    280    245    210
 1966    641    439    397    357    412    269    239    210
 1967    653    456    415    376    357    227    204    182
 1968    642    422    375    334    429    273    237    203
 1969    666    456    409    366    281    160    137    115
 1970    686    475    428    385    352    212    181    155
 1971    695    487    441    396    481    306    269    235
 1972    650    436    388    345    301    172    150    130
 1973    655    431    380    333    531    345    303    265
 1974    590    398    357    319    457    288    252    217
 1975    604    406    361    320    502    334    298    266
 1976    706    507    463    420    296    189    169    151
 1977    713    476    422    370    320    186    158    131
 1978    819    592    541    492    422    263    229    196
 1979    727    508    462    419    379    233    202    172
 1980    735    513    462    413    331    207    180    154
 1981    694    485    439    396    318    181    154    127
 1982    655    439    392    347    387    241    210    182
 1983    697    486    439    397    352    205    175    148
 1984    606    414    374    338    397    230    194    161
 1985    634    437    393    352    338    190    160    131
 1986    711    481    426    374    376    211    179    150
 1987    700    466    415    370    307    175    149    125
 1988    753    529    480    433    312    177    148    122
 1989    664    462    417    373    452    297    264    232
 1990    788    568    516    465    390    247    215    186
 1991    687    485    438    392    396    247    218    191
 1992    665    467    421    375    374    229    203    180
 1993    539    332    288    248    363    225    195    166
 1994    741    514    461    411    443    259    219    182
 1995    619    415    371    330    366    210    179    151
 1996    609    407    363    321    443    276    242    211
 1997    690    470    422    379    428    284    253    224
 1998    788    563    511    461    385    230    198    168
 1999    622    428    388    350    361    230    204    179
 2000    697    491    447    406    462    284    248    215
 2001    645    431    381    335    380    232    199    167
 2002    739    520    468    422    250    145    125    107
 2003    649    445    400    358    455    306    276    247
 2004    814    585    532    481    389    229    197    167
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  656.9  450.8  405.2  362.5  389.2  241.1  210.6  182.0
 STDV  112.8   86.1   79.9   73.8   92.6   67.9   62.7   57.9
