# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6800] PRIMGHAR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6800
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1989  0.30  0.24  0.61  1.32  2.46  2.32  6.65  1.85  1.99  0.06  0.25  0.20 18.25
 1990  0.71  0.17  2.92  1.79  4.61  6.89  3.39  3.23  1.05  0.73  0.62  1.15 27.26
 1991  0.51  0.46  2.33  4.66  5.39  3.45  4.98  3.16  2.33  0.59  3.75  0.50 32.11
 1992  0.72  0.87  2.39  3.37  3.81  2.98  6.23  5.50  2.26  4.42  1.35  0.97 34.87
 1993  0.82  0.69  2.07  3.08  5.97  8.71  6.74  5.28  1.89  1.43  1.60  1.27 39.55
 1994  1.98  0.31  0.00  2.32  1.62  9.03  4.21  3.59  5.33  1.52  1.26  0.77 31.94
 1995  0.16  0.13  3.25  4.22  5.88  2.63  2.88  6.48  3.81  2.40  0.54  0.32 32.70
 1996  1.21  0.10  1.46  0.73  3.84  6.03  2.40  4.94  2.48  1.90  2.44  1.44 28.97
 1997  1.11  1.32  0.75  2.64  3.83  4.32  5.46  1.48  4.16  1.42  0.83  0.69 28.01
 1998  1.27  0.63  2.95  3.65  2.51  3.75  3.48  3.51  1.53  2.76  1.92  0.50 28.46
 1999  0.93  0.51  0.75  5.23  1.69  6.85  5.79  0.54  0.71  1.24  0.29  0.51 25.04
 2000  0.65  1.75  1.08  1.65  2.80  2.30  4.00  4.25  0.83  2.88  2.73  1.13 26.05
 2001  1.52  0.97  0.52  5.39  6.29  2.03  5.32  1.44  2.18  0.69  2.40  0.49 29.24
 2002  0.28  0.48  1.07  2.33  2.09  3.99  0.77  6.80  1.93  4.21  0.15  0.06 24.16
 2003  0.27  0.94  1.97  1.87  3.66  4.78  5.65  1.78  2.45  0.84  0.76  1.18 26.15
 2004  0.86  1.26  2.56  2.47  5.74  1.60  5.05  1.38 14.95  1.44  1.91  0.12 39.34
 2005  0.68  1.21  0.70  2.71  3.56  4.59  3.68 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.61  0.74  1.69  2.70  3.65  4.55  3.94  3.98  3.01  1.89  1.23  0.75 28.22
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
