# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4502] KNOXVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4502
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1966  0.92  0.23  2.35  2.23  6.95  5.42  2.35  2.42  0.77  1.81  0.63  0.77 26.85
 1967  0.97  0.66  2.24  4.35  3.27  7.01  0.70  2.39  1.64  3.41  0.43  1.15 28.22
 1968  0.60  0.31  0.76  5.65  2.23  2.74  3.42  3.01  1.54  1.88  1.28  1.94 25.36
 1969  1.26  0.93  1.24  4.89  3.60  8.79  7.96  1.86  6.70  3.50  0.00  1.03 41.76
 1970  0.13  0.12  2.86  3.05  1.49  2.99  2.33  6.60  7.39  3.90  0.73  1.54 33.13
 1971  0.00  1.55  0.15  1.68  3.61  1.43  3.48  1.64  2.44  4.05  3.49  1.63 25.15
 1972  0.21  0.36  0.74  3.43  5.01  3.53  4.82  3.29  7.96  1.31  3.65  1.04 35.35
 1973  1.91  1.42  4.29  9.26  5.76  3.18  9.34  2.20  8.32  2.59  1.74  2.94 52.95
 1974  1.68  0.57  1.12  6.65  7.76  5.26  1.32  3.72  2.23  4.39  1.74  1.23 37.67
 1975  0.92  1.00  1.80  2.54  3.42  4.26  0.56 10.67  3.26  0.05  3.37  0.56 32.41
 1976  0.18  2.45  3.27  8.15  3.23  5.79  1.43  1.51  1.06  1.69  0.11  0.06 28.93
 1977  0.35  0.14  3.41  0.00  1.87  1.00  4.11  8.12  2.89  6.20  0.92  1.37 30.38
 1978  0.45  1.45  0.53  4.41  4.97  5.84  5.93  2.07  7.73  1.39  3.10  1.33 39.20
 1979  1.39  0.65  3.71  4.23  2.52  6.09  3.64  3.41  1.90  3.73  0.83  0.34 32.44
 1980  1.84  0.66  1.24  1.19  0.57  7.36  1.45  4.96  1.88  2.65  0.89  2.29 26.98
 1981  0.00  2.68  0.53  4.74  1.74  3.61  5.03  3.43  2.50  2.18  3.14  0.70 30.28
 1982  2.19  0.71  2.80  2.18  6.85  1.97 12.04  4.29  3.89  4.48  2.89  3.51 47.80
 1983  0.61  1.64  2.74  3.80  3.07  4.06  0.76  4.59  3.22  4.31  8.71  1.54 39.05
 1984  0.68  1.17  1.86  6.65  0.00  3.73  7.54  0.63  1.96  5.40  1.77  1.75 33.14
 1985  0.67  1.49  2.45  0.67  2.96  3.41  3.31  3.76  4.86  4.73  1.44  2.25 32.00
 1986  0.00  1.26  1.88  5.09  5.85  2.79  5.23  4.27  9.21  3.85  0.84  0.70 40.97
 1987  0.65  0.67  3.16  4.10  4.25  2.14  5.30  9.30  2.33  0.69  4.05  1.12 37.76
 1988  0.00  0.00  0.37  0.50  2.75  1.78  2.85  6.43  2.56  0.83  2.02  0.92 21.01
 1989  1.14  0.77  0.45  2.05  4.17  2.28  3.58  8.20  5.13  2.42  0.09  0.30 30.58
 1990  1.42  0.50  4.82  3.21  5.82  8.34  5.86  2.49  0.80  2.96  0.05  0.28 36.55
 1991  1.22  0.28  5.46 10.49  3.93  5.78  0.68  3.22  1.35  4.08  3.87  1.91 42.27
 1992  0.83  2.15  1.52  5.41  1.32  0.65  8.92  0.84  6.38  0.70  4.67  1.47 34.86
 1993  1.21  0.76  3.06  3.20  6.50  6.29 11.51  7.22  5.66  0.93  0.86  0.40 47.60
 1994  0.63  1.89  0.00  1.29  1.88  8.43  0.97  2.78  3.49  1.25  2.44  1.36 26.41
 1995  1.01  0.64  1.92  5.82  7.39  3.75  5.77  4.14  3.04  1.08  2.22  0.21 36.99
 1996  1.60  0.76  1.34  1.90 10.66  5.33  0.73  3.63  3.80  2.90  1.98  0.12 34.75
 1997  0.73  2.11  0.51  3.36  6.84  4.27  2.25  3.44  2.93  6.31  1.47  2.10 36.32
 1998  0.96  2.27  4.22  4.11  5.86  8.41  4.15  4.90  2.89  4.74  2.35  0.62 45.48
 1999  1.24  1.68  1.47  5.84  4.42  4.80  3.23  3.41  2.12  0.92  1.58  0.56 31.27
 2000  0.78  1.42  0.44  2.46  2.10 10.94  5.11  3.54  2.73  1.00  1.60  2.12 34.24
 2001  2.16  2.74  1.77  2.20  6.44  3.13  1.13  4.00  3.67  2.13  0.33  1.01 30.71
 2002  0.49  0.54  1.12  4.46  6.07  3.80  7.86  2.83  3.93  3.97  0.14  0.03 35.24
 2003  0.70  1.31  0.84  3.65  4.13  6.44  1.58  0.96  7.03  1.63  4.12  1.12 33.51
 2004  1.28  1.23  3.23  1.45  9.01  2.67  6.01  7.60  0.70  1.77  1.68  0.83 37.46
 2005  1.62  1.61  1.16  6.58  2.59  5.28  3.25 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.94  1.18  2.12  3.78  4.24  4.46  4.14  4.03  3.60  2.48  1.98  1.12 33.42
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
