# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3438] GREENFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3438
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 2001  1.88  2.51  1.90  4.10  6.51  3.42  2.56  0.90  5.38  3.28  0.89  0.41 33.74
 2002  0.40  0.96  0.90  3.21  3.97  1.82  3.86  3.67  1.53  3.47  0.27  0.00 24.06
 2003  0.43  1.53  1.12  5.39  5.63  4.43  2.54  0.74  3.59  1.03  5.19  1.28 32.90
 2004  1.28  1.46  4.40  1.42  8.10  3.41  5.24  5.37  1.18  1.25  3.08  0.53 36.72
 2005  0.85  1.69  1.12  2.73  4.48  3.64  4.22 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.87  1.14  2.21  3.40  4.24  4.34  4.26  3.66  3.80  2.26  1.86  1.01 32.50
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
