# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4389] KEOSAUQUA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4389
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1974  3.09  0.92  2.79  1.75  8.29  4.76  5.39  4.83  1.73  2.64  2.53  1.91 40.63
 1975  1.33  2.40  1.75  3.55  4.62  3.92  0.54  6.07  2.53  0.71  2.72  1.61 31.75
 1976  0.79  1.09  3.31  5.57  3.59  4.54  4.68  2.05  2.71  3.24  0.30  0.20 32.07
 1977  1.24  0.41  3.97  0.00  0.00  0.00  1.20  8.96  4.93  4.69  3.02  1.67 30.09
 1978  0.71  1.28  1.63  4.20  5.25  4.93  6.93  5.19  7.27  1.40  3.60  1.57 43.96
 1979  2.88  0.75  4.92  3.58  2.35  3.23  2.70  3.64  0.17  3.66  2.43  1.23 31.54
 1980  1.24  0.91  2.34  1.77  1.37 11.10  4.32  9.75  4.68  2.31  1.23  3.61 44.63
 1981  0.06  2.17  0.42  5.33  5.00  7.40  6.89  2.41  4.90  3.74  3.51  1.40 43.23
 1982  1.77  0.70  4.40  3.26  4.30  3.73 11.00  4.08  2.65  2.57  3.19  4.29 45.94
 1983  0.59  2.01  2.72  4.76  3.28  2.74  1.10  3.42  3.17  2.81  7.12  2.76 36.48
 1984  0.36  0.87  1.89  3.96  5.21  4.01  7.92  1.08  2.05  7.32  3.59  2.51 40.77
 1985  1.57  1.94  4.83  0.82  5.82  4.97  7.39  1.69  3.60  7.52  5.81  2.08 48.04
 1986  0.11  1.23  1.66  3.15 10.23  3.89  6.94  3.00 12.28  4.15  0.72  1.33 48.69
 1987  0.71  0.41  3.88  2.05  2.54  3.11  2.30  4.91  3.25  0.49  4.01  3.18 30.84
 1988  1.50  0.89  2.20  1.61  2.15  4.36  1.77  5.33  1.36  0.93  2.45  1.19 25.74
 1989  0.83  1.02  0.64  4.07  2.29  4.48  4.87  4.66  4.06  2.22  0.02  0.92 30.08
 1990  1.26  2.18  5.03  2.29  5.49  8.93  8.14  1.58  0.93  1.54  3.05  2.43 42.85
 1991  1.28  0.44  3.86  3.30  4.29  2.94  1.94  1.42  0.93  4.86  6.62  1.72 33.60
 1992  0.76  1.65  2.60  2.73  1.54  0.83  9.90  2.09  5.49  0.52  6.96  3.06 38.13
 1993  1.74  1.63  3.52  2.86  5.38  8.00 13.38  7.30  6.14  1.12  1.57  0.62 53.26
 1994  0.90  2.34  0.65  3.83  3.31  4.01  1.66  2.25  3.32  1.86  4.63  2.12 30.88
 1995  2.01  1.04  1.34  6.73 10.87  3.30  5.67  3.62  4.82  1.85  2.79  0.58 44.62
 1996  2.21  0.71  1.69  1.82 12.90  3.38  3.77  4.19  2.42  1.95  1.12  0.36 36.52
 1997  1.38  4.12  1.41  3.82  6.52  3.76  6.07  4.09  1.79  3.93  2.06  2.17 41.12
 1998  2.64  2.77  4.84  5.37  3.75  6.26  2.44  2.17  4.73  6.58  4.02  1.35 46.92
 1999  2.69  1.47  1.18  4.67  4.93  4.80  1.32  2.47  4.15  0.65  0.40  1.82 30.55
 2000  1.29  1.93  1.45  1.97  2.49  6.36  4.11  1.74  4.14  1.38  1.72  2.09 30.67
 2001  2.84  5.38  3.27  2.64 10.66  6.33  1.85  4.01  3.38  3.12  0.61  1.31 45.40
 2002  1.44  1.01  2.24  4.35  6.28  5.69  1.21  2.37  0.65  3.68  0.24  0.88 30.04
 2003  0.46  1.31  1.08  3.96  4.24  6.10  7.00  2.22  5.78  1.35  2.21  3.09 38.80
 2004  1.30  0.86  3.41  1.85  4.53  2.26  2.80  7.83  1.08  4.82  2.42  1.10 34.26
 2005  2.52  1.75  0.79  2.70  2.18  5.05  2.71 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.43  1.38  2.54  3.55  4.40  4.35  4.56  3.89  3.96  3.03  2.28  1.78 36.56
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
