# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8266] TIPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8266 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1998    144     85     76     68    292    158    133    109
 1999    108     46     36     28    322    178    147    118
 2000    242    136    116     99    316    189    163    142
 2001     45     12      8      4    440    282    246    214
 2002    105     42     30     22    326    201    176    152
 2003    133     75     64     53    373    244    218    192
 2004    171     84     67     52    398    250    215    184
 2005    122     60     52     45    441    282    247    216
     ****************************  ****************************
 MEAN  130.7   64.0   52.3   42.3  356.0  218.3  189.4  163.2
 STDV   59.1   36.5   31.9   27.7   80.1   62.1   57.5   53.1

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    774    552    501    452    834    596    538    482
 1952    635    422    378    336    986    747    688    631
 1953    642    433    387    345    986    746    686    628
 1954    545    355    314    274    973    736    678    621
 1955    754    524    476    432    835    600    544    491
 1956    709    497    450    405    993    759    702    646
 1957    635    416    367    321    905    668    611    555
 1958    706    500    455    413    798    559    501    449
 1959    778    551    500    450    945    705    646    589
 1960    633    420    372    329    840    602    545    490
 1961    588    394    352    314    883    647    594    542
 1962    830    593    540    488    876    639    582    528
 1963    658    446    399    357    960    723    666    609
 1964    843    605    551    500    925    690    633    578
 1965    778    549    496    447    873    633    574    519
 1966    558    366    326    293    906    668    612    556
 1967    559    376    335    299    956    716    658    601
 1968    587    383    343    306    938    698    640    583
 1969    684    473    425    378    694    467    415    367
 1970    729    511    461    412    890    651    593    536
 1971    539    354    318    282    991    751    691    631
 1972    677    467    420    376    802    574    521    469
 1973    546    331    286    246    913    673    613    555
 1974    536    335    293    254    796    558    501    448
 1975    716    495    446    402    896    658    601    545
 1976    564    364    322    284    881    641    582    525
 1977    854    621    565    512    904    666    608    552
 1978    625    419    375    333    888    651    594    542
 1979    622    444    404    365    864    627    570    514
 1980    713    489    439    394    874    642    587    533
 1981    579    383    341    302    900    663    605    548
 1982    752    520    468    419    750    522    473    426
 1983    538    341    301    263    943    706    649    596
 1984    543    368    331    295    906    668    610    554
 1985    714    492    445    403    785    561    513    466
 1986    677    448    395    343    930    692    634    576
 1987    803    577    528    481    977    738    679    620
 1988    748    528    480    436    945    709    653    599
 1989    608    412    368    327    833    595    538    482
 1990    514    307    267    229    894    656    598    542
 1991    776    555    504    455    970    730    670    611
 1992    632    436    392    351    816    584    528    477
 1993    607    392    347    303    789    561    506    453
 1994    583    399    360    322    892    653    597    543
 1995    520    306    261    223    910    670    610    551
 1996    480    281    240    202    852    613    555    499
 1997    430    261    226    194    875    635    577    519
 1998    753    514    463    414    805    568    514    463
 1999    649    422    376    332    863    625    567    511
 2000    687    470    422    374    780    541    484    429
 2001    673    450    401    357    792    557    504    452
 2002    517    341    302    265    931    691    631    572
 2003    527    334    296    261    773    538    484    433
 2004    649    434    386    341    795    558    501    447
 2005    545    347    307    271    961    721    661    602
     ****************************  ****************************
 MEAN  645.8  436.4  391.0  348.4  881.3  644.5  587.5  532.5
 STDV  100.4   86.8   82.6   78.2   70.1   68.0   66.4   64.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1021    773    711    650    944    696    634    574
 1952   1074    826    764    703    936    690    630    571
 1953   1079    831    769    707   1017    769    708    648
 1954   1100    852    790    728    986    738    676    615
 1955   1151    903    841    779   1071    823    761    700
 1956   1007    759    697    636   1023    777    717    658
 1957   1104    856    794    732   1026    778    716    655
 1958    965    717    655    593    981    736    677    619
 1959   1000    752    691    631   1090    842    780    718
 1960    996    748    686    625   1028    780    718    656
 1961   1006    758    696    635   1005    757    696    635
 1962    950    705    645    586    963    716    655    596
 1963   1020    772    710    648    952    705    645    586
 1964   1075    827    765    703    891    646    587    530
 1965   1001    753    691    629    955    708    648    588
 1966   1095    847    785    723    952    704    643    582
 1967    961    718    660    602    891    646    587    531
 1968   1033    785    723    662   1001    754    694    636
 1969   1025    777    715    653    961    713    652    592
 1970    997    749    687    628    946    698    637    578
 1971    928    682    624    566    878    634    577    522
 1972    968    722    661    602    941    694    634    575
 1973   1034    786    724    662    992    744    682    620
 1974   1061    813    751    689    866    619    558    500
 1975    990    745    686    627    973    726    665    604
 1976   1003    755    693    633    882    638    582    528
 1977   1043    795    733    671    857    610    550    492
 1978    970    722    660    598    936    692    635    578
 1979    976    729    668    608    943    697    637    578
 1980   1103    855    793    731   1046    798    736    674
 1981    997    749    688    627    955    707    647    590
 1982   1007    759    698    637    873    631    574    520
 1983   1075    827    766    706   1065    817    756    696
 1984    940    692    631    572    965    722    665    608
 1985    985    737    676    616    849    603    545    491
 1986   1099    851    789    727    852    611    551    492
 1987   1103    855    793    731    965    717    656    597
 1988   1069    822    761    700   1057    810    750    690
 1989   1046    798    736    674    966    719    658    597
 1990    985    737    675    613    966    718    656    596
 1991    992    744    683    623    949    701    639    577
 1992    868    620    558    497    769    530    480    433
 1993    950    702    640    578    942    694    632    572
 1994    893    645    583    521    829    582    524    469
 1995    985    738    677    617   1083    835    773    711
 1996    897    649    589    529    905    657    595    535
 1997    970    723    662    605    852    604    544    487
 1998    978    730    668    606    974    726    664    602
 1999   1055    807    745    683    878    630    568    507
 2000    940    692    630    569    952    704    642    581
 2001   1020    772    710    649    951    704    643    582
 2002   1038    790    728    666    919    672    611    551
 2003    956    708    647    587    984    736    674    612
 2004    900    652    591    533    772    533    480    431
 2005    983    735    673    613      0      0      0      0
     ****************************  ****************************
 MEAN 1008.5  760.8  699.4  638.5  931.0  688.9  629.9  572.1
 STDV   60.9   60.7   60.4   59.7  146.5  117.8  110.5  103.0

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    645    434    388    344    471    299    264    230
 1952    745    533    488    445    388    258    229    201
 1953    751    541    496    451    617    436    394    355
 1954    831    602    548    495    474    303    267    233
 1955    775    561    512    468    495    328    291    258
 1956    727    515    468    424    647    446    402    363
 1957    698    483    435    393    408    252    218    187
 1958    743    518    469    423    529    361    323    286
 1959    766    546    495    447    340    186    154    127
 1960    796    567    518    469    454    293    257    224
 1961    729    515    469    424    492    315    277    242
 1962    655    456    413    373    524    338    298    260
 1963    757    535    484    437    743    520    471    422
 1964    713    498    446    399    417    258    225    194
 1965    693    467    417    372    458    289    251    215
 1966    709    492    442    399    453    299    266    233
 1967    678    471    426    382    425    266    233    203
 1968    731    504    455    409    513    345    306    269
 1969    687    475    427    384    338    189    159    136
 1970    688    467    419    375    448    276    238    203
 1971    769    553    503    456    606    416    371    329
 1972    737    521    471    423    328    184    156    132
 1973    697    471    421    376    546    368    329    292
 1974    566    373    330    292    446    282    244    209
 1975    579    392    349    307    495    339    305    271
 1976    635    435    393    355    300    172    150    133
 1977    741    510    458    408    370    223    190    159
 1978    787    570    520    471    350    211    180    149
 1979    691    494    450    409    492    317    278    242
 1980    751    535    486    439    351    221    194    167
 1981    690    472    423    378    386    233    202    174
 1982    662    458    414    373    480    302    263    227
 1983    715    508    461    418    426    266    234    202
 1984    663    467    420    378    475    304    264    224
 1985    693    499    454    410    405    238    202    170
 1986    783    552    496    443    396    226    192    159
 1987    697    465    415    368    312    169    142    118
 1988    769    548    498    450    303    163    134    110
 1989    618    414    370    328    431    276    243    212
 1990    746    533    486    441    357    212    183    157
 1991    682    490    447    405    385    239    207    179
 1992    593    406    364    323    373    230    205    181
 1993    496    302    261    225    355    214    183    155
 1994    684    458    409    364    472    294    256    224
 1995    592    391    351    315    399    259    230    201
 1996    604    408    367    326    411    255    222    191
 1997    697    481    432    386    423    276    244    213
 1998    797    571    517    467    414    242    207    174
 1999    618    431    392    354    401    257    226    196
 2000    701    499    454    411    499    322    285    251
 2001    625    416    369    328    360    213    181    151
 2002    750    532    486    441    328    197    171    147
 2003    637    439    397    356    410    271    241    212
 2004    763    546    499    453    385    225    193    163
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  686.3  478.5  432.3  388.9  427.3  270.4  236.9  205.7
 STDV  115.4   87.7   81.3   75.1  105.5   80.7   74.6   68.6
