# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8688] WASHINGTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8688 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1997    566    364    321    281    954    714    654    594
 1998    852    607    547    490    898    658    601    547
 1999    660    429    382    336    894    655    598    542
 2000    742    523    473    424    838    602    546    491
 2001    693    462    410    360    834    599    544    492
 2002    546    354    313    273    957    717    658    600
 2003    579    378    339    303    822    585    529    477
 2004    726    507    455    405    856    618    561    505
 2005    608    404    360    319    992    752    692    633
     ****************************  ****************************
 MEAN  709.2  488.4  439.3  392.7  938.4  699.8  641.4  584.3
 STDV   96.7   85.3   81.2   76.8   66.6   65.5   64.5   63.0

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1007    759    697    636    965    717    655    593
 1952   1086    838    776    715    976    728    668    608
 1953   1090    842    780    718   1042    794    732    670
 1954   1114    866    804    742   1023    775    713    651
 1955   1174    926    864    802   1095    847    785    724
 1956   1037    789    727    665   1046    800    740    680
 1957   1130    882    820    758   1033    785    723    662
 1958    990    742    680    618   1015    769    709    649
 1959   1022    774    713    652   1111    863    801    739
 1960   1020    772    710    649   1058    810    748    686
 1961   1036    788    726    664   1032    784    722    660
 1962   1000    752    690    629   1017    769    707    645
 1963   1054    806    744    682    966    718    657    597
 1964   1090    842    780    718    949    705    645    588
 1965   1024    776    714    652    956    709    649    589
 1966   1108    860    798    736    952    706    646    587
 1967    977    730    671    614    899    657    600    545
 1968   1065    817    755    694   1036    789    728    667
 1969   1110    862    800    738   1048    800    738    676
 1970   1071    823    761    699   1041    793    731    669
 1971   1015    767    706    646   1003    755    693    632
 1972   1067    819    758    698   1035    787    726    665
 1973   1097    849    787    725   1072    824    762    700
 1974   1122    874    812    750    966    718    656    594
 1975   1080    832    771    710   1072    824    762    700
 1976   1098    850    788    726    986    738    676    614
 1977   1134    886    824    762    993    745    683    622
 1978   1074    826    764    702   1036    788    727    666
 1979   1062    814    752    691   1038    790    729    668
 1980   1150    902    840    778   1121    873    811    749
 1981   1080    832    770    709   1036    788    726    664
 1982   1091    843    781    719    993    745    683    623
 1983   1142    894    832    770   1156    908    846    784
 1984   1023    775    713    652   1012    770    712    654
 1985   1067    819    757    695    959    711    649    587
 1986   1143    895    833    771    920    678    618    558
 1987   1140    892    830    768   1020    772    710    648
 1988   1111    863    801    740   1110    863    802    742
 1989   1101    853    791    729   1026    778    716    656
 1990   1056    808    746    684   1036    788    726    664
 1991   1087    839    777    715   1050    802    740    678
 1992    993    745    683    621    872    625    565    509
 1993   1061    813    751    689   1059    811    749    687
 1994   1040    792    730    668    980    732    670    610
 1995   1099    851    789    727   1169    921    859    797
 1996   1044    796    734    672   1033    785    723    661
 1997   1070    822    760    698   1001    753    691    629
 1998   1113    865    803    741   1091    843    781    719
 1999   1095    847    785    723    914    666    604    542
 2000    988    740    678    617   1031    783    721    659
 2001   1070    822    760    698    990    742    680    620
 2002   1079    831    769    707    982    734    673    614
 2003   1015    767    705    643   1029    781    719    657
 2004    963    715    653    592    834    589    533    482
 2005   1031    783    721    659      0      0      0      0
     ****************************  ****************************
 MEAN 1069.2  821.2  759.3  697.7  997.9  755.1  694.9  635.3
 STDV   48.4   48.4   48.3   47.9  151.1  121.4  114.0  106.5

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    691    473    423    376    497    314    281    250
 1952    775    558    510    463    414    282    252    222
 1953    788    573    526    481    633    449    409    370
 1954    841    608    555    504    499    327    291    256
 1955    823    598    548    500    492    320    284    251
 1956    774    557    508    461    686    479    431    389
 1957    704    490    440    396    412    256    222    190
 1958    778    550    500    451    542    364    324    285
 1959    775    551    500    452    363    197    164    133
 1960    816    585    534    484    478    314    279    245
 1961    734    516    468    423    527    340    298    259
 1962    689    481    436    392    550    353    310    271
 1963    790    560    508    459    787    559    508    457
 1964    763    546    496    448    451    292    259    226
 1965    732    510    459    413    495    315    277    240
 1966    699    480    432    389    488    324    288    255
 1967    695    493    449    407    454    294    259    227
 1968    766    531    479    431    530    359    320    282
 1969    810    582    530    478    457    281    244    212
 1970    807    578    525    473    506    316    275    238
 1971    869    640    586    536    699    483    435    388
 1972    859    632    578    525    439    271    235    203
 1973    811    576    518    463    661    453    407    362
 1974    663    455    409    364    530    338    296    256
 1975    675    464    415    370    586    399    361    323
 1976    776    550    496    447    376    226    196    170
 1977    826    588    532    477    445    265    227    191
 1978    903    670    615    561    437    263    227    193
 1979    818    593    542    494    546    361    321    281
 1980    848    621    566    514    428    278    247    217
 1981    787    561    508    456    474    301    264    232
 1982    754    532    482    433    531    345    305    268
 1983    813    591    538    487    505    306    267    233
 1984    741    528    481    434    543    352    309    267
 1985    793    574    523    476    484    292    253    216
 1986    874    641    584    528    507    311    269    231
 1987    767    529    477    430    384    233    200    169
 1988    845    611    557    507    357    205    172    140
 1989    696    484    436    390    516    337    299    264
 1990    843    615    563    512    483    305    267    230
 1991    792    581    531    483    473    300    262    227
 1992    700    490    442    396    455    278    244    214
 1993    634    416    368    321    445    277    239    204
 1994    804    571    517    464    537    338    294    253
 1995    700    481    431    384    480    297    258    224
 1996    731    504    454    409    507    327    286    246
 1997    816    580    524    471    515    340    303    267
 1998    925    687    628    570    493    298    256    218
 1999    648    456    415    375    435    291    258    227
 2000    745    538    492    448    540    352    313    278
 2001    642    432    388    347    400    241    209    179
 2002    775    560    513    470    354    227    201    176
 2003    672    475    430    388    455    309    278    248
 2004    780    561    514    470    428    261    224    191
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  755.9  538.3  488.7  441.5  485.6  312.6  275.6  240.8
 STDV  123.7   95.0   88.0   81.2  107.0   80.5   74.6   68.8
