# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5769] MOUNT-AYR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5769 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    998    750    688    627    981    733    672    611
 1952   1053    805    743    681    957    709    648    590
 1953   1061    813    751    690   1022    774    712    650
 1954   1138    890    828    766   1039    791    729    667
 1955   1151    903    841    779   1065    817    755    694
 1956   1022    774    712    650   1026    781    721    662
 1957   1137    889    827    765   1038    790    728    667
 1958    966    718    656    594   1024    779    718    657
 1959    990    743    682    622   1087    839    777    716
 1960    996    748    687    626   1035    787    725    663
 1961    985    737    675    613    956    708    646    586
 1962   1015    767    706    647    997    749    688    628
 1963   1068    820    758    696    994    746    684    622
 1964   1085    837    775    714    877    636    579    523
 1965    994    746    684    622    936    689    628    570
 1966   1097    849    787    725    898    655    596    539
 1967    953    709    651    594    913    675    620    567
 1968   1009    762    702    642    995    747    686    625
 1969   1086    838    776    714   1035    787    725    663
 1970   1040    792    730    668   1036    788    726    664
 1971    978    733    673    613    995    747    685    623
 1972   1006    758    697    637   1005    758    697    636
 1973   1057    809    747    685   1044    796    734    672
 1974   1126    878    816    754    922    674    613    555
 1975   1076    828    766    704   1059    811    749    687
 1976   1079    831    769    707   1024    776    714    653
 1977   1131    883    821    759    952    704    642    580
 1978   1075    827    765    703   1023    775    713    651
 1979   1041    793    731    669   1016    768    706    645
 1980   1158    910    848    786   1102    854    792    730
 1981   1083    835    773    711    986    738    676    614
 1982   1098    850    788    726    976    728    666    605
 1983   1140    892    830    768   1157    909    847    785
 1984   1054    806    744    682   1082    834    772    711
 1985   1094    846    784    722    958    710    648    586
 1986   1114    866    804    742    885    641    581    522
 1987   1101    853    791    730    962    714    653    593
 1988   1070    822    760    698   1069    825    766    707
 1989   1031    783    721    659    972    726    668    610
 1990    992    744    682    620    974    726    665    606
 1991   1021    773    711    649    957    709    648    587
 1992    936    688    626    564    808    565    509    457
 1993   1012    764    702    640   1027    779    718    658
 1994    955    707    645    583    934    688    627    568
 1995   1023    775    715    655   1109    861    799    737
 1996    971    723    662    601    963    715    653    591
 1997   1038    792    731    670    963    715    653    591
 1998   1062    814    752    690   1041    793    731    669
 1999   1098    850    788    726    974    726    664    602
 2000   1025    777    715    653   1072    824    762    700
 2001   1091    843    781    719   1014    766    704    642
 2002   1086    838    776    714    993    745    683    621
 2003   1066    818    756    694   1078    830    768    706
 2004    979    731    669    607    883    636    576    516
 2005   1081    833    771    709      0      0      0      0
     ****************************  ****************************
 MEAN 1050.8  803.0  741.3  679.7  979.8  737.2  677.2  617.8
 STDV   55.9   55.7   55.4   55.0  149.4  119.8  112.4  104.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    634    424    377    333    453    292    258    226
 1952    784    568    518    470    436    305    274    243
 1953    782    571    523    480    648    458    415    374
 1954    860    629    575    524    491    307    268    232
 1955    822    600    550    502    494    326    286    251
 1956    783    571    522    476    678    464    419    379
 1957    663    443    395    353    387    219    183    151
 1958    797    569    516    465    546    366    325    289
 1959    732    516    468    421    352    196    162    130
 1960    781    561    512    465    494    318    282    249
 1961    637    435    392    351    478    304    268    236
 1962    655    451    403    362    528    342    300    263
 1963    770    538    481    428    769    541    487    438
 1964    722    505    454    403    435    282    249    219
 1965    656    445    397    351    482    321    285    250
 1966    636    427    383    340    468    309    273    240
 1967    676    467    418    372    441    283    249    217
 1968    714    487    435    388    511    338    301    265
 1969    774    539    482    428    371    227    200    175
 1970    723    500    451    404    443    265    228    194
 1971    824    601    551    502    604    396    351    308
 1972    763    535    483    436    369    224    195    167
 1973    739    507    452    399    572    368    325    286
 1974    600    403    360    320    459    277    239    205
 1975    620    408    363    320    524    351    313    277
 1976    780    550    497    446    330    192    170    149
 1977    811    571    513    458    429    251    212    177
 1978    893    657    601    547    435    273    238    203
 1979    806    578    526    478    520    345    304    266
 1980    812    585    533    483    429    280    250    222
 1981    790    566    512    460    445    261    224    191
 1982    754    535    485    435    486    309    273    238
 1983    800    580    530    481    457    270    234    202
 1984    755    542    493    446    518    329    286    246
 1985    789    570    519    469    483    282    242    205
 1986    851    618    561    505    454    266    229    194
 1987    725    503    454    407    377    230    196    167
 1988    793    567    516    468    378    229    198    167
 1989    613    420    376    332    451    292    260    228
 1990    796    580    532    484    409    255    223    192
 1991    738    541    493    448    422    277    248    220
 1992    640    445    401    358    453    290    260    233
 1993    561    358    315    276    393    240    208    178
 1994    710    491    445    402    499    320    278    239
 1995    667    464    416    371    434    275    242    211
 1996    646    433    389    347    433    280    244    210
 1997    750    526    478    434    477    315    280    247
 1998    899    662    604    550    482    309    271    235
 1999    668    468    425    384    445    297    266    237
 2000    764    554    505    458    547    340    295    255
 2001    679    464    411    360    406    243    208    177
 2002    787    566    516    469    336    213    186    163
 2003    670    468    421    375    515    346    309    275
 2004    836    601    543    487    467    280    242    207
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  726.0  512.1  463.1  416.6  460.8  294.0  258.4  225.4
 STDV  126.3   98.5   91.6   85.1  102.2   75.7   69.6   64.1
